record_id,employee_id,review_year,review_cycle,department,job_level,performance_rating,potential_rating,nine_box_position,succession_ready,flight_risk,promotion_recommended,goal_completion_pct,competency_score,development_plan_active,mentor_assigned,manager_id,review_date
TM00344,EMP00220,2024,Q1,Engineering,L3,Meets,Low,Question Mark,Not Identified,Low,No,87,4.7,Yes,No,MGR0034,2025-12-04
TM00345,EMP00749,2024,Mid-Year,Engineering,L4,Partially Meets,Low,High Potential,Ready Now,Low,No,58,2.59,Yes,No,MGR0018,2020-07-30
TM00346,EMP00248,2020,Q3,Design,L2,Does Not Meet,Medium,Rough Diamond,Ready in 1-2 Years,Low,No,65,3.85,No,No,MGR0035,2021-05-30
TM00347,EMP00070,2023,Annual,Sales,L2,Meets,High,High Potential,Ready in 1-2 Years,Low,No,97,1.09,No,Yes,MGR0024,2024-01-28
TM00348,EMP00227,2020,Q3,Marketing,L1,Does Not Meet,Low,Star,Ready in 1-2 Years,High,Yes,91,1.41,Yes,No,MGR0006,2025-08-09
TM00349,EMP00741,2024,Q3,Design,L1,Meets,Low,Rough Diamond,Ready Now,Medium,No,70,1.18,Yes,Yes,MGR0008,2021-08-13
TM00350,EMP01110,2024,Q1,Operations,L2,Partially Meets,High,Solid Contributor,Ready in 1-2 Years,Medium,No,52,1.51,No,Yes,MGR0009,2021-03-06
TM00351,EMP01156,2021,Q3,IT,L4,Partially Meets,High,Question Mark,Ready Now,Medium,No,57,3.13,Yes,Yes,MGR0008,2024-03-10
TM00352,EMP00102,2024,Q1,IT,L7,Meets,High,Underperformer,Ready in 3+ Years,High,Yes,97,3.95,No,Yes,MGR0050,2020-02-15
TM00353,EMP01044,2025,Mid-Year,Finance,L6,Meets,Medium,Rough Diamond,Ready in 3+ Years,Low,No,82,3.65,No,Yes,MGR0025,2026-03-19
TM00354,EMP00145,2020,Q3,Data Science,L7,Exceeds,Medium,Question Mark,Not Identified,Low,No,92,3.51,Yes,No,MGR0028,2026-07-03
TM00355,EMP00165,2024,Mid-Year,IT,L4,Does Not Meet,Low,Solid Contributor,Not Identified,Medium,No,73,3.08,No,No,MGR0006,2022-07-03
TM00356,EMP00882,2021,Q3,HR,L3,Partially Meets,Medium,Question Mark,Ready in 3+ Years,Low,No,69,1.12,No,No,MGR0008,2024-06-01
TM00357,EMP01097,2021,Mid-Year,Sales,L3,Meets,High,Question Mark,Not Identified,Medium,No,83,1.13,Yes,Yes,MGR0029,2024-08-18
TM00358,EMP00668,2022,Q1,Finance,L1,Meets,Medium,Question Mark,Ready Now,Medium,No,64,1.62,Yes,No,MGR0034,2020-07-21
TM00359,EMP00061,2025,Q3,IT,L7,Exceeds,Low,Question Mark,Ready in 1-2 Years,Low,No,56,3.71,Yes,No,MGR0042,2021-10-14
TM00360,EMP00852,2021,Q1,Data Science,L5,Meets,High,Trusted Professional,Ready in 3+ Years,Medium,No,82,1.03,Yes,Yes,MGR0002,2025-03-28
TM00361,EMP00465,2025,Mid-Year,Design,L4,Does Not Meet,Medium,Trusted Professional,Ready in 3+ Years,Low,No,70,3.53,Yes,Yes,MGR0031,2021-03-26
TM00362,EMP01129,2026,Annual,Engineering,L2,Does Not Meet,High,Star,Ready in 3+ Years,Medium,Yes,65,1.22,No,Yes,MGR0025,2025-06-30
TM00363,EMP00045,2021,Annual,Finance,L5,Meets,Low,Star,Not Identified,Medium,No,50,1.4,No,No,MGR0043,2025-08-07
TM00364,EMP00719,2025,Annual,Marketing,L1,Exceeds,Low,Trusted Professional,Ready in 3+ Years,Medium,Yes,90,2.72,Yes,No,MGR0013,2021-06-29
TM00365,EMP00303,2026,Annual,HR,L3,Meets,Low,Question Mark,Ready Now,High,No,59,2.87,Yes,Yes,MGR0015,2025-09-11
TM00366,EMP00953,2022,Q3,Sales,L2,Partially Meets,High,Core Player,Ready Now,Low,No,91,3.43,No,No,MGR0020,2020-12-04
TM00367,EMP00939,2024,Annual,Customer Success,L5,Meets,Medium,Solid Contributor,Not Identified,Medium,No,57,4.0,No,Yes,MGR0024,2020-11-04
TM00368,EMP00228,2023,Q1,Engineering,L6,Meets,Low,Inconsistent Player,Not Identified,Medium,No,53,3.88,No,No,MGR0018,2022-07-01
TM00369,EMP00258,2024,Q3,Engineering,L6,Meets,Medium,Solid Contributor,Ready Now,Low,No,59,2.28,Yes,Yes,MGR0031,2021-02-01
TM00370,EMP00265,2023,Q3,Product,L2,Exceeds,Low,Solid Contributor,Not Identified,Medium,No,82,4.81,No,No,MGR0001,2020-04-06
TM00371,EMP00419,2020,Mid-Year,HR,L3,Meets,Low,Inconsistent Player,Not Identified,Low,No,70,1.91,No,No,MGR0008,2020-07-13
TM00372,EMP00431,2021,Mid-Year,IT,L3,Meets,High,High Potential,Ready Now,Low,No,86,2.39,Yes,Yes,MGR0038,2026-03-02
TM00373,EMP00217,2022,Annual,Engineering,L3,Exceeds,Low,Underperformer,Ready Now,Low,No,100,1.5,Yes,Yes,MGR0047,2022-08-16
TM00374,EMP01186,2020,Q3,Engineering,L5,Does Not Meet,Low,Underperformer,Ready Now,High,Yes,64,3.11,Yes,Yes,MGR0048,2026-04-03
TM00375,EMP00264,2020,Mid-Year,Legal,L1,Does Not Meet,Medium,Star,Ready in 1-2 Years,Medium,No,67,3.25,No,Yes,MGR0011,2022-06-25
TM00376,EMP01192,2026,Annual,Product,L2,Does Not Meet,High,Solid Contributor,Ready in 1-2 Years,Low,No,100,4.26,No,Yes,MGR0041,2024-07-04
TM00377,EMP00232,2020,Mid-Year,HR,L1,Does Not Meet,High,Solid Contributor,Ready Now,Low,No,75,1.01,No,Yes,MGR0039,2026-06-29
TM00378,EMP00350,2021,Q1,IT,L6,Meets,High,High Potential,Not Identified,Medium,Yes,100,2.24,No,Yes,MGR0022,2022-10-31
TM00379,EMP00096,2020,Q1,Finance,L2,Exceeds,High,Core Player,Ready Now,Low,No,51,4.16,Yes,Yes,MGR0044,2023-08-16
TM00380,EMP00118,2023,Q1,HR,L3,Meets,Medium,Question Mark,Ready in 1-2 Years,Medium,No,73,3.68,No,No,MGR0024,2020-10-27
TM00381,EMP00543,2024,Annual,Marketing,L6,Does Not Meet,High,Rough Diamond,Ready in 3+ Years,Medium,No,86,1.33,No,No,MGR0008,2025-12-20
TM00382,EMP00604,2026,Q3,Operations,L6,Does Not Meet,Medium,Question Mark,Not Identified,Medium,No,91,1.06,No,Yes,MGR0012,2025-09-08
TM00383,EMP00292,2022,Mid-Year,Legal,L2,Does Not Meet,High,Core Player,Ready in 3+ Years,High,No,57,2.68,Yes,Yes,MGR0010,2025-04-07
TM00384,EMP00997,2020,Annual,Finance,L4,Partially Meets,Medium,Inconsistent Player,Ready Now,High,No,99,2.95,No,No,MGR0029,2021-04-28
TM00385,EMP00211,2022,Mid-Year,Data Science,L7,Exceeds,High,Solid Contributor,Not Identified,Low,Yes,92,3.05,No,No,MGR0001,2020-05-29
TM00386,EMP00290,2025,Mid-Year,Marketing,L3,Meets,High,Star,Ready in 3+ Years,Low,Yes,52,4.72,No,Yes,MGR0039,2023-02-22
TM00387,EMP00833,2023,Q3,Finance,L2,Partially Meets,High,Inconsistent Player,Ready in 1-2 Years,High,No,60,2.43,Yes,Yes,MGR0012,2025-04-01
TM00388,EMP00563,2020,Q1,Engineering,L6,Meets,Medium,Core Player,Not Identified,Medium,No,79,4.66,Yes,Yes,MGR0026,2025-03-21
TM00389,EMP00862,2024,Mid-Year,Finance,L5,Partially Meets,High,Solid Contributor,Ready in 3+ Years,Low,No,85,2.81,Yes,Yes,MGR0031,2021-05-21
TM00390,EMP00678,2025,Mid-Year,Engineering,L4,Meets,Medium,Star,Ready in 3+ Years,Low,No,84,3.71,No,Yes,MGR0021,2026-07-28
TM00391,EMP00124,2021,Q3,Legal,L2,Exceeds,Medium,Question Mark,Ready Now,Low,No,66,1.9,Yes,Yes,MGR0048,2022-05-11
TM00392,EMP00370,2023,Mid-Year,Operations,L5,Partially Meets,Medium,Inconsistent Player,Ready in 3+ Years,Low,No,62,3.58,No,No,MGR0045,2026-01-26
TM00393,EMP00871,2025,Q1,Product,L6,Meets,Low,Rough Diamond,Ready Now,High,No,79,3.92,No,No,MGR0007,2020-11-30
TM00394,EMP00931,2024,Q3,Sales,L6,Meets,High,Trusted Professional,Ready in 1-2 Years,Medium,No,58,3.8,Yes,Yes,MGR0040,2024-03-09
TM00395,EMP01079,2024,Q3,Marketing,L2,Meets,Low,Underperformer,Ready in 1-2 Years,Low,No,59,1.48,Yes,No,MGR0035,2024-11-27
TM00396,EMP01200,2025,Q3,HR,L2,Meets,Low,Trusted Professional,Not Identified,High,No,99,3.39,No,No,MGR0035,2025-07-13
TM00397,EMP01038,2024,Mid-Year,Finance,L3,Meets,High,Trusted Professional,Ready Now,High,No,93,1.06,No,No,MGR0005,2024-03-08
TM00398,EMP00930,2024,Annual,Design,L1,Partially Meets,High,Underperformer,Ready in 3+ Years,Low,No,53,2.49,No,Yes,MGR0016,2024-12-03
TM00399,EMP00029,2023,Q3,Customer Success,L2,Partially Meets,High,Solid Contributor,Ready in 3+ Years,High,No,82,4.36,No,No,MGR0017,2024-11-01
TM00400,EMP00748,2026,Mid-Year,Sales,L3,Partially Meets,High,Question Mark,Ready in 3+ Years,Low,No,70,4.84,No,No,MGR0014,2024-08-21
TM00401,EMP01157,2024,Q3,Data Science,L5,Meets,High,Solid Contributor,Ready Now,High,No,75,2.64,Yes,No,MGR0044,2025-09-19
TM00402,EMP00274,2025,Q3,Design,L1,Meets,Medium,Solid Contributor,Ready Now,Medium,Yes,71,1.64,No,No,MGR0046,2021-11-02
TM00403,EMP01154,2020,Annual,Design,L7,Partially Meets,Low,Star,Not Identified,Low,No,70,2.19,Yes,Yes,MGR0011,2020-04-16
TM00404,EMP00251,2022,Annual,IT,L1,Meets,Medium,Trusted Professional,Ready Now,Low,No,62,3.09,Yes,No,MGR0001,2020-12-23
TM00405,EMP01060,2021,Q1,Legal,L7,Meets,High,Solid Contributor,Not Identified,High,No,75,1.28,Yes,Yes,MGR0033,2023-04-11
TM00406,EMP01010,2022,Mid-Year,Operations,L4,Partially Meets,Low,Solid Contributor,Ready in 3+ Years,Medium,No,67,2.0,No,No,MGR0047,2025-09-02
TM00407,EMP00282,2022,Q1,Marketing,L1,Partially Meets,High,Core Player,Not Identified,Low,No,86,3.23,Yes,No,MGR0014,2023-10-12
TM00408,EMP01198,2022,Q1,IT,L1,Meets,Low,Inconsistent Player,Not Identified,Low,No,86,3.43,No,No,MGR0046,2023-06-24
TM00409,EMP00136,2025,Q1,Sales,L1,Exceeds,High,Trusted Professional,Not Identified,Medium,No,86,3.73,No,No,MGR0029,2021-05-03
TM00410,EMP00411,2023,Mid-Year,IT,L2,Partially Meets,Low,Rough Diamond,Not Identified,Low,Yes,91,3.12,No,Yes,MGR0013,2021-02-01
TM00411,EMP00549,2023,Mid-Year,Design,L1,Meets,Low,Underperformer,Ready in 3+ Years,Low,Yes,81,2.4,No,No,MGR0027,2026-07-01
TM00412,EMP00635,2020,Annual,Marketing,L5,Partially Meets,Medium,Question Mark,Ready Now,Low,Yes,79,1.96,Yes,No,MGR0003,2025-07-21
TM00413,EMP00976,2024,Mid-Year,Operations,L3,Partially Meets,Low,Rough Diamond,Ready Now,Medium,No,98,4.9,Yes,Yes,MGR0036,2023-01-09
TM00414,EMP00272,2023,Q1,Engineering,L4,Meets,Medium,Star,Not Identified,High,No,68,3.29,No,Yes,MGR0031,2025-01-25
TM00415,EMP00036,2026,Mid-Year,Product,L6,Meets,Low,Trusted Professional,Not Identified,Low,No,59,3.97,No,Yes,MGR0002,2022-02-20
TM00416,EMP00547,2025,Mid-Year,Legal,L3,Does Not Meet,Medium,Star,Not Identified,Low,No,100,4.28,No,No,MGR0046,2020-06-08
TM00417,EMP00356,2021,Mid-Year,Legal,L1,Partially Meets,Low,Question Mark,Ready in 1-2 Years,Low,No,58,3.34,No,Yes,MGR0011,2022-02-04
TM00418,EMP00676,2021,Q1,IT,L7,Partially Meets,High,Solid Contributor,Ready Now,Low,No,84,3.94,Yes,Yes,MGR0028,2021-02-28
TM00419,EMP00030,2025,Q1,Sales,L6,Meets,Medium,Question Mark,Not Identified,Medium,No,77,1.82,Yes,Yes,MGR0020,2022-12-28
TM00420,EMP01103,2025,Q1,Engineering,L5,Meets,High,Star,Ready in 3+ Years,Medium,No,76,2.68,No,No,MGR0044,2023-10-22
TM00421,EMP00682,2022,Q3,Sales,L7,Does Not Meet,Low,Rough Diamond,Ready Now,Medium,Yes,77,3.38,No,Yes,MGR0031,2020-06-08
TM00422,EMP00457,2020,Annual,Marketing,L6,Does Not Meet,Medium,Trusted Professional,Ready in 3+ Years,Medium,No,94,1.53,No,No,MGR0002,2021-05-21
TM00423,EMP01156,2022,Mid-Year,Operations,L6,Exceeds,Medium,Core Player,Not Identified,High,Yes,85,3.04,Yes,Yes,MGR0016,2024-09-01
TM00424,EMP00909,2021,Mid-Year,Legal,L6,Exceeds,High,High Potential,Ready Now,High,Yes,98,1.42,No,No,MGR0001,2021-05-06
TM00425,EMP00971,2022,Q1,Engineering,L2,Meets,Medium,Rough Diamond,Not Identified,High,No,79,4.55,Yes,No,MGR0043,2025-11-07
TM00426,EMP00231,2022,Annual,Marketing,L2,Partially Meets,Low,Underperformer,Not Identified,Medium,Yes,89,2.09,No,No,MGR0006,2022-12-28
TM00427,EMP00115,2021,Mid-Year,HR,L5,Does Not Meet,Low,Question Mark,Ready in 1-2 Years,Low,No,58,4.84,Yes,Yes,MGR0041,2026-04-02
TM00428,EMP01137,2025,Q1,Sales,L6,Partially Meets,Medium,Inconsistent Player,Ready Now,Low,No,93,1.07,No,Yes,MGR0036,2020-10-13
TM00429,EMP00110,2026,Q1,Sales,L2,Does Not Meet,Low,High Potential,Ready in 3+ Years,High,No,87,3.22,Yes,Yes,MGR0005,2021-08-31
TM00430,EMP00565,2022,Q3,Data Science,L5,Partially Meets,High,Core Player,Ready in 3+ Years,Low,No,99,1.02,Yes,Yes,MGR0024,2022-11-12
TM00431,EMP00859,2025,Q3,IT,L3,Meets,High,High Potential,Ready Now,High,Yes,93,1.54,No,No,MGR0017,2021-05-10
TM00432,EMP01139,2020,Q3,Customer Success,L7,Does Not Meet,Low,Star,Not Identified,High,No,81,1.94,Yes,Yes,MGR0012,2025-11-11
TM00433,EMP01079,2021,Annual,Data Science,L1,Meets,High,Underperformer,Ready in 1-2 Years,Medium,No,93,4.3,No,Yes,MGR0030,2022-01-08
TM00434,EMP01160,2021,Mid-Year,Marketing,L3,Partially Meets,High,Solid Contributor,Not Identified,High,No,52,2.6,Yes,No,MGR0045,2021-03-22
TM00435,EMP00462,2021,Annual,HR,L4,Exceeds,Medium,Core Player,Ready in 3+ Years,Low,Yes,63,2.81,No,No,MGR0024,2025-07-31
TM00436,EMP00833,2025,Q3,Legal,L6,Meets,High,Question Mark,Ready Now,Medium,Yes,95,3.44,Yes,Yes,MGR0012,2025-04-25
TM00437,EMP00466,2024,Q1,Design,L4,Does Not Meet,High,Star,Ready Now,Low,Yes,99,2.71,Yes,No,MGR0025,2021-12-28
TM00438,EMP00431,2023,Q1,Legal,L5,Does Not Meet,Low,Star,Ready Now,High,No,99,1.82,Yes,Yes,MGR0018,2024-07-14
TM00439,EMP00022,2022,Q3,HR,L2,Partially Meets,Low,Rough Diamond,Ready in 1-2 Years,High,No,76,1.61,No,No,MGR0010,2024-01-16
TM00440,EMP00418,2023,Annual,IT,L7,Exceeds,Medium,Question Mark,Ready in 1-2 Years,Low,No,84,4.58,Yes,No,MGR0001,2021-06-15
TM00441,EMP00795,2026,Annual,IT,L1,Meets,High,Star,Not Identified,Low,No,75,3.94,Yes,No,MGR0023,2023-03-28
TM00442,EMP00606,2022,Mid-Year,Design,L7,Meets,Low,Trusted Professional,Ready in 1-2 Years,Low,No,93,3.86,Yes,Yes,MGR0046,2020-08-11
TM00443,EMP00941,2023,Q1,Customer Success,L5,Meets,Low,Solid Contributor,Ready in 1-2 Years,Low,Yes,98,1.12,No,No,MGR0020,2023-08-31
TM00444,EMP00951,2021,Q1,Data Science,L3,Exceeds,Low,Underperformer,Ready in 3+ Years,Medium,No,72,1.81,No,Yes,MGR0014,2020-12-18
TM00445,EMP00749,2021,Annual,Finance,L4,Exceeds,High,Core Player,Ready Now,Low,No,88,3.87,No,Yes,MGR0011,2025-11-19
TM00446,EMP00566,2020,Mid-Year,Marketing,L3,Meets,Medium,High Potential,Ready in 1-2 Years,Low,No,57,3.46,No,No,MGR0046,2022-10-06
TM00447,EMP00732,2025,Q3,Engineering,L2,Meets,Medium,Rough Diamond,Ready Now,Low,No,86,3.92,No,No,MGR0005,2023-02-09
TM00448,EMP00810,2025,Q1,Product,L1,Partially Meets,Medium,Question Mark,Ready Now,Medium,Yes,53,1.76,No,No,MGR0025,2025-05-14
TM00449,EMP00991,2020,Mid-Year,Sales,L4,Does Not Meet,Low,Trusted Professional,Not Identified,High,Yes,59,4.95,No,No,MGR0045,2022-03-07
TM00450,EMP00225,2023,Mid-Year,Customer Success,L2,Meets,High,Solid Contributor,Not Identified,High,No,51,4.13,Yes,No,MGR0005,2025-03-10
TM00451,EMP00181,2021,Mid-Year,Marketing,L4,Does Not Meet,High,Core Player,Not Identified,Medium,No,65,2.99,Yes,No,MGR0050,2023-12-19
TM00452,EMP00330,2020,Q3,Engineering,L1,Meets,High,Core Player,Ready in 1-2 Years,Low,Yes,75,3.57,No,No,MGR0040,2023-05-07
TM00453,EMP01067,2024,Mid-Year,Finance,L5,Does Not Meet,High,High Potential,Ready in 1-2 Years,High,No,90,2.04,No,No,MGR0047,2024-07-31
TM00454,EMP00231,2022,Mid-Year,Engineering,L7,Meets,High,Question Mark,Not Identified,Low,No,93,3.07,Yes,No,MGR0006,2022-12-14
TM00455,EMP00624,2023,Mid-Year,Customer Success,L2,Partially Meets,Medium,Question Mark,Not Identified,High,No,68,2.12,No,No,MGR0019,2025-04-13
TM00456,EMP00317,2022,Q1,HR,L7,Partially Meets,Medium,Underperformer,Ready in 3+ Years,Low,Yes,71,4.95,Yes,Yes,MGR0013,2025-03-13
TM00457,EMP01189,2025,Mid-Year,Operations,L1,Partially Meets,Low,Core Player,Ready in 1-2 Years,High,No,84,4.91,Yes,Yes,MGR0046,2025-10-21
TM00458,EMP00288,2024,Q1,Engineering,L2,Meets,High,Inconsistent Player,Ready in 3+ Years,High,No,97,1.18,No,No,MGR0006,2022-01-17
TM00459,EMP00179,2022,Mid-Year,Operations,L7,Does Not Meet,Low,Rough Diamond,Ready in 1-2 Years,High,No,52,1.06,No,Yes,MGR0013,2023-12-30
TM00460,EMP01200,2020,Annual,Sales,L7,Exceeds,Low,High Potential,Not Identified,Low,Yes,73,3.59,Yes,No,MGR0015,2021-12-16
TM00461,EMP00752,2024,Q3,Operations,L6,Does Not Meet,Low,Trusted Professional,Ready in 1-2 Years,High,No,83,4.18,No,No,MGR0022,2023-02-19
TM00462,EMP00386,2025,Annual,Legal,L7,Meets,High,Solid Contributor,Ready in 1-2 Years,Medium,No,88,3.98,No,No,MGR0041,2020-02-29
TM00463,EMP00149,2021,Mid-Year,Design,L3,Meets,Medium,Rough Diamond,Ready in 3+ Years,Medium,No,93,2.04,Yes,Yes,MGR0045,2023-11-18
TM00464,EMP00269,2020,Q3,Sales,L7,Exceeds,High,Underperformer,Not Identified,Medium,No,87,1.39,Yes,No,MGR0023,2023-01-23
TM00465,EMP00782,2025,Q1,Finance,L5,Meets,Low,High Potential,Ready in 1-2 Years,Medium,No,52,3.66,No,No,MGR0011,2025-07-31
TM00466,EMP00306,2024,Mid-Year,Sales,L7,Exceeds,Medium,Trusted Professional,Ready Now,Low,No,67,1.15,Yes,No,MGR0009,2022-02-21
TM00467,EMP00433,2023,Q3,Design,L6,Exceeds,Low,Underperformer,Ready in 1-2 Years,Medium,No,67,3.36,Yes,Yes,MGR0024,2020-11-12
TM00468,EMP00904,2020,Q3,IT,L5,Exceeds,Medium,Underperformer,Ready in 3+ Years,Low,Yes,65,1.87,Yes,No,MGR0044,2024-03-25
TM00469,EMP00142,2025,Mid-Year,Engineering,L1,Exceeds,High,Underperformer,Ready Now,High,No,66,4.16,No,Yes,MGR0017,2020-10-03
TM00470,EMP00557,2020,Q1,Design,L4,Exceeds,High,Underperformer,Ready in 3+ Years,Low,No,62,3.25,No,Yes,MGR0033,2026-06-15
TM00471,EMP00689,2023,Q1,Data Science,L4,Exceeds,Low,Core Player,Ready Now,Medium,No,91,3.52,Yes,No,MGR0048,2025-02-27
TM00472,EMP00148,2021,Q3,Marketing,L7,Meets,Low,Core Player,Not Identified,Low,Yes,59,3.04,No,Yes,MGR0016,2020-06-21
TM00473,EMP00135,2023,Q1,Operations,L3,Does Not Meet,Low,Underperformer,Not Identified,Medium,No,72,2.76,No,No,MGR0036,2026-03-17
TM00474,EMP00345,2020,Q3,Product,L2,Meets,Low,Solid Contributor,Ready in 1-2 Years,Low,No,77,3.74,Yes,No,MGR0011,2022-03-16
TM00475,EMP00125,2022,Q1,Sales,L7,Partially Meets,Medium,Underperformer,Ready Now,Low,Yes,80,4.79,Yes,No,MGR0015,2020-08-10
TM00476,EMP00695,2020,Mid-Year,Sales,L3,Meets,High,Solid Contributor,Ready in 1-2 Years,High,No,64,3.78,No,Yes,MGR0010,2022-06-15
TM00477,EMP00271,2024,Mid-Year,HR,L3,Meets,Low,High Potential,Ready Now,Low,Yes,61,4.92,Yes,Yes,MGR0011,2022-11-14
TM00478,EMP00439,2025,Annual,Engineering,L7,Partially Meets,High,Inconsistent Player,Ready in 1-2 Years,Low,No,67,4.53,No,Yes,MGR0022,2023-10-17
TM00479,EMP00406,2025,Q3,Finance,L6,Does Not Meet,Low,Solid Contributor,Ready Now,Low,No,66,4.19,Yes,Yes,MGR0023,2021-02-19
TM00480,EMP00369,2026,Q1,Marketing,L7,Does Not Meet,Low,Question Mark,Ready in 3+ Years,Medium,Yes,86,3.81,Yes,Yes,MGR0013,2025-04-01
TM00481,EMP00180,2022,Mid-Year,Data Science,L2,Does Not Meet,High,Inconsistent Player,Ready in 1-2 Years,Medium,Yes,55,3.02,Yes,No,MGR0011,2021-07-28
TM00482,EMP00588,2022,Q3,Engineering,L5,Does Not Meet,High,Solid Contributor,Not Identified,Medium,Yes,54,1.89,No,No,MGR0041,2024-06-08
TM00483,EMP00629,2020,Mid-Year,Marketing,L4,Meets,Low,Inconsistent Player,Ready Now,High,No,82,3.66,No,No,MGR0015,2020-09-08
TM00484,EMP00462,2020,Q1,Design,L7,Partially Meets,Low,Inconsistent Player,Not Identified,High,No,85,3.86,No,No,MGR0029,2024-04-12
TM00485,EMP00853,2020,Mid-Year,HR,L2,Partially Meets,High,Rough Diamond,Ready in 1-2 Years,Low,Yes,100,2.53,Yes,Yes,MGR0015,2021-06-10
TM00486,EMP00937,2026,Q1,Engineering,L5,Exceeds,High,Underperformer,Ready in 1-2 Years,Low,No,56,2.74,Yes,Yes,MGR0037,2021-02-19
TM00487,EMP00732,2021,Mid-Year,Sales,L7,Exceeds,Low,Trusted Professional,Not Identified,Low,No,80,1.33,Yes,No,MGR0006,2024-07-28
TM00488,EMP00224,2021,Annual,Design,L7,Partially Meets,Low,Rough Diamond,Ready Now,Low,No,70,4.39,No,Yes,MGR0014,2025-10-28
TM00489,EMP00197,2026,Q1,Customer Success,L4,Does Not Meet,Medium,Solid Contributor,Not Identified,Low,Yes,54,1.12,Yes,Yes,MGR0013,2025-10-27
TM00490,EMP00022,2023,Q3,Marketing,L3,Partially Meets,High,Core Player,Not Identified,Low,No,59,3.22,Yes,No,MGR0040,2021-10-24
TM00491,EMP00735,2024,Mid-Year,Engineering,L5,Exceeds,High,Star,Ready in 1-2 Years,Low,No,79,4.18,Yes,Yes,MGR0031,2020-10-10
TM00492,EMP00451,2023,Q3,IT,L5,Partially Meets,Low,Inconsistent Player,Ready Now,Low,No,75,2.3,No,No,MGR0033,2022-07-29
TM00493,EMP01068,2022,Q3,Design,L2,Meets,Medium,Solid Contributor,Ready in 3+ Years,Low,No,64,3.15,No,Yes,MGR0013,2024-07-14
TM00494,EMP00211,2026,Q1,Marketing,L5,Meets,Low,Core Player,Ready Now,Low,No,61,4.51,Yes,Yes,MGR0032,2022-10-28
TM00495,EMP00878,2022,Q3,Design,L2,Exceeds,Medium,Solid Contributor,Not Identified,Medium,No,85,2.13,Yes,Yes,MGR0026,2024-01-31
TM00496,EMP00592,2024,Annual,Engineering,L1,Exceeds,High,Trusted Professional,Ready Now,High,No,56,4.83,Yes,No,MGR0041,2024-02-01
TM00497,EMP00827,2025,Mid-Year,HR,L1,Meets,Low,Solid Contributor,Ready in 1-2 Years,Low,No,100,2.96,No,Yes,MGR0013,2023-04-02
TM00498,EMP00326,2026,Annual,HR,L2,Does Not Meet,High,Star,Not Identified,Low,Yes,53,4.0,Yes,No,MGR0025,2022-07-20
TM00499,EMP01170,2021,Q1,Sales,L7,Meets,High,Inconsistent Player,Ready in 3+ Years,Medium,Yes,94,4.93,Yes,Yes,MGR0042,2022-04-18
TM00500,EMP00420,2026,Q1,Marketing,L2,Does Not Meet,Low,Underperformer,Ready Now,Medium,No,64,1.5,No,No,MGR0001,2020-07-24
TM00501,EMP00585,2025,Q1,Legal,L6,Meets,Medium,Underperformer,Not Identified,High,No,62,2.59,No,No,MGR0021,2026-06-10
TM00502,EMP00256,2025,Q1,Product,L3,Meets,Medium,Solid Contributor,Not Identified,Low,No,68,3.54,Yes,No,MGR0014,2022-10-01
TM00503,EMP00316,2026,Q3,Engineering,L3,Meets,High,Star,Not Identified,High,Yes,59,1.48,No,Yes,MGR0018,2022-03-18
TM00504,EMP00971,2024,Q3,Operations,L1,Does Not Meet,Medium,Inconsistent Player,Ready in 1-2 Years,Low,No,66,4.99,No,No,MGR0038,2022-05-23
TM00505,EMP00904,2024,Mid-Year,Product,L4,Does Not Meet,Low,Core Player,Not Identified,High,No,68,1.58,No,No,MGR0015,2020-06-28
TM00506,EMP00647,2025,Annual,Data Science,L4,Partially Meets,Medium,Trusted Professional,Ready in 3+ Years,Medium,No,57,1.18,Yes,No,MGR0022,2025-04-02
TM00507,EMP01120,2023,Q3,Sales,L1,Does Not Meet,Medium,Solid Contributor,Ready in 3+ Years,Low,No,71,4.34,Yes,No,MGR0010,2025-08-23
TM00508,EMP00984,2020,Q3,Design,L4,Does Not Meet,Low,Underperformer,Ready in 3+ Years,High,No,100,2.14,Yes,Yes,MGR0036,2025-03-29
TM00509,EMP00891,2021,Q1,Product,L3,Meets,Medium,Rough Diamond,Not Identified,High,No,85,4.76,No,No,MGR0007,2021-09-02
TM00510,EMP00751,2022,Q1,Operations,L7,Exceeds,High,Solid Contributor,Ready in 3+ Years,Low,No,82,1.87,Yes,Yes,MGR0023,2023-03-25
TM00511,EMP00033,2024,Q1,Data Science,L4,Meets,Medium,High Potential,Ready in 3+ Years,Low,No,61,1.86,Yes,No,MGR0021,2024-12-08
TM00512,EMP00604,2021,Q3,Finance,L3,Does Not Meet,High,Solid Contributor,Ready in 3+ Years,Low,Yes,94,3.23,No,No,MGR0035,2023-02-03
TM00513,EMP00417,2024,Q1,IT,L1,Partially Meets,Low,Solid Contributor,Ready Now,Low,No,94,4.4,Yes,No,MGR0036,2026-02-22
TM00514,EMP00816,2026,Mid-Year,Design,L2,Meets,Low,Core Player,Not Identified,Medium,No,100,2.03,No,Yes,MGR0037,2020-04-30
TM00515,EMP00892,2026,Q3,Legal,L4,Exceeds,Medium,Solid Contributor,Ready in 1-2 Years,High,Yes,60,1.91,Yes,Yes,MGR0039,2022-04-20
TM00516,EMP00330,2020,Annual,Sales,L7,Meets,Medium,Star,Ready Now,Low,No,68,4.67,No,Yes,MGR0002,2020-07-04
