learning_id,employee_id,department,job_level,course_name,course_category,provider,start_date,completion_date,status,score_pct,hours_spent,certification_earned,mandatory,mode,rating_by_learner,manager_id
LRN00318,EMP00983,Product,L5,Machine Learning Basics,Technical,Custom,2026-05-16,2026-07-11,Not Started,54,12.7,No,Yes,In-Person,4.8,MGR0018
LRN00319,EMP00888,Finance,L7,DEI in the Workplace,Technical,HarvardX,2025-01-26,2025-04-06,In Progress,72,36.7,Yes,No,Virtual Instructor-Led,4.9,MGR0048
LRN00320,EMP00156,Customer Success,L3,Python for Data Science,Soft Skills,Coursera,2026-03-31,2026-07-15,In Progress,88,28.6,No,No,Online Self-Paced,4.1,MGR0014
LRN00321,EMP00934,Sales,L1,Python for Data Science,Compliance,Pluralsight,2022-10-24,2023-02-14,Completed,61,17.5,No,Yes,In-Person,4.0,MGR0046
LRN00322,EMP01149,Sales,L5,Negotiation Skills,Leadership,HarvardX,2022-02-22,2022-03-26,Not Started,53,37.2,Yes,No,Virtual Instructor-Led,2.0,MGR0044
LRN00323,EMP00311,Data Science,L2,Design Thinking,Soft Skills,Coursera,2026-02-13,2026-04-24,In Progress,58,34.9,No,No,Blended,4.0,MGR0008
LRN00324,EMP00346,Design,L3,DEI in the Workplace,Technical,Coursera,2022-08-16,2022-11-19,In Progress,50,35.4,No,Yes,Virtual Instructor-Led,4.0,MGR0008
LRN00325,EMP00434,Data Science,L5,Excel Advanced,Compliance,Internal LMS,2024-11-15,2024-12-29,Dropped,81,23.0,No,No,Blended,1.5,MGR0046
LRN00326,EMP00895,Engineering,L4,DEI in the Workplace,Technical,LinkedIn Learning,2025-03-19,2025-06-17,In Progress,89,38.0,No,Yes,Virtual Instructor-Led,4.8,MGR0046
LRN00327,EMP01158,Sales,L2,Financial Acumen,Leadership,Internal LMS,2023-10-31,2023-12-26,Completed,73,10.3,No,Yes,Blended,3.9,MGR0046
LRN00328,EMP00726,Design,L7,Machine Learning Basics,Technical,Custom,2023-09-30,2023-12-03,Completed,86,10.5,No,No,Blended,1.4,MGR0028
LRN00329,EMP00340,Customer Success,L6,DEI in the Workplace,Domain,Coursera,2025-02-01,2025-03-12,In Progress,68,11.8,No,Yes,Blended,1.8,MGR0009
LRN00330,EMP01000,Engineering,L2,Project Management Professional,Soft Skills,Custom,2025-05-09,2025-08-29,Not Started,91,34.7,No,Yes,Virtual Instructor-Led,4.9,MGR0011
LRN00331,EMP00285,Marketing,L3,Excel Advanced,Soft Skills,Coursera,2023-03-22,2023-06-17,In Progress,75,20.7,Yes,Yes,In-Person,2.0,MGR0019
LRN00332,EMP00280,Customer Success,L7,Safety & Compliance,Domain,Internal LMS,2023-12-03,2024-03-03,Not Started,89,0.8,No,No,In-Person,3.8,MGR0029
LRN00333,EMP00640,HR,L3,Agile & Scrum Certification,Technical,LinkedIn Learning,2024-05-18,2024-07-31,Dropped,87,12.3,Yes,No,In-Person,1.7,MGR0023
LRN00334,EMP00362,IT,L2,Machine Learning Basics,Leadership,Internal LMS,2023-03-21,2023-05-28,Not Started,92,21.7,No,No,In-Person,1.5,MGR0038
LRN00335,EMP00654,Engineering,L7,Project Management Professional,Domain,Udemy,2024-01-26,2024-04-26,Not Started,66,20.0,Yes,No,Blended,1.1,MGR0028
LRN00336,EMP00365,Operations,L7,Financial Acumen,Technical,LinkedIn Learning,2024-05-17,2024-09-14,Dropped,61,7.9,No,Yes,Blended,2.8,MGR0008
LRN00337,EMP00585,Customer Success,L4,Excel Advanced,Compliance,Pluralsight,2023-06-15,2023-08-16,In Progress,77,5.1,No,Yes,Online Self-Paced,2.3,MGR0028
LRN00338,EMP00274,Design,L1,Design Thinking,Domain,Custom,2025-01-30,2025-03-07,In Progress,51,29.1,Yes,Yes,Virtual Instructor-Led,5.0,MGR0038
LRN00339,EMP00730,Marketing,L6,Leadership Foundations,Technical,HarvardX,2022-09-22,2023-01-20,Not Started,99,6.2,No,No,Blended,3.3,MGR0014
LRN00340,EMP00322,Product,L7,Negotiation Skills,Domain,Coursera,2022-04-12,2022-07-26,Completed,60,12.9,Yes,Yes,Virtual Instructor-Led,1.7,MGR0039
LRN00341,EMP00279,Operations,L7,Safety & Compliance,Domain,Custom,2025-02-23,2025-06-06,In Progress,71,31.7,No,Yes,Virtual Instructor-Led,2.7,MGR0003
LRN00342,EMP00365,Marketing,L3,Python for Data Science,Domain,LinkedIn Learning,2023-04-21,2023-08-12,Dropped,80,25.9,Yes,Yes,Blended,4.1,MGR0007
LRN00343,EMP00217,Operations,L1,Cloud Fundamentals,Soft Skills,Pluralsight,2024-10-01,2024-12-11,In Progress,68,15.6,No,Yes,Online Self-Paced,3.2,MGR0008
LRN00344,EMP00173,Marketing,L2,Machine Learning Basics,Domain,Udemy,2024-01-04,2024-03-23,Completed,51,38.6,No,No,In-Person,4.7,MGR0007
LRN00345,EMP00906,Sales,L3,DEI in the Workplace,Technical,Coursera,2026-05-15,2026-07-31,Not Started,82,29.0,No,No,Virtual Instructor-Led,3.8,MGR0040
LRN00346,EMP00044,Sales,L2,Communication Skills,Domain,Pluralsight,2025-10-10,2026-01-02,Not Started,83,27.7,No,Yes,Virtual Instructor-Led,4.9,MGR0044
LRN00347,EMP00905,Customer Success,L6,SQL Mastery,Soft Skills,LinkedIn Learning,2025-11-09,2026-01-20,Not Started,92,34.5,No,No,Blended,1.3,MGR0038
LRN00348,EMP00900,Data Science,L7,Machine Learning Basics,Soft Skills,LinkedIn Learning,2023-09-11,2023-10-16,Dropped,55,24.2,Yes,Yes,Virtual Instructor-Led,2.5,MGR0015
LRN00349,EMP00457,Operations,L5,Excel Advanced,Technical,HarvardX,2024-04-02,2024-07-01,In Progress,62,11.0,No,Yes,In-Person,2.3,MGR0047
LRN00350,EMP00889,Legal,L2,Design Thinking,Technical,HarvardX,2025-01-17,2025-05-10,Not Started,92,9.2,No,Yes,Blended,1.4,MGR0022
LRN00351,EMP00299,Sales,L1,Design Thinking,Domain,Custom,2023-09-15,2023-12-18,Not Started,89,10.6,Yes,Yes,Blended,2.3,MGR0038
LRN00352,EMP00241,Product,L2,Power BI Essentials,Soft Skills,HarvardX,2023-11-19,2024-02-06,Dropped,69,22.2,No,Yes,Online Self-Paced,1.9,MGR0029
LRN00353,EMP00048,Design,L1,Financial Acumen,Technical,Pluralsight,2023-06-25,2023-10-02,Completed,57,33.1,Yes,No,Virtual Instructor-Led,3.2,MGR0012
LRN00354,EMP00556,HR,L2,SQL Mastery,Compliance,Custom,2023-07-15,2023-09-16,Not Started,55,26.8,Yes,No,In-Person,4.4,MGR0005
LRN00355,EMP00231,Operations,L3,Design Thinking,Leadership,Udemy,2024-07-10,2024-10-22,Completed,91,36.0,No,No,In-Person,3.1,MGR0039
LRN00356,EMP00059,Finance,L5,Agile & Scrum Certification,Technical,Pluralsight,2023-02-24,2023-03-31,Completed,52,38.3,No,No,Blended,3.5,MGR0006
LRN00357,EMP01098,Design,L2,Power BI Essentials,Leadership,LinkedIn Learning,2025-05-19,2025-08-07,Dropped,87,38.4,No,No,Blended,2.2,MGR0049
LRN00358,EMP00487,Design,L1,Safety & Compliance,Compliance,LinkedIn Learning,2025-12-04,2026-02-15,Completed,91,37.9,No,Yes,Online Self-Paced,1.2,MGR0029
LRN00359,EMP00118,IT,L1,Safety & Compliance,Domain,Udemy,2022-08-14,2022-10-30,Completed,51,32.3,No,Yes,Online Self-Paced,3.2,MGR0022
LRN00360,EMP01022,Finance,L5,Agile & Scrum Certification,Compliance,HarvardX,2023-03-17,2023-05-31,In Progress,88,7.9,No,No,Blended,3.9,MGR0022
LRN00361,EMP01157,HR,L3,Cloud Fundamentals,Soft Skills,Pluralsight,2023-06-09,2023-07-22,In Progress,99,39.6,Yes,Yes,Blended,3.5,MGR0041
LRN00362,EMP01143,Legal,L6,Machine Learning Basics,Leadership,Coursera,2026-02-27,2026-04-05,Completed,88,18.8,No,Yes,Blended,3.5,MGR0034
LRN00363,EMP00951,Design,L4,Excel Advanced,Leadership,HarvardX,2022-09-05,2022-10-27,Not Started,71,36.8,Yes,Yes,Online Self-Paced,1.7,MGR0029
LRN00364,EMP00858,Sales,L3,Design Thinking,Technical,Pluralsight,2024-08-06,2024-09-08,Dropped,82,34.5,No,Yes,In-Person,2.6,MGR0028
LRN00365,EMP00040,Engineering,L3,Design Thinking,Leadership,Custom,2026-05-23,2026-07-31,Dropped,76,13.0,Yes,Yes,In-Person,2.0,MGR0023
LRN00366,EMP00618,Product,L5,Machine Learning Basics,Compliance,LinkedIn Learning,2025-01-21,2025-05-07,Dropped,54,10.5,Yes,Yes,In-Person,1.1,MGR0038
LRN00367,EMP00686,Finance,L6,Agile & Scrum Certification,Compliance,Custom,2022-02-13,2022-05-27,Dropped,60,26.1,No,Yes,Online Self-Paced,2.7,MGR0016
LRN00368,EMP00936,Design,L2,Negotiation Skills,Domain,Custom,2025-02-03,2025-05-30,Completed,79,36.1,No,No,Blended,2.4,MGR0010
LRN00369,EMP00610,Marketing,L1,Design Thinking,Leadership,LinkedIn Learning,2023-06-10,2023-08-20,Dropped,87,24.0,Yes,No,In-Person,4.1,MGR0005
LRN00370,EMP00269,Finance,L3,Negotiation Skills,Technical,Custom,2022-07-29,2022-10-27,Dropped,85,9.7,No,No,Online Self-Paced,3.7,MGR0040
LRN00371,EMP01048,Engineering,L7,Leadership Foundations,Domain,Coursera,2024-05-13,2024-06-30,Dropped,57,30.7,No,No,Virtual Instructor-Led,1.8,MGR0039
LRN00372,EMP00469,Operations,L2,Cloud Fundamentals,Soft Skills,LinkedIn Learning,2025-08-16,2025-09-25,Dropped,90,38.3,No,No,In-Person,2.3,MGR0005
LRN00373,EMP00261,Legal,L1,Power BI Essentials,Compliance,HarvardX,2023-02-22,2023-04-26,In Progress,78,36.9,Yes,Yes,Virtual Instructor-Led,1.9,MGR0042
LRN00374,EMP00272,Data Science,L6,Cloud Fundamentals,Technical,LinkedIn Learning,2026-05-06,2026-06-26,Not Started,93,9.3,No,No,Blended,3.9,MGR0002
LRN00375,EMP00929,Sales,L5,Cloud Fundamentals,Compliance,Coursera,2026-05-19,2026-07-17,Completed,98,3.6,No,No,Virtual Instructor-Led,2.3,MGR0027
LRN00376,EMP01138,Product,L3,Power BI Essentials,Technical,Custom,2022-12-30,2023-04-04,Not Started,84,37.4,No,Yes,Blended,2.2,MGR0010
LRN00377,EMP00706,Marketing,L7,Financial Acumen,Domain,Udemy,2022-08-15,2022-10-16,Not Started,83,18.9,Yes,No,Blended,1.8,MGR0040
LRN00378,EMP00097,HR,L2,Excel Advanced,Technical,Udemy,2023-03-05,2023-06-13,Completed,79,0.6,No,Yes,In-Person,2.3,MGR0017
LRN00379,EMP00180,Marketing,L7,Negotiation Skills,Compliance,LinkedIn Learning,2026-07-22,2026-07-31,Completed,84,22.1,No,No,Online Self-Paced,4.4,MGR0005
LRN00380,EMP01178,Design,L1,DEI in the Workplace,Compliance,Internal LMS,2024-08-18,2024-12-15,Not Started,90,14.9,No,No,Blended,4.7,MGR0049
LRN00381,EMP00772,Marketing,L3,Power BI Essentials,Soft Skills,Udemy,2025-12-27,2026-02-08,Completed,81,5.4,No,Yes,Virtual Instructor-Led,2.2,MGR0024
LRN00382,EMP00983,Design,L3,Leadership Foundations,Soft Skills,Internal LMS,2025-11-14,2026-01-31,Not Started,89,29.0,No,Yes,Online Self-Paced,1.2,MGR0009
LRN00383,EMP00600,Marketing,L2,Power BI Essentials,Soft Skills,LinkedIn Learning,2023-01-14,2023-04-05,Dropped,69,9.5,No,Yes,In-Person,4.7,MGR0039
LRN00384,EMP00925,Data Science,L6,Excel Advanced,Technical,LinkedIn Learning,2025-06-29,2025-08-06,Not Started,58,38.4,No,No,Online Self-Paced,4.4,MGR0040
LRN00385,EMP01185,HR,L6,Python for Data Science,Soft Skills,Custom,2025-10-27,2026-01-25,Dropped,90,10.6,Yes,Yes,Online Self-Paced,3.0,MGR0049
LRN00386,EMP00503,Sales,L1,Leadership Foundations,Technical,Pluralsight,2025-11-21,2026-01-04,Completed,93,30.8,No,Yes,Online Self-Paced,4.3,MGR0012
LRN00387,EMP00096,Finance,L5,Communication Skills,Soft Skills,Udemy,2025-08-20,2025-11-26,Dropped,95,14.2,Yes,Yes,In-Person,1.8,MGR0044
LRN00388,EMP00372,Marketing,L4,Negotiation Skills,Domain,Coursera,2025-07-20,2025-10-31,In Progress,97,24.2,No,No,Virtual Instructor-Led,1.7,MGR0018
LRN00389,EMP01114,Customer Success,L7,Cloud Fundamentals,Technical,Udemy,2024-12-18,2025-03-10,Dropped,72,18.8,No,No,In-Person,1.9,MGR0023
LRN00390,EMP00337,Customer Success,L5,Leadership Foundations,Compliance,Udemy,2025-05-05,2025-07-04,Completed,60,35.0,No,No,Virtual Instructor-Led,2.0,MGR0017
LRN00391,EMP00135,Sales,L4,Python for Data Science,Domain,Internal LMS,2025-04-06,2025-07-31,Dropped,84,27.4,Yes,Yes,Virtual Instructor-Led,1.7,MGR0042
LRN00392,EMP00546,Data Science,L3,Machine Learning Basics,Domain,Custom,2026-01-01,2026-03-09,Not Started,79,31.7,No,No,In-Person,4.1,MGR0026
LRN00393,EMP00636,Finance,L3,Leadership Foundations,Compliance,Coursera,2026-05-13,2026-06-27,Not Started,79,6.0,Yes,No,Virtual Instructor-Led,2.5,MGR0004
LRN00394,EMP00132,HR,L2,Negotiation Skills,Domain,LinkedIn Learning,2024-09-09,2024-11-12,In Progress,84,5.6,No,No,Blended,1.5,MGR0050
LRN00395,EMP00434,Design,L5,Communication Skills,Compliance,Internal LMS,2022-09-28,2022-12-13,In Progress,71,29.1,Yes,Yes,Blended,1.7,MGR0001
LRN00396,EMP00960,Product,L6,Design Thinking,Leadership,LinkedIn Learning,2024-04-26,2024-08-13,Dropped,85,1.5,No,No,Blended,3.2,MGR0011
LRN00397,EMP00981,Operations,L2,DEI in the Workplace,Technical,Custom,2022-04-15,2022-07-30,Completed,98,26.5,No,Yes,Online Self-Paced,3.0,MGR0047
LRN00398,EMP00657,Engineering,L4,Power BI Essentials,Domain,Pluralsight,2023-03-08,2023-05-15,Not Started,71,0.9,Yes,No,Online Self-Paced,2.4,MGR0044
LRN00399,EMP00543,Legal,L2,Safety & Compliance,Domain,Internal LMS,2022-06-27,2022-09-15,Dropped,60,3.3,No,Yes,Blended,4.5,MGR0012
LRN00400,EMP00472,Customer Success,L7,Leadership Foundations,Compliance,Internal LMS,2023-09-27,2023-12-12,Dropped,72,3.8,No,No,In-Person,1.8,MGR0003
LRN00401,EMP00607,Finance,L4,Financial Acumen,Leadership,Coursera,2022-05-23,2022-08-30,Not Started,70,13.3,No,Yes,Online Self-Paced,1.5,MGR0010
LRN00402,EMP00151,IT,L6,Negotiation Skills,Domain,HarvardX,2022-10-14,2023-01-16,Not Started,85,4.5,Yes,Yes,Online Self-Paced,4.8,MGR0039
LRN00403,EMP00115,Customer Success,L5,Project Management Professional,Domain,HarvardX,2023-05-17,2023-07-15,Completed,86,28.2,No,Yes,Online Self-Paced,1.7,MGR0020
LRN00404,EMP01024,Legal,L4,Cloud Fundamentals,Domain,Udemy,2022-05-22,2022-06-26,Dropped,83,8.5,No,Yes,Blended,3.8,MGR0029
LRN00405,EMP00124,Data Science,L1,Machine Learning Basics,Technical,Pluralsight,2023-08-16,2023-12-08,Dropped,81,9.2,No,No,Virtual Instructor-Led,2.5,MGR0039
LRN00406,EMP00038,Design,L1,Excel Advanced,Technical,Coursera,2023-12-18,2024-03-03,Not Started,62,2.5,No,No,Virtual Instructor-Led,2.0,MGR0013
LRN00407,EMP00530,Legal,L4,DEI in the Workplace,Leadership,Udemy,2024-06-03,2024-07-10,Dropped,80,25.6,No,No,In-Person,1.1,MGR0041
LRN00408,EMP00549,Customer Success,L2,Excel Advanced,Technical,LinkedIn Learning,2022-06-26,2022-10-13,Not Started,71,38.1,No,Yes,Online Self-Paced,4.6,MGR0023
LRN00409,EMP00656,HR,L2,Leadership Foundations,Soft Skills,Custom,2024-02-07,2024-05-30,Not Started,72,13.0,No,No,In-Person,4.2,MGR0001
LRN00410,EMP01071,HR,L6,SQL Mastery,Technical,Udemy,2023-12-24,2024-02-12,In Progress,85,20.4,No,Yes,Blended,4.5,MGR0033
LRN00411,EMP01083,Engineering,L1,Python for Data Science,Soft Skills,HarvardX,2025-03-30,2025-07-24,Not Started,99,35.6,No,No,In-Person,4.8,MGR0047
LRN00412,EMP00066,Operations,L2,Machine Learning Basics,Leadership,HarvardX,2023-02-05,2023-04-30,Completed,66,34.8,Yes,No,Virtual Instructor-Led,3.6,MGR0002
LRN00413,EMP00332,Product,L3,Financial Acumen,Leadership,LinkedIn Learning,2024-08-01,2024-09-05,Not Started,53,7.7,No,Yes,Blended,3.3,MGR0015
LRN00414,EMP00907,Product,L6,Project Management Professional,Domain,Custom,2025-05-18,2025-06-27,Completed,66,20.6,Yes,No,Online Self-Paced,4.0,MGR0017
LRN00415,EMP00607,Customer Success,L7,Safety & Compliance,Domain,Internal LMS,2022-12-16,2023-04-06,Completed,69,4.6,No,No,Online Self-Paced,2.0,MGR0044
LRN00416,EMP01062,Product,L4,Design Thinking,Domain,Custom,2024-11-15,2025-01-28,Completed,70,28.1,No,Yes,Virtual Instructor-Led,3.4,MGR0042
LRN00417,EMP00935,Data Science,L7,DEI in the Workplace,Technical,HarvardX,2023-02-13,2023-03-23,Dropped,85,21.2,Yes,No,Blended,4.4,MGR0045
LRN00418,EMP00471,Engineering,L7,DEI in the Workplace,Domain,Internal LMS,2023-04-28,2023-07-27,Completed,69,4.5,No,Yes,In-Person,1.6,MGR0025
LRN00419,EMP00936,Finance,L1,SQL Mastery,Compliance,Coursera,2024-10-01,2024-12-26,Not Started,76,29.5,No,No,Blended,1.8,MGR0029
LRN00420,EMP00774,Finance,L2,SQL Mastery,Technical,HarvardX,2022-07-27,2022-11-24,Completed,56,38.3,No,No,Virtual Instructor-Led,2.2,MGR0032
LRN00421,EMP00882,Customer Success,L4,Agile & Scrum Certification,Soft Skills,Pluralsight,2022-08-29,2022-10-18,Not Started,76,25.7,No,Yes,Virtual Instructor-Led,2.3,MGR0001
LRN00422,EMP00168,Engineering,L2,Machine Learning Basics,Domain,Pluralsight,2022-09-09,2022-11-03,Completed,100,11.1,Yes,No,Online Self-Paced,1.2,MGR0006
LRN00423,EMP00265,Engineering,L7,Leadership Foundations,Soft Skills,Custom,2026-02-27,2026-05-07,Dropped,66,28.2,Yes,No,Blended,3.3,MGR0007
LRN00424,EMP00562,Marketing,L2,Negotiation Skills,Domain,LinkedIn Learning,2025-04-19,2025-06-11,Completed,61,10.7,No,No,Blended,4.0,MGR0033
LRN00425,EMP01021,Engineering,L5,Excel Advanced,Soft Skills,Pluralsight,2022-02-21,2022-06-13,Not Started,78,11.1,No,No,In-Person,1.7,MGR0018
LRN00426,EMP00635,Data Science,L4,Python for Data Science,Leadership,Udemy,2023-01-01,2023-04-20,Completed,90,13.1,No,No,Blended,2.7,MGR0041
LRN00427,EMP00004,Product,L7,Financial Acumen,Leadership,Pluralsight,2022-09-27,2022-12-24,In Progress,58,31.5,No,Yes,Blended,4.9,MGR0033
LRN00428,EMP00494,HR,L7,Agile & Scrum Certification,Compliance,Internal LMS,2024-04-20,2024-06-18,Dropped,73,35.0,Yes,Yes,Online Self-Paced,3.8,MGR0033
LRN00429,EMP00660,Legal,L6,Design Thinking,Domain,Pluralsight,2026-01-13,2026-02-17,In Progress,85,12.5,Yes,Yes,Blended,3.1,MGR0027
LRN00430,EMP00271,Data Science,L4,Project Management Professional,Compliance,Pluralsight,2025-11-18,2026-01-24,Completed,93,35.1,No,No,Online Self-Paced,2.1,MGR0030
LRN00431,EMP00168,Operations,L2,Cloud Fundamentals,Soft Skills,HarvardX,2023-10-31,2024-02-15,In Progress,75,35.8,Yes,No,Online Self-Paced,4.6,MGR0050
LRN00432,EMP00265,HR,L6,Project Management Professional,Leadership,LinkedIn Learning,2026-06-26,2026-07-31,Completed,50,27.4,No,No,Online Self-Paced,2.7,MGR0031
LRN00433,EMP01132,Marketing,L6,Agile & Scrum Certification,Soft Skills,Internal LMS,2026-02-05,2026-05-26,Not Started,62,0.7,No,Yes,Virtual Instructor-Led,4.8,MGR0008
LRN00434,EMP01053,Customer Success,L1,SQL Mastery,Domain,LinkedIn Learning,2022-09-19,2022-11-14,Not Started,84,32.9,No,Yes,Virtual Instructor-Led,1.7,MGR0010
LRN00435,EMP00625,Finance,L2,Agile & Scrum Certification,Technical,Custom,2023-04-07,2023-06-26,Completed,83,9.0,Yes,No,In-Person,3.2,MGR0043
LRN00436,EMP00337,HR,L6,Power BI Essentials,Leadership,Coursera,2022-12-08,2023-03-12,Not Started,77,30.3,No,Yes,Blended,1.3,MGR0033
LRN00437,EMP00193,Customer Success,L4,Power BI Essentials,Leadership,LinkedIn Learning,2025-12-19,2026-02-17,In Progress,78,37.5,No,Yes,Online Self-Paced,4.1,MGR0023
LRN00438,EMP00732,Finance,L3,Safety & Compliance,Leadership,Coursera,2025-09-17,2025-12-17,Completed,95,2.5,No,No,In-Person,4.1,MGR0011
LRN00439,EMP00703,IT,L6,Design Thinking,Soft Skills,Coursera,2022-12-25,2023-01-28,In Progress,81,10.5,No,Yes,Virtual Instructor-Led,4.1,MGR0029
LRN00440,EMP00456,Marketing,L6,Python for Data Science,Technical,Udemy,2023-07-05,2023-10-27,Completed,91,31.4,No,Yes,Blended,3.0,MGR0028
LRN00441,EMP00782,Product,L7,Communication Skills,Domain,Internal LMS,2026-03-10,2026-06-22,Dropped,81,38.2,No,No,Virtual Instructor-Led,1.9,MGR0022
LRN00442,EMP01028,HR,L4,Negotiation Skills,Domain,LinkedIn Learning,2023-04-01,2023-05-24,In Progress,84,29.1,No,Yes,In-Person,2.7,MGR0047
LRN00443,EMP00940,Legal,L7,Leadership Foundations,Domain,Coursera,2023-08-16,2023-11-13,Completed,59,29.9,Yes,No,Blended,1.6,MGR0035
LRN00444,EMP01177,IT,L3,Excel Advanced,Leadership,Internal LMS,2022-03-15,2022-07-07,In Progress,98,18.5,No,Yes,Blended,3.9,MGR0029
LRN00445,EMP00112,Sales,L4,Design Thinking,Technical,LinkedIn Learning,2022-11-06,2022-12-20,Dropped,70,25.7,No,No,Blended,2.8,MGR0019
LRN00446,EMP00508,Operations,L1,Python for Data Science,Soft Skills,Udemy,2024-09-09,2024-11-16,Not Started,66,27.8,Yes,No,Online Self-Paced,3.8,MGR0032
LRN00447,EMP01007,Customer Success,L7,Financial Acumen,Domain,LinkedIn Learning,2025-07-09,2025-09-07,Completed,60,39.1,No,Yes,Online Self-Paced,4.9,MGR0001
LRN00448,EMP00440,HR,L3,Leadership Foundations,Domain,Udemy,2025-02-21,2025-04-07,Not Started,95,12.9,Yes,Yes,Virtual Instructor-Led,1.2,MGR0015
LRN00449,EMP00021,HR,L7,Communication Skills,Compliance,Coursera,2024-11-09,2024-12-22,In Progress,78,29.6,Yes,Yes,In-Person,4.2,MGR0002
LRN00450,EMP00555,Customer Success,L5,Machine Learning Basics,Domain,LinkedIn Learning,2026-06-16,2026-07-31,Dropped,94,14.9,No,Yes,Virtual Instructor-Led,3.8,MGR0042
LRN00451,EMP00273,Product,L5,Python for Data Science,Domain,Pluralsight,2025-04-09,2025-05-27,In Progress,94,26.7,No,Yes,Online Self-Paced,3.5,MGR0027
LRN00452,EMP00064,Finance,L4,Design Thinking,Soft Skills,Pluralsight,2023-01-01,2023-03-25,In Progress,52,30.9,Yes,No,Online Self-Paced,4.7,MGR0049
LRN00453,EMP01117,Legal,L4,Python for Data Science,Soft Skills,HarvardX,2023-06-12,2023-08-29,Dropped,66,11.3,No,Yes,Online Self-Paced,3.2,MGR0006
LRN00454,EMP00217,Operations,L3,Machine Learning Basics,Leadership,Udemy,2022-03-28,2022-05-19,Not Started,71,35.6,No,Yes,Online Self-Paced,5.0,MGR0048
LRN00455,EMP01077,Product,L2,Communication Skills,Domain,Internal LMS,2022-04-06,2022-05-28,In Progress,51,5.7,No,Yes,Blended,3.8,MGR0024
LRN00456,EMP00235,Data Science,L3,Design Thinking,Leadership,Udemy,2022-11-21,2023-03-16,In Progress,65,3.2,Yes,No,Virtual Instructor-Led,2.1,MGR0047
LRN00457,EMP00786,HR,L5,Excel Advanced,Soft Skills,Udemy,2024-03-01,2024-05-26,Not Started,100,23.5,No,No,Blended,2.9,MGR0042
LRN00458,EMP01043,Design,L3,SQL Mastery,Technical,Internal LMS,2025-03-17,2025-05-10,Not Started,75,36.8,No,No,In-Person,4.6,MGR0049
LRN00459,EMP00781,Customer Success,L2,Agile & Scrum Certification,Domain,Udemy,2022-05-05,2022-08-23,Dropped,56,17.4,No,No,Virtual Instructor-Led,3.5,MGR0037
LRN00460,EMP01019,Product,L7,Power BI Essentials,Soft Skills,Custom,2022-07-11,2022-08-12,Not Started,65,30.4,Yes,Yes,Online Self-Paced,4.1,MGR0002
LRN00461,EMP00988,Design,L4,Project Management Professional,Leadership,LinkedIn Learning,2022-03-07,2022-06-11,In Progress,96,16.6,No,No,Online Self-Paced,3.3,MGR0032
LRN00462,EMP00098,HR,L2,Excel Advanced,Compliance,LinkedIn Learning,2025-10-22,2026-01-25,Completed,89,8.4,No,Yes,Blended,4.9,MGR0017
LRN00463,EMP00597,Operations,L3,Machine Learning Basics,Compliance,HarvardX,2025-08-21,2025-10-26,Not Started,80,37.9,No,No,Virtual Instructor-Led,2.2,MGR0029
LRN00464,EMP00942,Sales,L4,Agile & Scrum Certification,Technical,Udemy,2026-07-31,2026-07-31,Dropped,78,23.0,No,Yes,Online Self-Paced,3.7,MGR0025
LRN00465,EMP00448,Product,L4,DEI in the Workplace,Domain,Custom,2022-09-05,2022-10-26,In Progress,78,15.3,No,No,Virtual Instructor-Led,4.6,MGR0035
LRN00466,EMP01061,Product,L5,Python for Data Science,Domain,LinkedIn Learning,2024-10-05,2024-11-26,Completed,61,37.9,No,No,Virtual Instructor-Led,2.3,MGR0046
LRN00467,EMP01138,Sales,L3,SQL Mastery,Soft Skills,LinkedIn Learning,2026-06-02,2026-07-06,In Progress,74,7.3,No,Yes,Virtual Instructor-Led,1.8,MGR0027
LRN00468,EMP01040,Finance,L3,Power BI Essentials,Soft Skills,HarvardX,2022-09-25,2022-11-17,In Progress,82,10.5,Yes,Yes,In-Person,4.5,MGR0009
LRN00469,EMP00089,Finance,L2,Excel Advanced,Technical,Pluralsight,2022-04-30,2022-06-07,In Progress,82,30.6,Yes,Yes,In-Person,2.9,MGR0040
LRN00470,EMP00858,Legal,L7,Machine Learning Basics,Soft Skills,Pluralsight,2024-03-24,2024-05-19,Completed,62,38.9,No,Yes,In-Person,1.2,MGR0040
LRN00471,EMP00974,Operations,L1,Power BI Essentials,Soft Skills,Udemy,2023-03-19,2023-07-14,Not Started,83,4.9,Yes,No,Blended,3.3,MGR0007
LRN00472,EMP00596,Operations,L1,DEI in the Workplace,Leadership,LinkedIn Learning,2025-02-13,2025-05-19,Not Started,89,30.1,No,Yes,In-Person,1.4,MGR0037
LRN00473,EMP00081,Operations,L4,Project Management Professional,Compliance,Custom,2023-06-22,2023-10-17,Not Started,90,32.4,No,No,Online Self-Paced,4.7,MGR0007
LRN00474,EMP00946,Operations,L7,Excel Advanced,Domain,Udemy,2022-04-07,2022-08-05,Dropped,60,6.0,No,No,In-Person,1.2,MGR0012
LRN00475,EMP00509,Design,L7,Leadership Foundations,Leadership,Custom,2023-11-20,2024-01-12,Dropped,60,15.2,No,No,In-Person,3.5,MGR0016
LRN00476,EMP00028,Product,L5,Communication Skills,Domain,Coursera,2025-10-26,2026-01-06,Not Started,100,17.4,No,Yes,Virtual Instructor-Led,3.5,MGR0029
