Job_ID,Job_Title,Job_Family,Job_Subfamily,Career_Track,Band,Band_Number,Grade,FLSA_Classification,EEO_Category,Pay_Range_Min_USD,Pay_Range_Mid_USD,Pay_Range_Max_USD,Bonus_Target_Pct,Equity_Eligible,Remote_Eligible,Span_Of_Control_Min,Span_Of_Control_Max,Typical_Years_In_Role,Succession_Critical,External_Benchmark_Source,Market_Positioning,Headcount_Current,Headcount_Target,Open_Requisitions,Last_Reviewed_Date,Job_Architecture_Version
JOB-2506,Senior Software Engineer,Engineering,Engineering - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Exempt,Technicians,61533,73143,84754,30,Yes,Hybrid,0,0,4,Yes,Mercer,65th Percentile,314,401,4,2025-10-18,JA-2026.1
JOB-2507,Account Executive,Sales,Sales - Core,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,57682,74837,91992,0,Yes,Yes,0,0,2,Yes,Culpepper,50th Percentile,179,413,22,2025-01-04,JA-2026.1
JOB-2508,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,243970,322168,400366,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,284,463,22,2025-03-07,JA-2026.1
JOB-2509,Principal Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,108051,134760,161469,15,No,Yes,0,0,3,Yes,Mercer,75th Percentile,49,449,21,2025-04-01,JA-2026.1
JOB-2510,Principal Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,103819,132867,161915,15,No,Yes,0,0,3,Yes,Mercer,75th Percentile,164,321,23,2025-04-01,JA-2026.1
JOB-2511,Senior HRBP,People & HR,People & HR - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Administrative Support,84553,100897,117242,30,Yes,Hybrid,0,0,6,Yes,Culpepper,75th Percentile,103,329,18,2025-01-28,JA-2026.1
JOB-2512,HR Business Partner,People & HR,People & HR - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,58884,69874,80865,15,Yes,Hybrid,0,0,6,Yes,Radford,75th Percentile,252,53,9,2025-10-07,JA-2026.1
JOB-2513,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,42230,52697,63164,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,256,372,2,2025-10-01,JA-2026.1
JOB-2514,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,523750,814227,1104704,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,4,8,19,2025-06-10,JA-2026.1
JOB-2515,Controller,Finance,Finance - Core,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,472226,782527,1092829,25,Yes,Yes,5,12,5,Yes,Culpepper,50th Percentile,208,29,7,2025-08-16,JA-2026.1
JOB-2516,Data Analyst,Data Science,Data Science - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Managers,41386,50324,59262,5,No,Yes,0,0,6,Yes,Aon Hewitt,65th Percentile,243,62,24,2025-08-13,JA-2026.1
JOB-2517,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,85048,98462,111877,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,38,100,13,2025-07-13,JA-2026.1
JOB-2518,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,184758,221831,258905,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,353,180,2,2025-03-03,JA-2026.1
JOB-2519,Sales Development Rep,Sales,Sales - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Technicians,49446,59012,68578,5,No,Yes,0,0,1,Yes,Culpepper,75th Percentile,292,126,10,2025-04-23,JA-2026.1
JOB-2520,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,136357,161919,187482,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,7,453,22,2025-08-06,JA-2026.1
JOB-2521,Data Analyst,Data Science,Data Science - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Managers,45236,54470,63705,5,No,Yes,0,0,6,Yes,Aon Hewitt,65th Percentile,188,297,11,2025-08-13,JA-2026.1
JOB-2522,Chief People Officer,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,469269,861448,1253627,10,Yes,Yes,6,8,5,Yes,Radford,50th Percentile,358,242,8,2025-06-03,JA-2026.1
JOB-2523,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,48168,59487,70807,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,348,156,4,2025-10-01,JA-2026.1
JOB-2524,Product Analyst,Product,Product - Core,Individual Contributor,Band 1 - Entry,1,G1B,Non-Exempt,Administrative Support,47588,57150,66713,25,Yes,Yes,0,0,3,No,Culpepper,50th Percentile,361,490,20,2025-12-13,JA-2026.1
JOB-2525,Principal HRBP,People & HR,People & HR - Specialist,Technical Specialist,Band 4 - Senior,4,G4C,Exempt,Officials & Managers,117391,138600,159809,15,No,Yes,0,0,6,Yes,Mercer,65th Percentile,159,132,12,2025-01-07,JA-2026.1
JOB-2526,Senior Data Scientist,Data Science,Data Science - Core,Individual Contributor,Band 4 - Senior,4,G4C,Exempt,Technicians,117474,143955,170437,20,No,Yes,0,0,4,No,Aon Hewitt,50th Percentile,386,277,0,2025-04-14,JA-2026.1
JOB-2527,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,171712,209543,247375,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,131,188,15,2025-06-08,JA-2026.1
JOB-2528,Voice of Customer Analyst,Customer Experience,Customer Experience - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Administrative Support,481119,884760,1288401,30,Yes,Hybrid,3,12,4,Yes,Mercer,75th Percentile,256,338,14,2025-11-04,JA-2026.1
JOB-2529,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,44550,52373,60197,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,333,43,5,2025-10-01,JA-2026.1
JOB-2530,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,462249,847099,1231950,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,387,154,22,2025-05-28,JA-2026.1
JOB-2531,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,376480,457272,538065,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,297,71,7,2025-10-19,JA-2026.1
JOB-2532,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,474045,777915,1081785,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,226,393,24,2025-08-17,JA-2026.1
JOB-2533,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,115316,131060,146804,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,333,439,0,2025-09-29,JA-2026.1
JOB-2534,VP Data & Analytics,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,533635,917160,1300685,10,Yes,Yes,4,15,5,Yes,Radford,50th Percentile,149,197,23,2025-06-21,JA-2026.1
JOB-2535,CMO,Marketing,Marketing - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,347156,450492,553828,5,Yes,Yes,3,11,1,Yes,Mercer,65th Percentile,297,416,9,2025-05-13,JA-2026.1
JOB-2536,Data Scientist,Data Science,Data Science - Operations,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Managers,74478,89194,103911,30,No,Yes,0,0,4,No,Mercer,65th Percentile,203,139,5,2025-06-01,JA-2026.1
JOB-2537,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,191993,227465,262937,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,167,11,12,2025-06-26,JA-2026.1
JOB-2538,Senior Financial Analyst,Finance,Finance - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Technicians,59257,69428,79600,10,No,Yes,0,0,2,No,Mercer,75th Percentile,203,114,8,2025-10-06,JA-2026.1
JOB-2539,Director of Engineering,Engineering,Engineering - Core,Executive,Band 8 - VP,8,G8A,Exempt,Managers,380689,470731,560773,10,Yes,Yes,6,10,2,Yes,Culpepper,65th Percentile,65,77,14,2025-04-30,JA-2026.1
JOB-2540,Brand Strategist,Marketing,Marketing - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,539621,810847,1082074,15,Yes,Yes,3,13,1,Yes,Mercer,65th Percentile,43,85,6,2025-01-22,JA-2026.1
JOB-2541,Director of Analytics,Data Science,Data Science - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,329363,439805,550247,30,Yes,Yes,5,12,2,Yes,Willis Towers Watson,65th Percentile,349,181,4,2025-09-03,JA-2026.1
JOB-2542,Process Improvement Specialist,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Managers,519214,902801,1286389,0,Yes,Yes,5,8,6,Yes,Radford,75th Percentile,71,182,16,2025-07-10,JA-2026.1
JOB-2543,Supply Chain Analyst,Operations,Operations - Specialist,Executive,Band 8 - VP,8,G8A,Exempt,Managers,351399,439192,526986,10,Yes,Hybrid,3,9,1,Yes,Mercer,75th Percentile,53,303,16,2025-04-14,JA-2026.1
JOB-2544,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,274324,318950,363577,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,280,479,6,2025-08-05,JA-2026.1
JOB-2545,Senior HRBP,People & HR,People & HR - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Administrative Support,80814,95573,110333,30,Yes,Hybrid,0,0,6,Yes,Culpepper,75th Percentile,343,38,7,2025-01-28,JA-2026.1
JOB-2546,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,135143,164263,193383,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,153,200,15,2025-04-13,JA-2026.1
JOB-2547,Operations Specialist,Operations,Operations - Core,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,65203,72406,79610,25,Yes,Yes,0,0,4,Yes,Radford,75th Percentile,330,409,14,2025-07-05,JA-2026.1
JOB-2548,Paralegal,Legal & Compliance,Legal & Compliance - Specialist,Individual Contributor,Band 2 - Junior,2,G2C,Non-Exempt,Technicians,56775,66909,77044,15,No,Hybrid,0,0,2,Yes,Aon Hewitt,75th Percentile,244,365,21,2025-05-23,JA-2026.1
JOB-2549,Director of Analytics,Data Science,Data Science - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,344160,421838,499517,30,Yes,Yes,5,12,2,Yes,Willis Towers Watson,65th Percentile,105,144,5,2025-09-03,JA-2026.1
JOB-2550,Chief People Officer,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,461513,844809,1228106,10,Yes,Yes,6,8,5,Yes,Radford,50th Percentile,57,142,9,2025-06-03,JA-2026.1
JOB-2551,CX Manager,Customer Experience,Customer Experience - Core,Management,Band 3 - Mid,3,G3C,Exempt,Professionals,82436,98051,113667,10,Yes,Yes,5,14,1,Yes,Radford,50th Percentile,314,65,15,2025-03-05,JA-2026.1
JOB-2552,VP Data & Analytics,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,526313,838661,1151009,10,Yes,Yes,4,15,5,Yes,Radford,50th Percentile,57,420,16,2025-06-21,JA-2026.1
JOB-2553,Principal PM,Product,Product - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Officials & Managers,144418,180481,216544,10,Yes,No,0,0,2,Yes,Aon Hewitt,65th Percentile,223,115,19,2025-06-11,JA-2026.1
JOB-2554,CX Analyst,Customer Experience,Customer Experience - Specialist,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Technicians,64719,72771,80823,40,Yes,Hybrid,0,0,5,Yes,Mercer,65th Percentile,254,273,20,2025-04-16,JA-2026.1
JOB-2555,Senior Counsel,Legal & Compliance,Legal & Compliance - Core,Individual Contributor,Band 6 - Principal,6,G6B,Exempt,Administrative Support,186693,218511,250330,25,Yes,Yes,0,0,3,No,Radford,75th Percentile,186,167,8,2025-03-03,JA-2026.1
JOB-2556,Director Product,Product,Product - Core,Management,Band 7 - Director,7,G7B,Exempt,Professionals,233801,300988,368176,10,Yes,Yes,3,9,6,Yes,Aon Hewitt,65th Percentile,211,472,23,2025-06-23,JA-2026.1
JOB-2557,Principal Data Scientist,Data Science,Data Science - Operations,Technical Specialist,Band 6 - Principal,6,G6C,Exempt,Managers,188323,240774,293226,15,Yes,Yes,0,0,1,No,Radford,75th Percentile,46,150,13,2025-06-03,JA-2026.1
JOB-2558,Operations Manager,Operations,Operations - Core,Management,Band 3 - Mid,3,G3C,Exempt,Managers,87400,97708,108016,5,No,Yes,5,14,2,Yes,Radford,50th Percentile,107,17,5,2025-07-20,JA-2026.1
JOB-2559,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,65496,72328,79161,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,310,499,11,2025-01-16,JA-2026.1
JOB-2560,Senior Counsel,Legal & Compliance,Legal & Compliance - Core,Individual Contributor,Band 6 - Principal,6,G6B,Exempt,Administrative Support,196727,220422,244117,25,Yes,Yes,0,0,3,No,Radford,75th Percentile,125,481,1,2025-03-03,JA-2026.1
JOB-2561,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,62752,70034,77317,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,164,383,2,2025-01-16,JA-2026.1
JOB-2562,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,43370,57405,71441,15,No,No,0,0,4,No,Mercer,75th Percentile,89,447,9,2025-08-08,JA-2026.1
JOB-2563,CMO,Marketing,Marketing - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,320313,430876,541439,5,Yes,Yes,3,11,1,Yes,Mercer,65th Percentile,283,448,9,2025-05-13,JA-2026.1
JOB-2564,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,155578,180926,206274,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,267,395,23,2025-04-13,JA-2026.1
JOB-2565,Support Lead,Customer Experience,Customer Experience - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Officials & Managers,494829,841255,1187681,15,Yes,Yes,4,9,6,Yes,Radford,50th Percentile,303,168,12,2025-09-28,JA-2026.1
JOB-2566,Director of Engineering,Engineering,Engineering - Core,Executive,Band 8 - VP,8,G8A,Exempt,Managers,350837,439569,528301,10,Yes,Yes,6,10,2,Yes,Culpepper,65th Percentile,230,463,15,2025-04-30,JA-2026.1
JOB-2567,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,483918,825553,1167188,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,229,138,15,2025-06-10,JA-2026.1
JOB-2568,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,151653,182659,213666,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,164,337,7,2025-04-13,JA-2026.1
JOB-2569,Financial Analyst,Finance,Finance - Specialist,Individual Contributor,Band 1 - Entry,1,G1B,Exempt,Technicians,43946,52044,60143,40,Yes,Hybrid,0,0,5,Yes,Mercer,75th Percentile,106,489,14,2025-02-21,JA-2026.1
JOB-2570,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,490463,804631,1118800,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,297,426,9,2025-05-28,JA-2026.1
JOB-2571,Senior Data Scientist,Data Science,Data Science - Core,Individual Contributor,Band 4 - Senior,4,G4C,Exempt,Technicians,113887,128124,142361,20,No,Yes,0,0,4,No,Aon Hewitt,50th Percentile,192,350,3,2025-04-14,JA-2026.1
JOB-2572,Privacy Officer,Legal & Compliance,Legal & Compliance - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,529234,815437,1101640,20,Yes,No,4,16,6,Yes,Willis Towers Watson,75th Percentile,302,402,14,2025-03-29,JA-2026.1
JOB-2573,Director of Analytics,Data Science,Data Science - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,318768,414937,511106,30,Yes,Yes,5,12,2,Yes,Willis Towers Watson,65th Percentile,118,1,24,2025-09-03,JA-2026.1
JOB-2574,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,49146,54242,59339,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,38,64,12,2025-10-01,JA-2026.1
JOB-2575,Chief Revenue Officer,Sales,Sales - Core,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,367862,482062,596263,20,Yes,No,4,18,1,Yes,Willis Towers Watson,65th Percentile,250,273,11,2025-09-12,JA-2026.1
JOB-2576,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,131281,156574,181867,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,101,199,11,2025-07-23,JA-2026.1
JOB-2577,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,144607,173483,202360,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,133,242,13,2025-07-23,JA-2026.1
JOB-2578,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,508864,853843,1198823,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,254,381,13,2025-06-22,JA-2026.1
JOB-2579,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,108669,137056,165443,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,381,341,23,2025-04-11,JA-2026.1
JOB-2580,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,357184,442746,528308,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,182,94,8,2025-04-19,JA-2026.1
JOB-2581,Senior Marketing Specialist,Marketing,Marketing - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Professionals,84987,98628,112269,0,No,Hybrid,0,0,2,Yes,Willis Towers Watson,50th Percentile,120,265,18,2025-06-08,JA-2026.1
JOB-2582,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,49178,57677,66177,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,340,87,2,2025-10-01,JA-2026.1
JOB-2583,Staff Engineer,Engineering,Engineering - Specialist,Technical Specialist,Band 3 - Mid,3,G3A,Exempt,Administrative Support,77545,93393,109241,5,No,Hybrid,0,0,4,Yes,Willis Towers Watson,75th Percentile,145,138,7,2025-07-05,JA-2026.1
JOB-2584,Legal Counsel,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 5 - Lead,5,G5A,Exempt,Officials & Managers,158354,173096,187838,5,Yes,No,0,0,3,No,Culpepper,75th Percentile,272,336,22,2025-11-10,JA-2026.1
JOB-2585,Marketing Coordinator,Marketing,Marketing - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,49042,54273,59505,5,No,No,0,0,2,Yes,Culpepper,65th Percentile,66,365,23,2025-11-01,JA-2026.1
JOB-2586,Director Marketing,Marketing,Marketing - Specialist,Management,Band 6 - Principal,6,G6C,Exempt,Technicians,171426,212586,253747,40,Yes,Hybrid,4,11,3,Yes,Culpepper,50th Percentile,280,116,9,2025-09-22,JA-2026.1
JOB-2587,Operations Manager,Operations,Operations - Core,Management,Band 3 - Mid,3,G3C,Exempt,Managers,82864,100233,117602,5,No,Yes,5,14,2,Yes,Radford,50th Percentile,329,88,20,2025-07-20,JA-2026.1
JOB-2588,Senior HR Manager,People & HR,People & HR - Core,Management,Band 6 - Principal,6,G6B,Exempt,Technicians,181681,235395,289109,10,Yes,Yes,5,20,5,No,Willis Towers Watson,50th Percentile,66,146,4,2025-02-07,JA-2026.1
JOB-2589,Sales Development Rep,Sales,Sales - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Technicians,46433,58590,70747,5,No,Yes,0,0,1,Yes,Culpepper,75th Percentile,121,187,9,2025-04-23,JA-2026.1
JOB-2590,Paralegal,Legal & Compliance,Legal & Compliance - Specialist,Individual Contributor,Band 2 - Junior,2,G2C,Non-Exempt,Technicians,59475,72621,85767,15,No,Hybrid,0,0,2,Yes,Aon Hewitt,75th Percentile,104,176,10,2025-05-23,JA-2026.1
JOB-2591,Data Scientist,Data Science,Data Science - Operations,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Managers,78115,102130,126146,30,No,Yes,0,0,4,No,Mercer,65th Percentile,377,142,2,2025-06-01,JA-2026.1
JOB-2592,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,363325,464618,565912,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,329,447,22,2025-04-19,JA-2026.1
JOB-2593,HR Business Partner,People & HR,People & HR - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,60837,74385,87934,15,Yes,Hybrid,0,0,6,Yes,Radford,75th Percentile,55,427,12,2025-10-07,JA-2026.1
JOB-2594,Marketing Manager,Marketing,Marketing - Core,Management,Band 4 - Senior,4,G4B,Exempt,Officials & Managers,107075,127295,147516,5,Yes,Hybrid,5,12,6,Yes,Willis Towers Watson,75th Percentile,125,46,22,2025-11-06,JA-2026.1
JOB-2595,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,340912,467383,593855,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,252,494,5,2025-04-19,JA-2026.1
JOB-2596,Senior Account Executive,Sales,Sales - Core,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Managers,74309,99926,125543,40,No,Hybrid,0,0,3,No,Mercer,65th Percentile,72,476,14,2025-03-27,JA-2026.1
JOB-2597,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,531168,839525,1147882,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,307,488,21,2025-03-26,JA-2026.1
JOB-2598,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,40530,55197,69865,15,No,No,0,0,4,No,Mercer,75th Percentile,66,104,19,2025-08-08,JA-2026.1
JOB-2599,Financial Analyst,Finance,Finance - Specialist,Individual Contributor,Band 1 - Entry,1,G1B,Exempt,Technicians,41139,53456,65774,40,Yes,Hybrid,0,0,5,Yes,Mercer,75th Percentile,132,414,25,2025-02-21,JA-2026.1
JOB-2600,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,187402,216301,245200,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,141,402,22,2025-06-26,JA-2026.1
JOB-2601,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,522239,884051,1245863,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,327,304,12,2025-03-06,JA-2026.1
JOB-2602,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,73548,99521,125495,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,135,445,14,2025-07-13,JA-2026.1
JOB-2603,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,266300,323046,379793,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,99,52,10,2025-03-07,JA-2026.1
JOB-2604,CMO,Marketing,Marketing - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,374182,451649,529117,5,Yes,Yes,3,11,1,Yes,Mercer,65th Percentile,97,71,25,2025-05-13,JA-2026.1
JOB-2605,Voice of Customer Analyst,Customer Experience,Customer Experience - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Administrative Support,521420,919051,1316683,30,Yes,Hybrid,3,12,4,Yes,Mercer,75th Percentile,73,90,2,2025-11-04,JA-2026.1
JOB-2606,Support Lead,Customer Experience,Customer Experience - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Officials & Managers,481798,845424,1209051,15,Yes,Yes,4,9,6,Yes,Radford,50th Percentile,61,462,8,2025-09-28,JA-2026.1
JOB-2607,Marketing Specialist,Marketing,Marketing - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Exempt,Professionals,57736,73651,89566,5,Yes,No,0,0,2,No,Culpepper,75th Percentile,120,428,3,2025-06-14,JA-2026.1
JOB-2608,Senior HRBP,People & HR,People & HR - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Administrative Support,84579,101499,118420,30,Yes,Hybrid,0,0,6,Yes,Culpepper,75th Percentile,10,57,4,2025-01-28,JA-2026.1
JOB-2609,Senior HR Manager,People & HR,People & HR - Core,Management,Band 6 - Principal,6,G6B,Exempt,Technicians,200764,230908,261053,10,Yes,Yes,5,20,5,No,Willis Towers Watson,50th Percentile,137,53,11,2025-02-07,JA-2026.1
JOB-2610,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,234442,315681,396921,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,161,186,1,2025-08-05,JA-2026.1
JOB-2611,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,41535,51293,61051,15,No,No,0,0,4,No,Mercer,75th Percentile,207,133,1,2025-08-08,JA-2026.1
JOB-2612,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,102003,128590,155177,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,254,8,7,2025-09-29,JA-2026.1
JOB-2613,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,502276,828953,1155630,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,286,173,6,2025-03-26,JA-2026.1
JOB-2614,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,118021,142113,166206,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,85,470,17,2025-04-11,JA-2026.1
