requisition_id,candidate_id,department,job_title,job_level,location,source,applied_date,stage,days_to_hire,offer_extended,offer_accepted,offer_amount,diversity_flag,campus_hire,hired,rejection_reason,recruiter_id,hiring_manager_id,interview_rounds,cost_per_hire
REQ00310,CAND00310,Design,Engineer,L1,Boston,Internal Transfer,2023-06-10,Screening,75,Yes,Pending,180739,Yes,No,No,Overqualified,REC20,MGR0031,4,3654
REQ00311,CAND00311,IT,Senior Engineer,L2,Chicago,Internal Transfer,2022-02-02,Technical Assessment,27,Yes,No,80324,No,Yes,No,Culture Fit,REC11,MGR0050,3,5330
REQ00312,CAND00312,Marketing,Manager,L1,Dallas,Direct Application,2022-09-27,Technical Assessment,27,Yes,Yes,163896,Yes,No,No,Failed Assessment,REC06,MGR0031,1,13617
REQ00313,CAND00313,Legal,Senior Engineer,L7,Boston,LinkedIn,2025-10-03,Phone Interview,18,Yes,No,62707,Yes,No,Yes,Failed Assessment,REC08,MGR0041,1,12503
REQ00314,CAND00314,Finance,Senior Engineer,L6,Austin,Internal Transfer,2025-05-01,Panel Interview,46,Yes,No,196597,Yes,No,No,None,REC10,MGR0011,4,3480
REQ00315,CAND00315,Design,Analyst,L3,San Francisco,Employee Referral,2024-03-05,Withdrawn,51,No,No,141255,No,No,Yes,Overqualified,REC18,MGR0011,5,13887
REQ00316,CAND00316,HR,Manager,L4,Remote,LinkedIn,2025-10-19,Applied,58,No,No,115802,No,No,No,None,REC07,MGR0013,3,3005
REQ00317,CAND00317,Marketing,Director,L1,Boston,Indeed,2023-08-27,Hired,75,Yes,Pending,63753,No,No,Yes,Salary Mismatch,REC02,MGR0028,4,9477
REQ00318,CAND00318,HR,Senior Engineer,L4,New York,Indeed,2020-06-17,Hired,50,Yes,Pending,150189,Yes,No,No,Culture Fit,REC16,MGR0013,6,2664
REQ00319,CAND00319,Finance,Senior Analyst,L7,Remote,LinkedIn,2022-05-12,Applied,10,No,No,160073,No,No,No,Failed Assessment,REC06,MGR0028,5,929
REQ00320,CAND00320,Product,Associate,L7,Chicago,LinkedIn,2026-02-03,Applied,83,No,Yes,106495,Yes,No,Yes,None,REC04,MGR0017,3,4933
REQ00321,CAND00321,Sales,Manager,L2,Austin,Agency,2024-08-17,Offer,118,No,Yes,152732,No,No,No,Withdrew,REC14,MGR0006,4,4871
REQ00322,CAND00322,Engineering,Associate,L3,Austin,Employee Referral,2025-08-11,Applied,12,Yes,No,82841,Yes,Yes,Yes,None,REC12,MGR0034,4,3842
REQ00323,CAND00323,HR,Senior Engineer,L5,Atlanta,Glassdoor,2024-06-08,Screening,92,No,Pending,186519,Yes,No,No,Failed Assessment,REC11,MGR0012,4,6705
REQ00324,CAND00324,Finance,Manager,L4,New York,Indeed,2024-05-16,Hired,94,Yes,No,183612,Yes,No,Yes,Salary Mismatch,REC09,MGR0007,2,8441
REQ00325,CAND00325,HR,Manager,L3,New York,Agency,2022-06-29,Hired,99,Yes,No,106934,No,No,No,Culture Fit,REC07,MGR0026,2,3012
REQ00326,CAND00326,Customer Success,Senior Analyst,L6,Remote,Direct Application,2025-11-04,Applied,69,Yes,Yes,133413,No,No,No,Failed Assessment,REC20,MGR0019,2,5827
REQ00327,CAND00327,IT,Associate,L3,San Francisco,Glassdoor,2024-05-26,Panel Interview,69,No,Pending,130068,Yes,No,No,Withdrew,REC15,MGR0030,5,8242
REQ00328,CAND00328,Product,Analyst,L6,Boston,Indeed,2022-07-19,Rejected,35,Yes,Yes,63493,No,Yes,No,Withdrew,REC05,MGR0041,4,1939
REQ00329,CAND00329,Data Science,Senior Analyst,L3,Denver,Campus Recruiting,2020-09-17,Rejected,99,Yes,Yes,163564,No,Yes,No,Salary Mismatch,REC02,MGR0031,6,3905
REQ00330,CAND00330,Sales,Senior Engineer,L3,New York,Internal Transfer,2022-09-20,Panel Interview,87,Yes,Yes,161726,Yes,Yes,No,Culture Fit,REC02,MGR0012,6,2275
REQ00331,CAND00331,HR,Analyst,L5,New York,Direct Application,2021-11-17,Screening,30,Yes,Pending,192856,No,Yes,Yes,Withdrew,REC11,MGR0026,6,14445
REQ00332,CAND00332,HR,Senior Engineer,L7,Boston,Glassdoor,2022-08-28,Hired,77,No,Pending,102171,Yes,Yes,No,Salary Mismatch,REC03,MGR0045,6,9326
REQ00333,CAND00333,Operations,Director,L2,Chicago,Direct Application,2024-11-04,Panel Interview,116,Yes,Yes,56210,No,No,No,Overqualified,REC20,MGR0048,5,12757
REQ00334,CAND00334,IT,Senior Engineer,L4,Boston,Agency,2021-01-27,Offer,93,No,Pending,53896,No,No,No,None,REC14,MGR0015,5,1214
REQ00335,CAND00335,Design,Director,L3,Austin,Agency,2024-01-11,Phone Interview,60,Yes,No,63534,No,Yes,No,Culture Fit,REC01,MGR0030,3,7794
REQ00336,CAND00336,Legal,Director,L1,Chicago,LinkedIn,2025-04-15,Technical Assessment,12,No,Pending,51533,Yes,No,No,Withdrew,REC16,MGR0013,1,13519
REQ00337,CAND00337,Customer Success,Manager,L2,Austin,Campus Recruiting,2025-12-22,Rejected,78,Yes,Yes,150631,Yes,Yes,No,Salary Mismatch,REC12,MGR0019,6,3812
REQ00338,CAND00338,Sales,Senior Analyst,L5,Boston,Indeed,2025-10-18,Panel Interview,37,Yes,Yes,98134,No,Yes,No,Culture Fit,REC13,MGR0048,1,3922
REQ00339,CAND00339,Finance,Senior Analyst,L3,Dallas,Agency,2023-09-26,Offer,75,Yes,Yes,99442,Yes,No,No,Salary Mismatch,REC16,MGR0014,5,9501
REQ00340,CAND00340,Product,Analyst,L5,Atlanta,Campus Recruiting,2022-11-16,Withdrawn,107,No,Pending,144233,Yes,Yes,Yes,Position Closed,REC18,MGR0042,3,6624
REQ00341,CAND00341,Product,Engineer,L7,Remote,Glassdoor,2021-12-02,Hired,60,Yes,No,129248,Yes,Yes,No,Position Closed,REC02,MGR0015,6,1882
REQ00342,CAND00342,Data Science,Manager,L6,Dallas,Internal Transfer,2025-02-13,Applied,46,Yes,Pending,171823,No,No,Yes,None,REC01,MGR0030,5,1563
REQ00343,CAND00343,Engineering,Director,L3,Remote,Internal Transfer,2025-11-15,Technical Assessment,37,Yes,No,112629,No,No,Yes,Position Closed,REC07,MGR0023,6,1839
REQ00344,CAND00344,Operations,Manager,L7,Austin,Campus Recruiting,2020-11-24,Screening,54,No,No,94227,No,No,Yes,None,REC01,MGR0037,2,3168
REQ00345,CAND00345,Legal,Manager,L6,Dallas,Indeed,2024-11-21,Technical Assessment,94,Yes,No,124742,Yes,Yes,No,Failed Assessment,REC12,MGR0022,4,10368
REQ00346,CAND00346,Customer Success,Senior Engineer,L1,Boston,Glassdoor,2021-04-11,Technical Assessment,70,No,Pending,80086,Yes,Yes,Yes,Position Closed,REC19,MGR0024,6,10641
REQ00347,CAND00347,Operations,Senior Engineer,L4,Seattle,Direct Application,2022-06-07,Applied,11,No,No,79704,No,Yes,Yes,None,REC09,MGR0036,5,6734
REQ00348,CAND00348,IT,Director,L3,Atlanta,Employee Referral,2025-09-05,Panel Interview,63,No,Pending,178887,Yes,No,Yes,Overqualified,REC18,MGR0008,2,12721
REQ00349,CAND00349,IT,Director,L4,Chicago,Internal Transfer,2020-12-01,Screening,112,Yes,Pending,149586,Yes,No,No,Withdrew,REC06,MGR0031,2,689
REQ00350,CAND00350,Finance,Analyst,L5,Boston,LinkedIn,2021-02-24,Rejected,15,No,Yes,169513,No,No,No,Position Closed,REC03,MGR0043,6,7044
REQ00351,CAND00351,Engineering,Senior Analyst,L4,Atlanta,Agency,2020-11-14,Technical Assessment,38,No,Yes,102523,Yes,Yes,No,Failed Assessment,REC05,MGR0050,5,4480
REQ00352,CAND00352,Product,Engineer,L4,San Francisco,Indeed,2024-08-17,Applied,112,No,Pending,144768,No,Yes,No,Culture Fit,REC06,MGR0007,3,2350
REQ00353,CAND00353,Sales,Senior Engineer,L5,Seattle,Glassdoor,2026-03-02,Rejected,98,Yes,Yes,179443,No,Yes,Yes,Failed Assessment,REC15,MGR0012,6,3547
REQ00354,CAND00354,Finance,Senior Analyst,L6,San Francisco,Agency,2022-10-06,Panel Interview,37,Yes,Yes,169620,Yes,Yes,Yes,Withdrew,REC12,MGR0045,4,13171
REQ00355,CAND00355,IT,Analyst,L3,Denver,Agency,2025-11-25,Hired,102,No,Pending,98466,Yes,No,Yes,Salary Mismatch,REC06,MGR0007,4,3002
REQ00356,CAND00356,Design,Manager,L6,New York,Employee Referral,2024-01-20,Panel Interview,81,No,Yes,88846,No,Yes,Yes,Position Closed,REC20,MGR0002,3,3681
REQ00357,CAND00357,Marketing,Director,L1,Atlanta,Internal Transfer,2024-08-18,Screening,96,Yes,No,103993,Yes,No,No,Failed Assessment,REC12,MGR0037,3,11049
REQ00358,CAND00358,IT,Director,L2,Remote,Indeed,2024-05-19,Panel Interview,11,No,Pending,63354,No,Yes,No,None,REC12,MGR0026,1,1856
REQ00359,CAND00359,Data Science,Associate,L4,Seattle,LinkedIn,2025-10-05,Rejected,98,No,Pending,68988,Yes,No,No,Culture Fit,REC20,MGR0002,1,6312
REQ00360,CAND00360,IT,Associate,L7,Atlanta,Glassdoor,2026-06-21,Hired,120,No,Yes,135625,Yes,No,Yes,Position Closed,REC04,MGR0041,5,3088
REQ00361,CAND00361,Operations,Analyst,L6,Boston,LinkedIn,2026-07-09,Withdrawn,63,No,Yes,51861,Yes,No,No,Overqualified,REC10,MGR0041,6,13696
REQ00362,CAND00362,IT,Senior Engineer,L6,Dallas,LinkedIn,2022-03-13,Offer,10,No,No,93725,Yes,No,Yes,Culture Fit,REC02,MGR0016,6,6835
REQ00363,CAND00363,Legal,Manager,L7,Chicago,Glassdoor,2021-08-20,Hired,52,No,No,113743,No,No,No,Culture Fit,REC01,MGR0029,3,5113
REQ00364,CAND00364,Operations,Manager,L2,Chicago,Campus Recruiting,2021-08-14,Technical Assessment,100,Yes,No,71531,No,No,No,Failed Assessment,REC02,MGR0049,6,12285
REQ00365,CAND00365,Marketing,Engineer,L3,Denver,LinkedIn,2025-01-30,Applied,72,Yes,Pending,189366,No,Yes,No,Position Closed,REC04,MGR0036,1,11497
REQ00366,CAND00366,Sales,Analyst,L7,Boston,Employee Referral,2023-09-21,Screening,83,Yes,Yes,124530,No,Yes,No,Overqualified,REC03,MGR0041,3,8773
REQ00367,CAND00367,Marketing,Engineer,L2,Boston,Agency,2021-06-06,Rejected,100,No,Yes,93984,Yes,No,No,None,REC04,MGR0039,6,6531
REQ00368,CAND00368,Engineering,Manager,L2,Dallas,Agency,2024-09-20,Hired,28,No,No,185775,Yes,Yes,No,Withdrew,REC13,MGR0027,1,13186
REQ00369,CAND00369,Customer Success,Analyst,L1,Remote,Internal Transfer,2025-12-22,Phone Interview,45,No,Pending,147662,No,Yes,Yes,Culture Fit,REC05,MGR0007,3,6555
REQ00370,CAND00370,Data Science,Senior Analyst,L1,Seattle,Campus Recruiting,2024-07-17,Applied,44,No,Pending,164387,No,No,No,Salary Mismatch,REC14,MGR0011,4,10676
REQ00371,CAND00371,Finance,Senior Analyst,L6,Austin,Indeed,2021-04-24,Rejected,23,Yes,No,176366,No,No,No,Position Closed,REC11,MGR0041,5,4558
REQ00372,CAND00372,Sales,Analyst,L5,San Francisco,Indeed,2021-01-29,Technical Assessment,44,Yes,Yes,106316,No,No,No,Salary Mismatch,REC03,MGR0044,1,9434
REQ00373,CAND00373,Operations,Engineer,L5,San Francisco,Internal Transfer,2024-11-06,Hired,10,Yes,No,124313,No,No,No,Overqualified,REC08,MGR0004,2,884
REQ00374,CAND00374,Operations,Director,L2,Austin,Employee Referral,2022-08-28,Technical Assessment,53,Yes,No,119065,No,Yes,No,Overqualified,REC19,MGR0024,5,8183
REQ00375,CAND00375,Engineering,Senior Engineer,L1,Austin,Employee Referral,2024-07-13,Technical Assessment,98,Yes,Yes,138848,No,Yes,No,Overqualified,REC20,MGR0024,5,4143
REQ00376,CAND00376,Product,Senior Analyst,L3,San Francisco,Glassdoor,2022-03-31,Technical Assessment,78,No,Yes,168194,No,No,No,Failed Assessment,REC05,MGR0045,2,8799
REQ00377,CAND00377,Product,Senior Analyst,L1,Austin,Agency,2023-10-20,Rejected,37,Yes,No,59819,No,Yes,Yes,Failed Assessment,REC19,MGR0042,1,13188
REQ00378,CAND00378,Legal,Manager,L5,Austin,Direct Application,2021-11-30,Hired,52,Yes,Pending,111854,No,Yes,Yes,Overqualified,REC04,MGR0027,2,9549
REQ00379,CAND00379,Sales,Director,L4,Austin,Indeed,2026-02-05,Applied,113,Yes,Yes,99415,Yes,Yes,Yes,Overqualified,REC03,MGR0001,2,10513
REQ00380,CAND00380,Finance,Director,L2,Remote,Agency,2025-03-07,Hired,99,No,No,127673,No,Yes,Yes,Position Closed,REC02,MGR0030,2,811
REQ00381,CAND00381,Sales,Analyst,L2,Dallas,Glassdoor,2024-09-20,Panel Interview,83,No,Pending,50386,No,Yes,No,Position Closed,REC09,MGR0045,5,3998
REQ00382,CAND00382,Marketing,Senior Analyst,L1,Denver,Employee Referral,2021-04-16,Phone Interview,50,No,Pending,79578,Yes,Yes,Yes,Salary Mismatch,REC06,MGR0032,1,7491
REQ00383,CAND00383,Marketing,Senior Analyst,L4,New York,Direct Application,2021-02-07,Screening,46,Yes,No,131926,No,No,Yes,Salary Mismatch,REC11,MGR0048,5,3501
REQ00384,CAND00384,Sales,Senior Analyst,L6,Dallas,Campus Recruiting,2022-07-16,Phone Interview,81,No,Yes,110184,Yes,Yes,No,Withdrew,REC07,MGR0030,3,3992
REQ00385,CAND00385,Product,Manager,L4,Seattle,Direct Application,2023-06-23,Panel Interview,11,Yes,Yes,53917,No,No,No,Salary Mismatch,REC03,MGR0009,1,3068
REQ00386,CAND00386,Marketing,Engineer,L2,Boston,Campus Recruiting,2023-06-17,Hired,18,Yes,Pending,158069,Yes,Yes,No,Overqualified,REC08,MGR0015,4,8621
REQ00387,CAND00387,IT,Senior Engineer,L1,Austin,Glassdoor,2024-10-15,Offer,96,No,Pending,77591,Yes,Yes,No,Culture Fit,REC07,MGR0007,4,7915
REQ00388,CAND00388,Design,Associate,L6,Remote,LinkedIn,2024-02-29,Hired,32,Yes,No,52080,No,No,No,Failed Assessment,REC11,MGR0006,3,3800
REQ00389,CAND00389,Legal,Manager,L6,Dallas,Agency,2020-09-13,Offer,104,No,Pending,166120,No,No,No,Failed Assessment,REC04,MGR0041,6,6673
REQ00390,CAND00390,Data Science,Director,L1,Atlanta,Indeed,2020-06-21,Screening,55,No,No,100674,No,Yes,No,Failed Assessment,REC12,MGR0018,6,10727
REQ00391,CAND00391,Engineering,Manager,L1,Denver,Campus Recruiting,2022-03-27,Withdrawn,110,No,Yes,52896,Yes,No,No,Overqualified,REC09,MGR0040,2,11408
REQ00392,CAND00392,Legal,Associate,L7,Seattle,Employee Referral,2026-05-30,Screening,70,No,Pending,117686,No,No,Yes,Overqualified,REC08,MGR0025,1,7222
REQ00393,CAND00393,Product,Manager,L5,Remote,Employee Referral,2020-06-16,Screening,112,Yes,Yes,56123,Yes,Yes,No,None,REC18,MGR0014,6,7705
REQ00394,CAND00394,Marketing,Manager,L6,Denver,Indeed,2020-06-08,Applied,28,Yes,No,155998,Yes,Yes,No,Culture Fit,REC17,MGR0038,6,6172
REQ00395,CAND00395,Engineering,Manager,L3,San Francisco,Glassdoor,2020-08-04,Screening,59,No,Pending,171660,Yes,Yes,Yes,Salary Mismatch,REC02,MGR0008,2,2906
REQ00396,CAND00396,Marketing,Director,L1,Chicago,Indeed,2022-04-16,Applied,86,Yes,No,150585,No,Yes,Yes,Failed Assessment,REC13,MGR0016,1,14426
REQ00397,CAND00397,Operations,Director,L5,Atlanta,Employee Referral,2020-10-20,Rejected,99,Yes,No,84024,No,No,No,Culture Fit,REC03,MGR0018,3,11148
REQ00398,CAND00398,Product,Senior Engineer,L3,Atlanta,Agency,2024-04-26,Applied,31,No,Yes,143917,No,Yes,No,Position Closed,REC13,MGR0005,6,14265
REQ00399,CAND00399,Finance,Director,L1,Atlanta,Direct Application,2022-09-03,Screening,94,Yes,No,193527,No,No,No,Salary Mismatch,REC19,MGR0050,3,10319
REQ00400,CAND00400,HR,Director,L5,Denver,Indeed,2025-05-14,Hired,55,Yes,Yes,175463,No,Yes,No,Overqualified,REC03,MGR0032,5,3324
REQ00401,CAND00401,Design,Engineer,L5,Dallas,Glassdoor,2022-06-11,Panel Interview,12,Yes,Pending,147556,No,Yes,No,Culture Fit,REC18,MGR0002,5,13737
REQ00402,CAND00402,IT,Senior Analyst,L4,Chicago,Indeed,2024-04-06,Screening,11,No,Yes,174380,No,No,Yes,Position Closed,REC10,MGR0020,2,13794
REQ00403,CAND00403,Legal,Manager,L5,New York,Internal Transfer,2023-07-29,Withdrawn,83,No,Yes,153270,Yes,No,No,Culture Fit,REC02,MGR0022,4,10279
REQ00404,CAND00404,Finance,Senior Analyst,L5,Dallas,Internal Transfer,2024-05-15,Technical Assessment,36,No,Pending,148409,Yes,Yes,No,Position Closed,REC13,MGR0018,3,2556
REQ00405,CAND00405,Product,Associate,L7,Austin,Indeed,2026-01-08,Technical Assessment,22,Yes,Yes,122268,Yes,Yes,No,Salary Mismatch,REC03,MGR0011,6,10569
REQ00406,CAND00406,Customer Success,Director,L5,Chicago,Agency,2022-11-22,Applied,48,No,Yes,164175,No,Yes,Yes,None,REC12,MGR0011,4,1113
REQ00407,CAND00407,Data Science,Senior Engineer,L2,New York,Glassdoor,2022-05-25,Hired,90,Yes,Yes,149894,Yes,No,Yes,Failed Assessment,REC18,MGR0016,5,5004
REQ00408,CAND00408,Finance,Engineer,L1,Austin,LinkedIn,2022-02-01,Applied,81,No,No,73077,Yes,No,Yes,Withdrew,REC05,MGR0011,5,9947
REQ00409,CAND00409,Sales,Analyst,L5,Boston,LinkedIn,2025-09-23,Applied,14,Yes,Pending,177979,No,No,No,Failed Assessment,REC10,MGR0008,1,13378
REQ00410,CAND00410,Engineering,Senior Analyst,L1,Remote,Internal Transfer,2024-01-31,Screening,108,Yes,Yes,169604,Yes,No,No,Position Closed,REC05,MGR0010,2,8918
REQ00411,CAND00411,Operations,Manager,L7,Atlanta,Direct Application,2023-09-23,Withdrawn,43,No,No,176056,No,Yes,No,Position Closed,REC13,MGR0013,3,4641
REQ00412,CAND00412,Engineering,Engineer,L3,Seattle,Campus Recruiting,2025-03-28,Phone Interview,73,No,Yes,175450,No,No,No,Salary Mismatch,REC10,MGR0008,1,6683
REQ00413,CAND00413,IT,Senior Analyst,L1,Dallas,Campus Recruiting,2021-05-13,Screening,100,Yes,Yes,88777,Yes,Yes,No,Failed Assessment,REC16,MGR0044,4,7897
REQ00414,CAND00414,Data Science,Engineer,L6,Seattle,Indeed,2022-04-30,Screening,75,No,No,74970,Yes,Yes,Yes,Failed Assessment,REC04,MGR0033,2,5402
REQ00415,CAND00415,Data Science,Senior Engineer,L1,Seattle,LinkedIn,2024-02-03,Hired,115,No,Yes,127545,Yes,Yes,No,None,REC06,MGR0026,4,8629
REQ00416,CAND00416,Sales,Director,L4,Dallas,Agency,2022-06-10,Applied,49,Yes,No,119259,No,Yes,Yes,Position Closed,REC20,MGR0029,6,6463
REQ00417,CAND00417,Marketing,Senior Analyst,L5,Atlanta,Indeed,2022-11-26,Withdrawn,11,Yes,Pending,196674,No,Yes,No,Position Closed,REC06,MGR0033,3,6295
REQ00418,CAND00418,Data Science,Analyst,L1,Boston,Internal Transfer,2022-08-16,Applied,68,Yes,Pending,118779,Yes,Yes,No,Failed Assessment,REC06,MGR0038,5,14477
REQ00419,CAND00419,Data Science,Analyst,L6,Dallas,Direct Application,2020-11-01,Applied,48,No,Pending,76066,No,Yes,No,Salary Mismatch,REC02,MGR0038,5,1658
REQ00420,CAND00420,Sales,Manager,L5,Denver,Direct Application,2025-11-12,Panel Interview,92,No,Yes,113088,No,Yes,No,Salary Mismatch,REC19,MGR0031,6,4797
REQ00421,CAND00421,HR,Senior Analyst,L3,Chicago,Campus Recruiting,2022-07-30,Screening,25,Yes,Pending,145136,Yes,No,No,Withdrew,REC09,MGR0002,2,3237
REQ00422,CAND00422,Finance,Senior Engineer,L5,Chicago,LinkedIn,2026-07-28,Phone Interview,92,Yes,Yes,129317,No,Yes,No,Withdrew,REC10,MGR0043,2,11188
REQ00423,CAND00423,HR,Senior Engineer,L3,Dallas,Direct Application,2023-03-01,Phone Interview,25,Yes,Pending,81821,No,Yes,No,Failed Assessment,REC02,MGR0047,4,2417
REQ00424,CAND00424,Customer Success,Analyst,L5,Dallas,Direct Application,2024-12-28,Offer,83,No,No,68442,No,Yes,Yes,Culture Fit,REC10,MGR0042,2,5963
REQ00425,CAND00425,HR,Engineer,L7,Denver,Employee Referral,2021-05-25,Rejected,50,No,No,135627,Yes,No,Yes,Position Closed,REC20,MGR0017,2,7071
REQ00426,CAND00426,Design,Analyst,L6,Denver,Employee Referral,2021-09-13,Panel Interview,113,Yes,No,185914,No,Yes,Yes,None,REC12,MGR0034,3,7962
REQ00427,CAND00427,Customer Success,Manager,L3,San Francisco,Indeed,2020-01-01,Panel Interview,101,No,No,186858,No,Yes,Yes,Overqualified,REC11,MGR0045,1,8109
REQ00428,CAND00428,Operations,Senior Analyst,L3,Chicago,Indeed,2022-02-25,Panel Interview,49,No,Pending,89425,No,No,No,Withdrew,REC18,MGR0025,6,2363
REQ00429,CAND00429,Customer Success,Associate,L4,New York,LinkedIn,2021-06-30,Technical Assessment,42,Yes,Pending,93876,Yes,No,No,Culture Fit,REC09,MGR0026,6,12385
REQ00430,CAND00430,Product,Manager,L1,Denver,Direct Application,2025-07-20,Hired,39,Yes,Yes,69991,No,Yes,Yes,None,REC04,MGR0028,2,11765
REQ00431,CAND00431,Design,Senior Engineer,L7,Seattle,Indeed,2023-05-27,Screening,63,No,Yes,166103,No,Yes,Yes,Overqualified,REC10,MGR0004,6,9239
REQ00432,CAND00432,IT,Senior Analyst,L4,Denver,Direct Application,2022-02-07,Hired,60,Yes,No,58250,No,No,No,Failed Assessment,REC07,MGR0041,4,14817
REQ00433,CAND00433,Engineering,Senior Analyst,L3,Boston,Campus Recruiting,2021-04-30,Offer,36,No,No,199120,No,Yes,No,Overqualified,REC15,MGR0020,1,4633
REQ00434,CAND00434,Sales,Manager,L5,Austin,Employee Referral,2025-07-26,Phone Interview,99,Yes,Yes,140829,No,Yes,No,Culture Fit,REC05,MGR0003,5,806
REQ00435,CAND00435,Legal,Engineer,L7,Remote,LinkedIn,2022-12-22,Applied,113,No,No,163076,No,Yes,Yes,Position Closed,REC09,MGR0042,3,10109
REQ00436,CAND00436,Data Science,Manager,L1,Atlanta,Employee Referral,2025-08-14,Rejected,51,Yes,No,167043,No,Yes,No,Failed Assessment,REC11,MGR0002,2,618
REQ00437,CAND00437,Operations,Senior Analyst,L5,Boston,Direct Application,2020-02-02,Panel Interview,30,No,Pending,92014,No,No,No,Withdrew,REC04,MGR0013,3,8018
REQ00438,CAND00438,Sales,Associate,L3,Seattle,LinkedIn,2024-04-07,Applied,23,Yes,Pending,184523,Yes,Yes,No,Culture Fit,REC10,MGR0008,5,11633
REQ00439,CAND00439,Finance,Manager,L2,Dallas,LinkedIn,2021-12-11,Hired,69,No,Yes,91420,No,Yes,Yes,Failed Assessment,REC01,MGR0026,5,5672
REQ00440,CAND00440,Data Science,Senior Analyst,L2,Chicago,Employee Referral,2023-06-02,Applied,112,Yes,Yes,132287,Yes,Yes,No,Culture Fit,REC08,MGR0031,1,12027
REQ00441,CAND00441,IT,Associate,L1,New York,Glassdoor,2024-12-08,Applied,30,Yes,No,93410,No,Yes,Yes,Withdrew,REC13,MGR0016,6,11811
REQ00442,CAND00442,Finance,Analyst,L5,New York,Employee Referral,2021-08-03,Panel Interview,71,No,Pending,66770,No,Yes,Yes,Salary Mismatch,REC17,MGR0036,2,12373
REQ00443,CAND00443,Engineering,Senior Engineer,L6,Chicago,Employee Referral,2025-08-15,Phone Interview,104,No,Yes,188726,No,Yes,Yes,Withdrew,REC13,MGR0039,2,2297
REQ00444,CAND00444,Engineering,Senior Analyst,L4,Dallas,Campus Recruiting,2023-03-14,Screening,87,Yes,Pending,99811,Yes,No,Yes,None,REC19,MGR0029,3,6323
REQ00445,CAND00445,Operations,Manager,L1,Denver,Indeed,2022-07-27,Panel Interview,26,Yes,No,178615,No,Yes,Yes,Overqualified,REC03,MGR0005,2,901
REQ00446,CAND00446,Sales,Manager,L3,Remote,Campus Recruiting,2023-07-21,Phone Interview,69,No,Pending,197395,No,No,Yes,Overqualified,REC04,MGR0009,4,12968
REQ00447,CAND00447,IT,Director,L5,Denver,Campus Recruiting,2022-06-03,Offer,117,Yes,No,177252,No,Yes,No,None,REC04,MGR0034,1,14912
REQ00448,CAND00448,Engineering,Analyst,L2,San Francisco,Agency,2024-12-16,Applied,95,Yes,No,92477,No,Yes,No,Withdrew,REC10,MGR0005,2,8387
REQ00449,CAND00449,Marketing,Senior Analyst,L2,Chicago,Campus Recruiting,2025-11-19,Phone Interview,39,Yes,Yes,103836,Yes,No,No,Overqualified,REC03,MGR0046,2,6826
REQ00450,CAND00450,Marketing,Associate,L1,Chicago,Glassdoor,2026-02-27,Panel Interview,26,Yes,No,116195,Yes,No,No,None,REC05,MGR0049,2,3708
REQ00451,CAND00451,Customer Success,Senior Analyst,L4,New York,LinkedIn,2026-07-29,Hired,64,Yes,Pending,122249,Yes,No,No,Culture Fit,REC09,MGR0009,2,7684
REQ00452,CAND00452,HR,Manager,L6,Denver,Indeed,2026-05-28,Applied,70,No,Yes,93969,No,No,No,Failed Assessment,REC17,MGR0034,4,2490
REQ00453,CAND00453,HR,Senior Engineer,L4,Boston,Glassdoor,2023-03-04,Technical Assessment,43,No,Pending,173084,Yes,Yes,Yes,Failed Assessment,REC18,MGR0019,6,1298
REQ00454,CAND00454,Finance,Director,L7,Boston,Direct Application,2023-01-04,Offer,82,No,Pending,113381,No,No,No,Culture Fit,REC02,MGR0035,5,12342
REQ00455,CAND00455,Operations,Director,L1,Austin,Employee Referral,2023-04-20,Applied,70,No,No,199743,Yes,Yes,No,Withdrew,REC04,MGR0031,1,1956
REQ00456,CAND00456,Legal,Senior Analyst,L7,Boston,Glassdoor,2022-07-06,Applied,10,No,Pending,163235,No,Yes,Yes,None,REC20,MGR0029,5,3322
REQ00457,CAND00457,Engineering,Director,L3,Chicago,Agency,2026-04-04,Panel Interview,75,Yes,No,69340,No,Yes,Yes,Culture Fit,REC08,MGR0036,3,2061
REQ00458,CAND00458,Legal,Senior Analyst,L7,San Francisco,Campus Recruiting,2024-04-11,Withdrawn,39,No,Yes,100717,No,No,No,None,REC02,MGR0036,1,14721
REQ00459,CAND00459,Product,Manager,L6,Chicago,Campus Recruiting,2025-07-17,Technical Assessment,38,No,No,174490,No,No,No,None,REC08,MGR0002,5,6558
REQ00460,CAND00460,Data Science,Director,L4,San Francisco,Glassdoor,2021-08-10,Withdrawn,10,Yes,Pending,147879,No,Yes,No,Withdrew,REC09,MGR0045,6,4389
REQ00461,CAND00461,Marketing,Engineer,L6,Dallas,Indeed,2026-01-03,Offer,82,No,Pending,145921,No,No,No,Salary Mismatch,REC01,MGR0020,1,13148
REQ00462,CAND00462,Customer Success,Associate,L4,Remote,LinkedIn,2023-07-13,Panel Interview,74,Yes,No,60393,No,No,No,Failed Assessment,REC06,MGR0018,6,4776
REQ00463,CAND00463,IT,Senior Analyst,L2,San Francisco,Indeed,2022-07-17,Applied,52,Yes,No,154436,No,Yes,No,Position Closed,REC19,MGR0019,1,10643
REQ00464,CAND00464,HR,Associate,L3,Atlanta,Campus Recruiting,2022-11-22,Rejected,89,No,Pending,176990,Yes,No,No,None,REC14,MGR0010,3,5801
