response_id,employee_id,survey_type,survey_date,department,job_level,location,engagement_score,wellbeing_score,manager_score,dei_inclusion_score,growth_score,workload_score,eNPS,would_recommend,open_text_theme,sentiment,response_channel
SUR00747,EMP00034,Engagement,2024-08-28,Legal,L2,Denver,1.58,4.7,4.17,1.22,3.72,2.56,-86,No,Autonomy,Negative,Email
SUR00748,EMP00616,Manager Effectiveness,2026-02-06,Customer Success,L1,San Francisco,1.82,3.62,4.06,4.57,1.78,4.73,86,No,Compensation,Negative,QR Code
SUR00749,EMP00748,Pulse,2023-09-16,Data Science,L2,Remote,2.27,4.0,2.57,2.84,3.79,2.34,-24,Neutral,Career Growth,Neutral,Email
SUR00750,EMP00374,Wellbeing,2024-04-18,IT,L4,Remote,4.06,4.72,2.3,3.82,1.73,4.29,22,Yes,Career Growth,Negative,App
SUR00751,EMP01176,Pulse,2022-03-21,Design,L7,San Francisco,1.85,1.51,3.04,1.78,4.26,2.68,-60,Yes,Compensation,Neutral,Kiosk
SUR00752,EMP00156,Onboarding,2023-10-21,Product,L1,Austin,3.97,4.96,3.11,1.69,3.5,2.5,84,Neutral,Tools & Technology,Neutral,Email
SUR00753,EMP00969,Exit,2024-09-26,Operations,L3,Dallas,3.4,1.62,3.77,2.45,1.52,3.19,42,No,Career Growth,Neutral,App
SUR00754,EMP00012,Manager Effectiveness,2024-09-27,Marketing,L7,Austin,3.19,4.48,1.71,4.71,4.19,2.43,-64,Neutral,Autonomy,Negative,QR Code
SUR00755,EMP00213,Onboarding,2025-01-27,HR,L3,Remote,3.6,2.2,4.77,2.64,3.66,4.4,27,No,Recognition,Neutral,Kiosk
SUR00756,EMP00658,Engagement,2023-07-21,Data Science,L2,Dallas,1.98,4.03,4.69,1.49,3.2,2.41,75,Yes,Career Growth,Negative,QR Code
SUR00757,EMP00648,Exit,2025-02-24,Finance,L7,Boston,4.0,3.99,2.35,1.44,1.05,3.12,-73,Yes,Recognition,Neutral,QR Code
SUR00758,EMP00533,Onboarding,2023-10-21,Legal,L1,Remote,1.85,3.13,4.09,3.19,2.71,1.78,-2,Neutral,Culture,Neutral,Kiosk
SUR00759,EMP00497,Pulse,2022-04-25,Finance,L7,Atlanta,2.77,3.98,2.63,1.92,4.81,3.31,-63,Yes,Recognition,Positive,Email
SUR00760,EMP00153,Onboarding,2021-01-02,Marketing,L2,Atlanta,2.16,3.2,3.56,1.98,4.95,1.2,-58,Yes,Culture,Positive,Kiosk
SUR00761,EMP00008,Onboarding,2023-08-28,Marketing,L7,Denver,1.11,2.91,4.64,3.25,1.66,1.3,-10,Neutral,Autonomy,Neutral,App
SUR00762,EMP00840,Exit,2021-02-02,IT,L5,Boston,3.32,3.43,1.37,4.01,2.94,3.88,-1,No,Tools & Technology,Positive,QR Code
SUR00763,EMP01083,DEI,2022-12-18,Customer Success,L4,Seattle,3.02,3.38,3.72,4.61,4.49,2.81,-38,Yes,Culture,Neutral,Kiosk
SUR00764,EMP00800,Engagement,2026-02-25,Legal,L2,Remote,2.28,2.36,2.0,2.91,2.11,2.75,-60,Yes,Management,Positive,Kiosk
SUR00765,EMP01056,Exit,2023-06-30,Operations,L4,San Francisco,4.14,4.67,1.33,3.19,3.25,3.08,-15,No,Autonomy,Negative,App
SUR00766,EMP00260,Wellbeing,2022-01-19,IT,L1,New York,4.67,2.29,1.05,2.15,3.96,2.75,-3,No,Tools & Technology,Neutral,Email
SUR00767,EMP00661,Wellbeing,2024-03-07,Sales,L5,Chicago,2.11,4.7,2.16,1.5,3.63,4.48,-74,Yes,Compensation,Negative,App
SUR00768,EMP00506,Engagement,2025-05-06,Legal,L3,Chicago,1.81,4.51,1.78,3.85,3.45,2.89,49,Neutral,Career Growth,Negative,QR Code
SUR00769,EMP00321,DEI,2022-01-16,Design,L6,San Francisco,3.38,4.66,3.1,3.24,4.06,2.3,20,Neutral,Management,Negative,QR Code
SUR00770,EMP00390,Exit,2025-10-11,Legal,L2,New York,3.35,2.88,1.88,3.56,3.06,1.99,11,No,Recognition,Positive,QR Code
SUR00771,EMP01167,Exit,2023-10-28,Operations,L3,New York,4.16,4.02,3.74,2.17,4.98,3.65,13,Neutral,Management,Negative,QR Code
SUR00772,EMP00322,DEI,2026-01-07,Design,L7,New York,3.75,1.07,2.77,1.93,1.73,4.8,3,No,Management,Neutral,App
SUR00773,EMP00708,Onboarding,2023-03-02,HR,L1,Boston,3.48,3.68,3.95,2.7,1.48,2.84,-19,Yes,Autonomy,Positive,Kiosk
SUR00774,EMP00647,DEI,2021-07-05,Design,L5,Dallas,2.84,1.14,3.02,3.0,1.03,2.32,-20,Yes,Career Growth,Neutral,App
SUR00775,EMP00803,Onboarding,2024-06-20,Data Science,L4,Austin,2.75,1.87,3.48,2.48,4.08,3.96,-94,No,Work-Life Balance,Positive,Email
SUR00776,EMP00838,DEI,2023-05-01,Product,L2,San Francisco,4.12,3.14,2.27,3.19,3.21,4.13,-54,No,Tools & Technology,Positive,QR Code
SUR00777,EMP01166,Manager Effectiveness,2024-02-15,Marketing,L1,Seattle,4.91,3.9,1.68,1.34,2.89,2.92,-100,No,Compensation,Negative,Email
SUR00778,EMP01084,Onboarding,2023-12-23,HR,L1,Denver,3.24,3.73,3.01,4.91,2.7,4.73,32,Yes,Recognition,Neutral,App
SUR00779,EMP00408,DEI,2023-03-20,Legal,L3,Denver,1.18,2.6,2.92,4.98,2.4,2.42,100,Yes,Tools & Technology,Neutral,Email
SUR00780,EMP00007,Onboarding,2026-04-17,Design,L7,Atlanta,2.93,3.64,2.42,1.05,1.16,2.31,91,Neutral,Work-Life Balance,Positive,Kiosk
SUR00781,EMP00667,DEI,2023-07-06,Marketing,L2,Boston,2.94,2.17,2.44,2.89,1.6,3.11,-61,No,Work-Life Balance,Positive,Kiosk
SUR00782,EMP00176,Onboarding,2021-05-02,Product,L6,Seattle,3.32,1.47,2.52,3.09,1.48,4.07,-71,Yes,Tools & Technology,Negative,Kiosk
SUR00783,EMP00784,Exit,2021-07-02,HR,L6,Seattle,1.07,2.1,3.65,2.43,1.17,4.49,-21,No,Culture,Positive,App
SUR00784,EMP00267,Wellbeing,2023-09-06,Engineering,L4,Remote,3.49,1.15,3.6,2.24,4.16,3.5,-15,No,Tools & Technology,Negative,Email
SUR00785,EMP00462,Manager Effectiveness,2024-09-04,Legal,L2,Dallas,1.87,2.17,1.56,1.66,2.45,4.08,90,Yes,Autonomy,Positive,App
SUR00786,EMP00483,Onboarding,2021-05-13,Finance,L7,Austin,2.04,3.59,4.49,3.45,4.32,2.63,79,Yes,Career Growth,Positive,Email
SUR00787,EMP00533,Onboarding,2022-03-10,IT,L6,Dallas,1.07,3.81,4.49,3.9,4.47,3.17,88,No,Autonomy,Negative,App
SUR00788,EMP00648,Engagement,2022-09-10,Engineering,L6,Remote,2.51,3.95,1.2,3.32,4.78,1.84,27,Yes,Work-Life Balance,Neutral,QR Code
SUR00789,EMP01093,DEI,2021-07-30,HR,L1,Chicago,4.43,3.18,2.52,1.43,1.72,1.38,-87,Yes,Recognition,Neutral,Kiosk
SUR00790,EMP00535,Exit,2023-02-28,Marketing,L3,Atlanta,1.93,1.62,2.4,2.69,1.51,2.61,28,No,Recognition,Positive,App
SUR00791,EMP01197,Onboarding,2026-03-16,Product,L7,Remote,4.77,2.95,2.46,3.22,3.52,3.59,57,No,Work-Life Balance,Neutral,App
SUR00792,EMP00452,Engagement,2025-04-03,Operations,L7,Atlanta,1.38,2.7,4.58,1.69,4.75,4.31,-33,No,Autonomy,Positive,QR Code
SUR00793,EMP00682,Engagement,2025-10-04,Finance,L3,San Francisco,2.48,2.72,2.14,2.38,3.64,3.96,-64,Neutral,Recognition,Negative,Kiosk
SUR00794,EMP00756,Onboarding,2021-06-26,Data Science,L6,Remote,4.19,1.46,1.88,3.92,2.85,1.18,52,Neutral,Autonomy,Neutral,App
SUR00795,EMP00043,DEI,2022-01-23,Customer Success,L7,Chicago,2.78,3.38,4.72,3.94,2.25,1.69,21,Neutral,Recognition,Positive,QR Code
SUR00796,EMP00577,Wellbeing,2024-10-16,Sales,L3,Denver,2.05,4.05,2.08,4.19,2.74,1.5,-10,Yes,Culture,Positive,Kiosk
SUR00797,EMP00724,Onboarding,2023-03-01,Sales,L5,Chicago,1.57,4.78,3.88,4.32,1.83,2.02,-69,Neutral,Tools & Technology,Neutral,Email
SUR00798,EMP00019,DEI,2024-09-28,Operations,L3,Austin,4.48,3.51,4.09,4.47,2.36,2.47,38,Neutral,Career Growth,Negative,Kiosk
SUR00799,EMP01077,Pulse,2024-11-28,Engineering,L4,Austin,2.88,1.61,1.75,2.23,3.77,1.74,58,Yes,Autonomy,Negative,Email
SUR00800,EMP00509,Pulse,2023-04-13,Product,L2,Atlanta,1.99,1.62,2.64,2.8,4.66,2.72,-26,No,Tools & Technology,Negative,Email
SUR00801,EMP01190,Wellbeing,2025-09-26,Finance,L7,Denver,3.15,2.79,3.83,4.01,3.33,1.6,47,No,Culture,Negative,App
SUR00802,EMP00150,Pulse,2023-05-05,Product,L3,Atlanta,1.63,4.47,3.91,4.54,2.64,2.04,54,Yes,Tools & Technology,Positive,QR Code
SUR00803,EMP00866,Exit,2024-08-16,Customer Success,L2,Austin,1.13,1.3,1.49,3.85,4.11,4.5,23,No,Career Growth,Neutral,App
SUR00804,EMP00620,Engagement,2026-02-18,HR,L5,Dallas,1.89,1.8,3.62,4.18,3.66,4.55,-76,Neutral,Career Growth,Positive,QR Code
SUR00805,EMP00825,Onboarding,2024-01-13,Engineering,L2,Chicago,2.69,3.15,4.47,4.49,1.89,3.11,77,Neutral,Tools & Technology,Positive,Email
SUR00806,EMP00226,Onboarding,2022-07-20,Data Science,L2,Remote,2.94,4.64,2.44,1.98,4.24,4.44,48,Yes,Career Growth,Negative,QR Code
SUR00807,EMP00874,Engagement,2023-10-22,Legal,L7,Austin,1.94,2.52,1.24,2.59,4.8,2.64,67,Yes,Management,Neutral,QR Code
SUR00808,EMP01131,Wellbeing,2024-05-24,Marketing,L2,Boston,1.42,4.13,4.97,1.59,4.83,2.71,64,Yes,Compensation,Neutral,Email
SUR00809,EMP00852,Pulse,2021-05-14,Engineering,L5,Seattle,1.13,2.29,2.92,3.45,3.33,4.69,-96,No,Management,Negative,Email
SUR00810,EMP00077,DEI,2024-06-06,Product,L6,Boston,1.74,4.82,3.12,2.67,2.5,4.92,-46,No,Work-Life Balance,Neutral,App
SUR00811,EMP00233,Onboarding,2021-03-27,Product,L2,Atlanta,4.94,1.22,3.74,2.81,4.69,4.02,48,Yes,Compensation,Negative,Email
SUR00812,EMP00318,Engagement,2026-02-14,Engineering,L3,Denver,1.71,4.18,2.93,3.53,4.94,4.74,26,No,Tools & Technology,Negative,QR Code
SUR00813,EMP01072,Wellbeing,2023-12-31,Customer Success,L5,Austin,1.25,1.67,1.91,1.47,2.32,1.7,52,Yes,Management,Positive,QR Code
SUR00814,EMP00358,Manager Effectiveness,2022-11-03,Finance,L1,San Francisco,2.19,3.68,3.7,3.2,4.8,4.57,25,No,Culture,Positive,Email
SUR00815,EMP01037,DEI,2023-04-03,Finance,L3,Remote,2.07,3.18,1.23,4.26,4.32,3.3,88,No,Recognition,Positive,QR Code
SUR00816,EMP00842,DEI,2025-09-08,Customer Success,L2,Atlanta,4.37,2.44,3.55,2.46,1.07,4.33,-14,Neutral,Compensation,Negative,QR Code
SUR00817,EMP00740,Engagement,2021-01-28,Design,L4,Atlanta,4.88,3.47,1.22,1.75,2.78,1.58,61,Yes,Compensation,Neutral,Email
SUR00818,EMP00580,Pulse,2022-03-06,HR,L1,Boston,3.69,3.32,2.06,1.46,1.33,2.62,-77,Neutral,Compensation,Positive,Kiosk
SUR00819,EMP00381,Engagement,2025-10-06,Legal,L2,Austin,4.24,2.53,3.75,1.83,4.96,3.97,-67,No,Recognition,Positive,App
SUR00820,EMP00240,Exit,2021-07-13,Finance,L1,Dallas,4.81,1.76,1.03,2.9,3.76,1.48,49,No,Tools & Technology,Neutral,Kiosk
SUR00821,EMP00095,Onboarding,2025-04-11,Sales,L5,Remote,2.45,3.22,3.39,3.84,1.02,4.32,-15,No,Autonomy,Positive,Kiosk
SUR00822,EMP00323,Manager Effectiveness,2023-05-05,HR,L3,Remote,2.48,2.89,2.73,2.45,2.05,1.96,-93,Yes,Management,Negative,QR Code
SUR00823,EMP00981,Engagement,2021-04-22,Legal,L4,Boston,3.97,1.09,2.18,1.67,1.77,4.53,12,No,Culture,Positive,Kiosk
SUR00824,EMP01188,Engagement,2023-01-23,Product,L1,Atlanta,2.35,1.6,3.85,4.45,3.5,3.47,26,Neutral,Tools & Technology,Positive,QR Code
SUR00825,EMP00250,Onboarding,2023-12-16,Product,L5,Remote,3.81,4.38,3.1,4.23,1.46,4.26,41,Yes,Work-Life Balance,Neutral,Email
SUR00826,EMP00650,Manager Effectiveness,2026-05-15,Sales,L1,San Francisco,2.03,3.89,1.46,2.17,4.22,2.25,-7,No,Recognition,Neutral,App
SUR00827,EMP00153,Wellbeing,2026-03-31,HR,L4,San Francisco,4.69,2.88,4.37,3.86,1.37,4.57,-100,Neutral,Recognition,Neutral,Kiosk
SUR00828,EMP00636,Onboarding,2024-09-02,Engineering,L5,Boston,2.9,4.26,1.77,1.03,1.49,4.92,-77,No,Recognition,Positive,QR Code
SUR00829,EMP00060,Exit,2021-08-02,HR,L6,New York,1.45,3.69,2.81,3.13,4.43,3.66,33,Neutral,Work-Life Balance,Neutral,App
SUR00830,EMP00061,Pulse,2026-05-30,Operations,L4,Remote,2.52,4.82,2.69,1.05,1.25,1.26,98,Neutral,Tools & Technology,Neutral,App
SUR00831,EMP00817,Wellbeing,2021-04-28,Design,L7,Atlanta,3.21,4.84,4.41,1.3,2.68,2.12,-31,Neutral,Management,Neutral,Email
SUR00832,EMP00251,Onboarding,2025-12-05,Product,L3,Seattle,3.64,4.77,1.58,4.64,3.11,1.51,-85,Neutral,Recognition,Neutral,App
SUR00833,EMP00151,Manager Effectiveness,2021-06-12,Legal,L5,Seattle,2.6,1.9,4.23,4.77,4.24,1.39,79,No,Management,Positive,Kiosk
SUR00834,EMP00866,Exit,2022-10-15,Marketing,L1,Atlanta,2.15,2.03,1.75,4.7,1.39,2.73,-31,Neutral,Tools & Technology,Positive,QR Code
SUR00835,EMP00070,Manager Effectiveness,2022-10-25,Data Science,L7,Seattle,1.41,3.76,1.85,4.92,4.71,1.42,-43,Neutral,Culture,Negative,QR Code
SUR00836,EMP00496,Wellbeing,2021-08-04,Data Science,L1,Atlanta,3.17,4.39,1.18,2.93,2.71,4.34,91,No,Autonomy,Negative,QR Code
SUR00837,EMP00110,Engagement,2024-02-16,Customer Success,L2,New York,2.1,3.78,2.29,4.43,2.11,2.13,-22,No,Compensation,Positive,Kiosk
SUR00838,EMP00457,Onboarding,2026-07-12,Data Science,L7,Remote,2.88,2.73,3.41,1.14,3.66,3.01,-8,Yes,Tools & Technology,Positive,Email
SUR00839,EMP00991,Manager Effectiveness,2025-11-02,Operations,L1,Seattle,4.93,4.18,1.86,1.07,4.65,1.46,-17,Neutral,Recognition,Negative,QR Code
SUR00840,EMP00551,Wellbeing,2021-02-06,Design,L5,Boston,1.68,1.08,3.9,3.63,2.42,3.4,23,Neutral,Management,Negative,Email
SUR00841,EMP01087,Onboarding,2023-07-05,Design,L2,Denver,2.59,1.2,4.79,3.96,3.43,3.54,-56,No,Work-Life Balance,Neutral,Email
SUR00842,EMP00186,DEI,2022-12-11,Finance,L1,Denver,1.71,2.95,3.58,4.57,1.1,4.91,88,Neutral,Career Growth,Neutral,App
SUR00843,EMP00183,Manager Effectiveness,2021-09-09,Marketing,L6,San Francisco,2.84,3.33,3.41,4.51,1.59,4.3,-59,Yes,Compensation,Positive,App
SUR00844,EMP00675,Exit,2023-09-23,Product,L2,Boston,1.01,3.76,4.33,3.08,2.38,4.03,9,Yes,Recognition,Positive,QR Code
SUR00845,EMP00238,Onboarding,2021-07-08,HR,L3,Austin,2.99,3.83,1.75,1.81,3.6,1.93,25,No,Management,Positive,Kiosk
SUR00846,EMP00310,Engagement,2024-06-01,Finance,L2,New York,2.76,1.95,2.92,1.45,3.6,2.82,58,Neutral,Culture,Positive,Kiosk
SUR00847,EMP00104,Manager Effectiveness,2024-09-18,Operations,L5,Austin,3.65,4.39,2.32,4.81,4.62,4.23,-100,Neutral,Tools & Technology,Neutral,QR Code
SUR00848,EMP01013,DEI,2025-06-28,Design,L5,Chicago,2.58,3.69,1.73,1.84,3.34,2.82,-44,Neutral,Work-Life Balance,Neutral,Email
SUR00849,EMP00262,DEI,2021-11-01,Sales,L2,Boston,1.41,3.64,3.55,1.96,1.83,1.43,21,No,Compensation,Neutral,Email
SUR00850,EMP00365,Manager Effectiveness,2022-06-17,Legal,L5,Seattle,4.82,4.33,4.25,3.85,4.51,1.68,-65,Neutral,Management,Positive,App
SUR00851,EMP00349,Engagement,2024-02-17,Product,L7,Chicago,3.09,2.29,3.82,4.22,1.24,4.07,95,Neutral,Culture,Positive,Email
SUR00852,EMP00510,Exit,2021-01-25,Customer Success,L3,Dallas,4.51,4.84,1.82,3.47,1.5,4.8,-72,No,Management,Positive,QR Code
SUR00853,EMP00111,DEI,2021-01-14,IT,L7,Remote,1.84,1.27,1.43,1.93,4.7,4.37,-23,No,Compensation,Negative,Email
SUR00854,EMP00405,Exit,2024-07-30,Finance,L6,Atlanta,4.55,4.22,3.17,1.38,4.17,2.78,71,No,Culture,Neutral,App
SUR00855,EMP00628,Manager Effectiveness,2023-01-21,Operations,L3,New York,2.76,2.95,4.93,1.06,4.66,4.67,-18,Neutral,Management,Positive,Kiosk
SUR00856,EMP01131,Wellbeing,2021-07-27,Data Science,L1,Dallas,1.11,3.22,1.72,3.61,1.93,4.97,-86,Yes,Culture,Neutral,QR Code
SUR00857,EMP01134,Manager Effectiveness,2021-12-06,Operations,L5,Atlanta,3.95,1.88,1.28,2.48,4.08,1.4,-40,Yes,Career Growth,Neutral,Email
SUR00858,EMP00781,Exit,2023-05-03,Data Science,L4,New York,3.58,3.65,2.61,4.06,1.93,1.4,-83,Neutral,Recognition,Negative,Email
SUR00859,EMP00214,DEI,2022-11-12,Operations,L6,Chicago,1.1,1.98,1.82,1.46,1.76,3.74,-42,No,Autonomy,Negative,Email
SUR00860,EMP00956,Engagement,2025-05-05,HR,L4,Remote,3.52,1.84,2.66,4.24,3.32,4.52,-97,No,Tools & Technology,Negative,App
SUR00861,EMP00093,Exit,2021-10-22,Sales,L4,Austin,4.31,2.8,3.77,1.51,2.73,2.08,22,Yes,Management,Neutral,Kiosk
SUR00862,EMP00125,Manager Effectiveness,2023-05-20,Operations,L7,Austin,3.3,3.42,2.34,4.56,2.54,4.66,12,Neutral,Work-Life Balance,Positive,Email
SUR00863,EMP00923,Pulse,2026-01-31,Design,L6,New York,3.49,2.91,4.25,4.88,1.09,1.94,78,Neutral,Tools & Technology,Positive,Email
SUR00864,EMP01165,DEI,2025-03-24,Legal,L5,Seattle,2.11,2.74,4.81,2.79,4.99,3.79,37,Yes,Autonomy,Neutral,Kiosk
SUR00865,EMP00380,Engagement,2026-06-10,Operations,L3,New York,4.71,3.54,4.62,4.89,4.68,4.69,70,No,Recognition,Neutral,Kiosk
SUR00866,EMP00020,DEI,2025-05-31,Marketing,L1,San Francisco,3.92,3.58,4.2,3.41,3.39,1.97,-94,Yes,Compensation,Neutral,Email
SUR00867,EMP00621,Manager Effectiveness,2021-03-10,Operations,L6,Dallas,1.21,3.52,1.08,1.29,2.02,4.14,10,No,Culture,Negative,Kiosk
SUR00868,EMP00012,Engagement,2021-01-28,Engineering,L3,New York,1.09,3.85,2.02,2.44,3.49,2.54,-46,No,Autonomy,Neutral,App
SUR00869,EMP00740,Exit,2021-02-08,Finance,L5,Remote,3.42,4.44,2.59,1.54,2.77,1.24,-51,Neutral,Career Growth,Negative,QR Code
SUR00870,EMP00679,Wellbeing,2021-06-12,Sales,L5,San Francisco,1.68,4.57,4.17,2.54,1.71,3.63,-85,Neutral,Work-Life Balance,Neutral,Kiosk
SUR00871,EMP00047,Onboarding,2022-05-08,Sales,L3,New York,2.76,4.35,4.4,4.1,2.03,3.53,75,No,Autonomy,Neutral,QR Code
SUR00872,EMP00387,Manager Effectiveness,2025-04-27,Sales,L6,New York,3.76,4.57,4.11,1.63,1.99,3.34,2,No,Career Growth,Positive,Kiosk
SUR00873,EMP00630,Exit,2021-07-24,Legal,L5,Seattle,4.68,2.11,3.37,2.13,4.04,3.57,55,Yes,Culture,Negative,Kiosk
SUR00874,EMP00173,Wellbeing,2024-01-16,HR,L2,Dallas,4.58,1.27,1.35,4.2,1.97,2.78,-68,No,Culture,Neutral,App
SUR00875,EMP01185,Exit,2025-03-13,Design,L3,Remote,1.37,4.44,4.66,2.2,3.12,4.68,-22,Yes,Career Growth,Negative,Kiosk
SUR00876,EMP00788,Onboarding,2025-10-09,Customer Success,L3,Denver,1.94,4.88,3.32,3.58,2.16,3.97,28,No,Career Growth,Negative,QR Code
SUR00877,EMP00500,Exit,2023-03-25,Data Science,L6,Atlanta,2.67,2.02,3.29,4.7,2.81,1.18,-37,No,Management,Neutral,Email
SUR00878,EMP01153,Engagement,2025-10-18,Customer Success,L4,San Francisco,2.69,4.39,3.29,2.23,2.74,2.83,8,Neutral,Recognition,Positive,Email
SUR00879,EMP00247,DEI,2022-01-24,Operations,L2,Denver,4.35,1.5,3.31,3.59,1.84,2.79,48,No,Career Growth,Negative,Kiosk
SUR00880,EMP00862,Manager Effectiveness,2025-10-22,Product,L3,Remote,1.47,3.51,4.38,2.74,4.14,4.19,87,Neutral,Recognition,Neutral,Email
SUR00881,EMP00621,Manager Effectiveness,2022-07-23,Product,L4,Atlanta,4.67,4.98,2.09,2.42,2.8,4.39,-86,Yes,Tools & Technology,Negative,Email
SUR00882,EMP00176,Onboarding,2023-01-25,Finance,L3,Remote,2.13,3.56,4.14,3.77,4.51,2.28,-18,Yes,Tools & Technology,Neutral,App
SUR00883,EMP01005,Onboarding,2026-04-30,Finance,L6,Dallas,2.08,2.35,2.35,3.68,2.89,4.77,92,Neutral,Recognition,Positive,App
SUR00884,EMP00693,Wellbeing,2022-07-11,Marketing,L1,Boston,1.11,3.26,2.37,1.86,1.04,2.8,20,Neutral,Autonomy,Positive,App
SUR00885,EMP00973,Exit,2024-03-17,Operations,L6,Dallas,4.52,2.99,4.79,3.22,4.96,4.37,-60,Neutral,Recognition,Neutral,Email
SUR00886,EMP00481,Exit,2026-03-10,Legal,L7,Remote,3.16,4.15,1.75,2.86,3.73,2.22,38,Yes,Culture,Positive,Kiosk
SUR00887,EMP00095,Engagement,2026-05-22,Product,L5,Denver,4.21,2.73,1.9,2.98,4.12,3.72,-35,Yes,Culture,Neutral,Email
SUR00888,EMP00861,Onboarding,2024-03-01,Sales,L5,San Francisco,2.56,4.78,2.71,2.33,4.42,3.75,-56,No,Management,Neutral,Email
SUR00889,EMP00203,Exit,2024-05-26,Sales,L3,Denver,3.45,3.12,2.92,3.04,1.83,2.91,-89,Yes,Work-Life Balance,Positive,App
SUR00890,EMP00631,Manager Effectiveness,2025-02-18,IT,L1,Austin,1.83,4.08,2.2,1.71,4.95,3.3,83,Yes,Culture,Negative,Kiosk
SUR00891,EMP00201,DEI,2021-01-08,Sales,L6,Denver,3.69,3.55,4.63,3.45,1.47,3.78,46,No,Recognition,Neutral,Email
SUR00892,EMP00507,Engagement,2026-07-23,Sales,L5,Austin,3.21,4.97,4.62,2.05,4.66,3.36,-76,Yes,Management,Positive,App
SUR00893,EMP00473,DEI,2025-07-25,Design,L1,Boston,3.41,2.54,2.73,2.73,3.32,1.62,46,No,Compensation,Negative,App
SUR00894,EMP00987,Onboarding,2025-12-09,Data Science,L6,Seattle,4.55,3.12,2.2,1.97,3.88,1.97,60,Neutral,Tools & Technology,Positive,App
SUR00895,EMP00020,Manager Effectiveness,2026-07-03,Design,L2,Atlanta,2.9,1.55,4.17,4.98,3.3,4.26,2,Yes,Tools & Technology,Positive,Kiosk
SUR00896,EMP00722,Pulse,2021-11-20,Legal,L4,Remote,3.43,2.11,4.37,3.53,3.7,3.81,-38,Neutral,Autonomy,Positive,QR Code
SUR00897,EMP01144,Wellbeing,2023-08-03,Design,L4,Remote,4.54,3.94,4.52,3.11,4.33,4.44,-80,Yes,Recognition,Neutral,App
SUR00898,EMP01038,Exit,2023-09-11,Finance,L4,Dallas,2.53,3.47,1.21,1.07,2.52,4.49,100,Yes,Recognition,Negative,QR Code
SUR00899,EMP00643,Pulse,2025-09-06,Design,L3,San Francisco,3.97,2.94,1.3,3.06,1.56,2.14,-33,Yes,Career Growth,Neutral,Email
SUR00900,EMP01161,Engagement,2021-10-03,IT,L7,Seattle,2.0,3.75,2.83,4.95,1.72,2.46,35,Yes,Culture,Negative,QR Code
SUR00901,EMP00455,Manager Effectiveness,2023-01-03,Operations,L1,San Francisco,3.33,2.48,4.61,3.65,1.12,1.46,-18,Neutral,Culture,Neutral,QR Code
SUR00902,EMP00908,Manager Effectiveness,2022-04-07,Sales,L7,Chicago,2.91,3.78,3.9,3.86,4.95,3.77,-30,Neutral,Compensation,Positive,QR Code
SUR00903,EMP00737,Exit,2026-05-03,Engineering,L7,Atlanta,5.0,1.03,4.77,3.82,3.8,4.99,13,Yes,Autonomy,Positive,App
SUR00904,EMP00986,Manager Effectiveness,2024-07-21,Data Science,L1,San Francisco,4.37,4.5,1.39,4.52,2.16,1.69,-60,Yes,Management,Positive,Kiosk
SUR00905,EMP00032,Engagement,2023-05-02,Sales,L2,Dallas,2.53,2.08,3.77,2.71,2.61,1.68,66,No,Work-Life Balance,Neutral,App
SUR00906,EMP00700,DEI,2025-01-18,Engineering,L7,Seattle,4.31,1.33,4.32,3.84,1.12,4.14,-23,No,Career Growth,Positive,Kiosk
SUR00907,EMP00497,Engagement,2024-12-20,Sales,L5,Boston,3.44,4.65,4.85,4.25,2.63,4.32,-62,No,Recognition,Negative,App
SUR00908,EMP00562,Manager Effectiveness,2026-03-14,Product,L4,Remote,2.75,1.2,2.31,4.65,4.37,2.33,-62,No,Autonomy,Neutral,Email
SUR00909,EMP00560,Pulse,2022-01-03,Finance,L4,Seattle,4.03,2.55,4.51,3.65,3.77,2.66,-72,Neutral,Autonomy,Neutral,Kiosk
SUR00910,EMP00217,Wellbeing,2023-11-28,Marketing,L4,Atlanta,1.44,1.46,3.25,4.31,1.39,1.22,42,Yes,Work-Life Balance,Negative,QR Code
SUR00911,EMP00677,Onboarding,2026-02-08,Product,L1,Dallas,1.68,2.97,3.19,4.4,2.3,1.19,-31,Neutral,Culture,Positive,Kiosk
SUR00912,EMP00572,Wellbeing,2021-10-09,IT,L3,Austin,3.99,2.97,3.52,3.12,1.24,2.39,-89,Yes,Tools & Technology,Positive,App
SUR00913,EMP00898,Wellbeing,2023-11-15,Data Science,L4,Austin,2.64,2.01,3.47,4.98,1.17,1.57,-84,No,Work-Life Balance,Neutral,App
SUR00914,EMP00012,Exit,2026-06-22,Legal,L6,Dallas,1.31,3.61,1.18,3.14,4.61,1.88,-8,Neutral,Autonomy,Positive,App
SUR00915,EMP00958,Exit,2023-04-22,Design,L1,New York,2.25,1.49,2.84,1.33,1.15,4.19,10,Yes,Work-Life Balance,Negative,QR Code
SUR00916,EMP00713,Manager Effectiveness,2026-05-24,Sales,L6,Dallas,4.52,1.02,2.8,2.89,2.0,3.03,-6,No,Autonomy,Neutral,Email
SUR00917,EMP01085,Wellbeing,2023-05-27,Product,L4,New York,2.73,2.95,3.75,3.42,1.64,4.31,41,Yes,Culture,Negative,Email
SUR00918,EMP00531,Pulse,2021-01-22,Data Science,L5,Austin,1.44,1.63,4.81,3.98,3.49,3.14,-50,No,Autonomy,Neutral,Email
