interaction_id,employee_id,department,customer_id,interaction_date,channel,product_service,csat_score,nps_score,resolution_time_hrs,first_contact_resolution,escalated,sentiment,feedback_category,region,repeat_contact
INT00383,EMP00548,Operations,CUST87881,2024-08-19,In-Person,Enterprise Plan,1.1,4,41.2,Yes,Yes,Neutral,Accuracy,EMEA,No
INT00384,EMP00623,Sales,CUST58029,2024-01-14,In-Person,Product C,3.3,8,24.7,Yes,No,Positive,Knowledge,LATAM,Yes
INT00385,EMP00655,Support,CUST63732,2023-08-21,Self-Service Portal,Enterprise Plan,3.8,4,17.0,Yes,No,Neutral,Follow-Up,LATAM,Yes
INT00386,EMP00219,Customer Success,CUST52636,2024-12-27,Self-Service Portal,Enterprise Plan,2.7,9,44.4,Yes,No,Positive,Courtesy,EMEA,Yes
INT00387,EMP00307,Operations,CUST30640,2022-02-09,Chat,Enterprise Plan,1.5,0,8.1,Yes,No,Positive,Knowledge,EMEA,No
INT00388,EMP00226,Customer Success,CUST18840,2025-09-11,Self-Service Portal,Enterprise Plan,4.9,3,53.4,Yes,No,Neutral,Speed,APAC,No
INT00389,EMP00333,Support,CUST83015,2025-04-13,Self-Service Portal,Enterprise Plan,3.8,6,55.3,Yes,Yes,Positive,Speed,LATAM,No
INT00390,EMP00913,Sales,CUST78179,2022-07-29,Self-Service Portal,Enterprise Plan,2.5,8,18.1,No,No,Neutral,Accuracy,North America,No
INT00391,EMP00042,Support,CUST92277,2024-07-06,Email,Product C,2.6,8,63.3,No,No,Neutral,Follow-Up,LATAM,Yes
INT00392,EMP00191,Support,CUST47592,2022-11-08,Email,Starter Plan,3.5,0,44.7,Yes,No,Neutral,Knowledge,EMEA,Yes
INT00393,EMP00097,Support,CUST40714,2024-04-29,Self-Service Portal,Enterprise Plan,3.9,9,3.9,No,No,Positive,Courtesy,EMEA,No
INT00394,EMP00361,Customer Success,CUST23413,2025-01-09,In-Person,Service Package 1,2.7,1,11.9,Yes,No,Negative,Speed,North America,No
INT00395,EMP00453,Customer Success,CUST90692,2022-08-09,Email,Starter Plan,3.0,0,58.0,Yes,No,Neutral,Accuracy,North America,No
INT00396,EMP00310,Operations,CUST26384,2023-06-14,Chat,Service Package 1,4.7,9,41.9,No,No,Neutral,Courtesy,North America,No
INT00397,EMP00133,Operations,CUST29024,2023-04-22,Self-Service Portal,Product B,4.6,5,9.7,Yes,No,Neutral,Knowledge,APAC,No
INT00398,EMP00836,Customer Success,CUST24534,2022-11-30,Phone,Product A,4.5,6,60.5,Yes,No,Positive,Speed,APAC,Yes
INT00399,EMP00988,Support,CUST36110,2025-07-08,Self-Service Portal,Product B,3.1,2,63.8,No,Yes,Neutral,Courtesy,EMEA,Yes
INT00400,EMP00721,Sales,CUST47488,2022-12-09,Email,Enterprise Plan,2.2,8,64.9,Yes,No,Negative,Accuracy,North America,Yes
INT00401,EMP00966,Customer Success,CUST14808,2024-03-23,Email,Service Package 1,3.1,1,49.7,Yes,No,Negative,Follow-Up,EMEA,No
INT00402,EMP00433,Support,CUST44139,2023-01-27,Chat,Starter Plan,2.3,7,50.1,Yes,No,Negative,Courtesy,North America,Yes
INT00403,EMP01039,Support,CUST18139,2024-01-24,Self-Service Portal,Enterprise Plan,2.9,0,18.2,Yes,No,Positive,Follow-Up,LATAM,Yes
INT00404,EMP00266,Sales,CUST35180,2023-11-01,Phone,Enterprise Plan,4.7,0,44.3,Yes,No,Positive,Courtesy,APAC,Yes
INT00405,EMP00746,Sales,CUST82477,2026-02-07,Self-Service Portal,Enterprise Plan,1.9,3,15.2,No,No,Negative,Accuracy,APAC,No
INT00406,EMP01074,Customer Success,CUST52768,2025-01-30,Email,Enterprise Plan,3.5,9,67.3,Yes,Yes,Neutral,Follow-Up,North America,No
INT00407,EMP00685,Customer Success,CUST55874,2023-12-02,In-Person,Service Package 1,2.1,4,9.7,Yes,No,Positive,Speed,North America,No
INT00408,EMP00491,Operations,CUST48408,2024-08-06,Phone,Product C,4.2,7,4.4,Yes,Yes,Neutral,Follow-Up,North America,No
INT00409,EMP00289,Support,CUST92501,2023-07-08,In-Person,Service Package 1,1.9,10,47.5,No,No,Negative,Speed,APAC,No
INT00410,EMP00084,Customer Success,CUST41947,2022-01-19,Email,Service Package 1,2.7,0,66.0,Yes,Yes,Negative,Knowledge,LATAM,Yes
INT00411,EMP00680,Operations,CUST85965,2025-10-13,In-Person,Product B,1.4,8,3.9,Yes,No,Negative,Speed,EMEA,No
INT00412,EMP00341,Sales,CUST51627,2024-01-23,In-Person,Enterprise Plan,2.1,9,0.8,Yes,No,Positive,Speed,North America,Yes
INT00413,EMP01039,Operations,CUST90770,2025-08-05,Phone,Enterprise Plan,2.6,0,63.4,Yes,No,Positive,Follow-Up,APAC,No
INT00414,EMP00327,Support,CUST21628,2024-04-21,Self-Service Portal,Product C,4.0,10,45.9,Yes,No,Negative,Knowledge,North America,No
INT00415,EMP00080,Support,CUST36166,2026-02-03,Chat,Product A,2.5,4,35.8,Yes,No,Negative,Accuracy,North America,No
INT00416,EMP01106,Customer Success,CUST16579,2024-08-22,Self-Service Portal,Enterprise Plan,4.6,3,19.5,No,No,Positive,Accuracy,North America,No
INT00417,EMP00346,Operations,CUST69601,2023-09-08,Chat,Product B,3.9,9,27.1,Yes,Yes,Neutral,Follow-Up,North America,No
INT00418,EMP00374,Operations,CUST22900,2023-10-12,Email,Product B,2.8,7,61.6,Yes,No,Neutral,Accuracy,LATAM,Yes
INT00419,EMP00959,Customer Success,CUST59848,2025-02-25,Phone,Product B,4.0,8,60.1,Yes,Yes,Neutral,Follow-Up,North America,Yes
INT00420,EMP00736,Sales,CUST49070,2025-08-11,Chat,Product A,1.8,7,67.7,Yes,No,Neutral,Accuracy,North America,Yes
INT00421,EMP00410,Support,CUST72054,2025-06-20,In-Person,Product A,2.2,4,21.4,Yes,No,Neutral,Follow-Up,LATAM,No
INT00422,EMP01124,Support,CUST38912,2022-06-19,Chat,Product B,1.7,9,6.2,Yes,No,Neutral,Knowledge,APAC,No
INT00423,EMP00083,Operations,CUST58429,2026-04-13,Email,Product A,1.7,0,1.9,No,No,Negative,Accuracy,EMEA,Yes
INT00424,EMP00104,Support,CUST27817,2022-02-15,Chat,Product B,1.6,4,33.5,Yes,No,Positive,Follow-Up,APAC,No
INT00425,EMP00648,Customer Success,CUST19871,2023-02-16,In-Person,Service Package 1,1.6,5,1.5,Yes,No,Negative,Speed,North America,No
INT00426,EMP00650,Operations,CUST52341,2022-10-24,Phone,Enterprise Plan,1.9,6,43.7,Yes,No,Neutral,Accuracy,North America,Yes
INT00427,EMP00258,Customer Success,CUST27649,2022-02-25,Self-Service Portal,Service Package 1,2.7,5,66.1,Yes,No,Neutral,Speed,LATAM,No
INT00428,EMP00868,Sales,CUST11685,2024-12-02,Self-Service Portal,Product B,2.8,9,35.7,Yes,No,Negative,Accuracy,EMEA,No
INT00429,EMP00517,Customer Success,CUST74537,2023-06-28,Email,Service Package 1,3.0,0,8.7,Yes,Yes,Positive,Knowledge,LATAM,No
INT00430,EMP00569,Operations,CUST55584,2022-03-08,Email,Starter Plan,1.3,6,63.7,Yes,No,Neutral,Accuracy,LATAM,No
INT00431,EMP00638,Customer Success,CUST97745,2025-06-01,In-Person,Enterprise Plan,1.0,2,2.0,Yes,Yes,Negative,Speed,LATAM,No
INT00432,EMP00118,Support,CUST68072,2024-04-11,Chat,Enterprise Plan,2.3,4,64.5,Yes,Yes,Positive,Knowledge,EMEA,Yes
INT00433,EMP01175,Sales,CUST13547,2023-09-21,Phone,Enterprise Plan,4.2,8,47.1,Yes,No,Positive,Courtesy,LATAM,Yes
INT00434,EMP00115,Operations,CUST40401,2025-02-01,Chat,Product B,1.6,1,26.4,No,No,Neutral,Accuracy,LATAM,No
INT00435,EMP01032,Sales,CUST92369,2023-12-19,Email,Product B,3.0,5,55.2,No,No,Positive,Accuracy,APAC,No
INT00436,EMP00917,Support,CUST51015,2023-05-03,Self-Service Portal,Product B,2.4,6,65.5,Yes,Yes,Positive,Follow-Up,North America,No
INT00437,EMP00562,Support,CUST42553,2022-09-19,Self-Service Portal,Service Package 1,3.3,0,13.5,Yes,No,Positive,Accuracy,EMEA,No
INT00438,EMP00928,Customer Success,CUST96154,2023-04-16,Email,Starter Plan,4.3,2,37.9,No,Yes,Negative,Accuracy,LATAM,Yes
INT00439,EMP00119,Support,CUST28211,2022-05-06,In-Person,Product A,1.1,8,20.8,Yes,No,Negative,Knowledge,LATAM,No
INT00440,EMP00947,Support,CUST34658,2022-10-13,Email,Enterprise Plan,2.6,10,46.1,No,No,Neutral,Courtesy,EMEA,Yes
INT00441,EMP00906,Support,CUST96621,2024-08-23,Email,Product B,3.1,10,67.8,Yes,No,Neutral,Follow-Up,North America,No
INT00442,EMP00604,Sales,CUST37782,2025-02-09,Phone,Starter Plan,3.1,9,63.6,Yes,Yes,Negative,Follow-Up,North America,No
INT00443,EMP00614,Support,CUST53137,2025-12-08,Email,Starter Plan,2.8,5,46.0,No,Yes,Positive,Courtesy,North America,Yes
INT00444,EMP00355,Sales,CUST38732,2024-03-02,Email,Enterprise Plan,2.5,1,5.0,Yes,No,Neutral,Speed,EMEA,No
INT00445,EMP00477,Customer Success,CUST97841,2023-04-04,In-Person,Starter Plan,2.0,0,58.0,No,No,Neutral,Speed,LATAM,No
INT00446,EMP01064,Operations,CUST29358,2025-04-23,Email,Product A,3.4,1,2.9,Yes,No,Neutral,Courtesy,North America,No
INT00447,EMP00994,Support,CUST47548,2024-11-22,In-Person,Product A,4.5,8,6.3,No,Yes,Neutral,Courtesy,LATAM,No
INT00448,EMP00046,Operations,CUST90280,2023-01-09,Email,Product B,3.1,3,17.0,No,No,Neutral,Accuracy,EMEA,Yes
INT00449,EMP00678,Operations,CUST62598,2022-11-06,Phone,Starter Plan,4.4,2,27.8,No,No,Positive,Follow-Up,APAC,No
INT00450,EMP00696,Sales,CUST95290,2022-07-27,Self-Service Portal,Service Package 1,1.6,3,43.3,No,No,Negative,Courtesy,LATAM,No
INT00451,EMP00381,Sales,CUST43331,2023-02-22,Chat,Enterprise Plan,1.2,3,57.5,Yes,No,Negative,Accuracy,LATAM,Yes
INT00452,EMP00629,Support,CUST49257,2025-02-22,Email,Product A,2.0,0,61.0,Yes,No,Negative,Follow-Up,LATAM,Yes
INT00453,EMP00144,Sales,CUST93480,2024-07-17,In-Person,Product B,3.2,7,22.9,No,No,Negative,Follow-Up,North America,No
INT00454,EMP00399,Support,CUST54362,2025-11-27,In-Person,Product A,1.1,1,33.0,Yes,No,Neutral,Courtesy,North America,Yes
INT00455,EMP00876,Support,CUST72432,2022-10-02,Email,Product B,1.3,6,49.1,Yes,Yes,Positive,Speed,LATAM,No
INT00456,EMP00734,Operations,CUST85184,2024-05-31,In-Person,Service Package 1,2.4,1,49.8,Yes,No,Neutral,Courtesy,LATAM,No
INT00457,EMP00779,Sales,CUST40393,2024-03-23,Self-Service Portal,Service Package 1,2.6,3,32.2,No,Yes,Positive,Speed,APAC,No
INT00458,EMP01011,Operations,CUST63745,2024-09-13,Chat,Product A,2.0,5,65.9,Yes,No,Negative,Follow-Up,EMEA,No
INT00459,EMP00175,Customer Success,CUST21383,2023-12-12,Chat,Service Package 1,2.4,2,44.4,Yes,No,Negative,Follow-Up,North America,No
INT00460,EMP00389,Operations,CUST28845,2023-06-14,Self-Service Portal,Product A,4.1,4,31.3,No,No,Positive,Follow-Up,EMEA,No
INT00461,EMP00696,Customer Success,CUST29787,2025-07-04,In-Person,Enterprise Plan,2.5,10,68.6,No,No,Negative,Speed,APAC,Yes
INT00462,EMP00468,Support,CUST14462,2023-01-31,Self-Service Portal,Service Package 1,3.1,5,6.0,Yes,No,Positive,Speed,North America,No
INT00463,EMP00050,Operations,CUST74708,2024-09-23,Email,Service Package 1,3.2,2,48.8,No,No,Neutral,Knowledge,North America,Yes
INT00464,EMP00685,Support,CUST79657,2026-02-12,Chat,Enterprise Plan,4.8,7,55.3,Yes,Yes,Positive,Follow-Up,North America,Yes
INT00465,EMP00128,Support,CUST28506,2022-07-06,Email,Product C,1.1,7,30.5,No,No,Negative,Knowledge,North America,No
INT00466,EMP01089,Operations,CUST59976,2023-08-17,Chat,Product B,2.0,3,32.9,Yes,Yes,Positive,Knowledge,APAC,No
INT00467,EMP00820,Customer Success,CUST35311,2022-06-26,Phone,Service Package 1,2.8,3,46.5,Yes,No,Negative,Knowledge,APAC,Yes
INT00468,EMP00554,Support,CUST21861,2022-12-04,In-Person,Product C,2.9,9,38.6,Yes,No,Neutral,Accuracy,North America,No
INT00469,EMP00404,Support,CUST31488,2024-01-17,Phone,Product B,1.0,9,38.2,Yes,No,Neutral,Knowledge,LATAM,No
INT00470,EMP00116,Customer Success,CUST47512,2024-08-30,Chat,Starter Plan,3.2,0,59.1,Yes,No,Negative,Follow-Up,North America,No
INT00471,EMP00940,Customer Success,CUST35115,2023-07-16,Phone,Product A,2.6,8,30.2,Yes,Yes,Positive,Follow-Up,EMEA,Yes
INT00472,EMP00212,Support,CUST35416,2023-12-04,Email,Service Package 1,4.9,0,3.4,Yes,No,Positive,Follow-Up,LATAM,Yes
INT00473,EMP01143,Support,CUST21214,2025-05-16,In-Person,Product B,4.5,4,58.4,Yes,No,Neutral,Courtesy,LATAM,No
INT00474,EMP00060,Support,CUST74956,2025-04-01,Email,Product B,1.7,1,55.5,Yes,No,Neutral,Knowledge,APAC,Yes
INT00475,EMP01084,Sales,CUST34855,2023-11-02,In-Person,Product B,3.8,1,43.8,Yes,No,Negative,Knowledge,EMEA,Yes
INT00476,EMP01114,Sales,CUST70672,2024-11-27,In-Person,Enterprise Plan,4.1,10,26.4,No,No,Negative,Knowledge,EMEA,No
INT00477,EMP00743,Operations,CUST80050,2024-12-02,Phone,Starter Plan,4.8,5,53.2,No,No,Neutral,Accuracy,North America,No
INT00478,EMP00448,Support,CUST78905,2024-09-01,Self-Service Portal,Service Package 1,4.0,8,1.8,Yes,No,Positive,Speed,APAC,Yes
INT00479,EMP00769,Support,CUST26209,2026-02-26,Phone,Product B,1.6,0,26.4,Yes,No,Negative,Courtesy,LATAM,No
INT00480,EMP01072,Customer Success,CUST79848,2023-04-03,Chat,Product B,2.5,2,52.3,No,No,Negative,Follow-Up,EMEA,No
INT00481,EMP00812,Customer Success,CUST67188,2025-12-25,In-Person,Product A,2.6,5,71.8,Yes,No,Negative,Follow-Up,EMEA,No
INT00482,EMP00202,Customer Success,CUST91035,2025-12-19,Self-Service Portal,Starter Plan,4.8,9,57.4,No,Yes,Neutral,Follow-Up,EMEA,No
INT00483,EMP00371,Sales,CUST28151,2026-02-15,Email,Service Package 1,3.0,3,28.8,Yes,No,Negative,Speed,North America,No
INT00484,EMP00977,Sales,CUST25639,2022-05-23,Phone,Product B,1.1,2,62.7,Yes,No,Positive,Knowledge,EMEA,Yes
INT00485,EMP01001,Support,CUST97676,2025-10-18,Phone,Enterprise Plan,3.4,3,71.9,Yes,No,Positive,Accuracy,APAC,Yes
INT00486,EMP00688,Operations,CUST42035,2023-10-18,Chat,Service Package 1,3.3,3,56.3,No,No,Positive,Courtesy,EMEA,No
INT00487,EMP00870,Operations,CUST39224,2025-04-25,Phone,Service Package 1,2.1,10,27.8,Yes,No,Negative,Follow-Up,North America,Yes
INT00488,EMP00304,Customer Success,CUST11218,2023-01-15,Email,Starter Plan,2.9,10,55.8,No,Yes,Negative,Accuracy,North America,No
INT00489,EMP00136,Operations,CUST97726,2023-05-18,Email,Service Package 1,1.5,3,42.4,Yes,Yes,Negative,Follow-Up,APAC,No
INT00490,EMP00573,Operations,CUST56042,2022-06-16,Chat,Product B,2.0,8,49.1,No,No,Neutral,Speed,LATAM,No
INT00491,EMP00156,Sales,CUST28574,2022-09-30,Email,Service Package 1,4.3,0,41.8,Yes,Yes,Positive,Courtesy,LATAM,No
INT00492,EMP00598,Sales,CUST89118,2022-01-21,Phone,Product C,3.7,3,16.0,Yes,No,Positive,Accuracy,LATAM,No
INT00493,EMP00081,Customer Success,CUST25481,2022-12-24,Self-Service Portal,Product A,3.0,10,56.6,Yes,No,Neutral,Courtesy,North America,Yes
INT00494,EMP00107,Customer Success,CUST60784,2024-08-11,Self-Service Portal,Enterprise Plan,1.3,3,20.5,Yes,No,Negative,Speed,LATAM,No
INT00495,EMP00811,Customer Success,CUST28970,2022-08-18,In-Person,Product C,2.9,6,35.0,Yes,No,Positive,Knowledge,LATAM,No
INT00496,EMP00306,Operations,CUST54360,2025-08-04,Email,Enterprise Plan,2.7,8,42.9,No,Yes,Neutral,Accuracy,APAC,No
INT00497,EMP00257,Customer Success,CUST80439,2022-02-03,Self-Service Portal,Enterprise Plan,3.7,3,7.9,Yes,No,Negative,Knowledge,APAC,Yes
INT00498,EMP00618,Sales,CUST99112,2025-07-24,Phone,Product C,2.6,8,1.8,No,No,Neutral,Accuracy,LATAM,No
INT00499,EMP00650,Operations,CUST56209,2022-12-28,Self-Service Portal,Starter Plan,3.8,0,27.0,Yes,No,Neutral,Speed,North America,Yes
INT00500,EMP00551,Operations,CUST92936,2022-02-11,Chat,Product A,1.0,0,7.1,Yes,Yes,Positive,Follow-Up,LATAM,Yes
INT00501,EMP00810,Support,CUST64848,2022-10-21,In-Person,Product A,2.7,7,25.3,Yes,Yes,Neutral,Follow-Up,EMEA,No
INT00502,EMP00683,Support,CUST20263,2024-01-27,In-Person,Starter Plan,1.6,9,35.8,Yes,No,Neutral,Courtesy,EMEA,No
INT00503,EMP00667,Customer Success,CUST91827,2025-04-05,Chat,Enterprise Plan,4.6,7,54.3,No,No,Positive,Follow-Up,APAC,No
INT00504,EMP00767,Operations,CUST37689,2026-03-04,Phone,Service Package 1,1.1,3,13.4,Yes,No,Negative,Follow-Up,APAC,Yes
INT00505,EMP01012,Sales,CUST66432,2026-04-16,Email,Starter Plan,3.8,2,37.4,Yes,Yes,Negative,Follow-Up,EMEA,Yes
INT00506,EMP00200,Support,CUST35242,2025-09-18,Phone,Starter Plan,4.9,5,10.8,Yes,No,Negative,Follow-Up,North America,No
INT00507,EMP00332,Operations,CUST85221,2025-11-24,Self-Service Portal,Product A,3.2,8,12.6,Yes,No,Neutral,Knowledge,LATAM,No
INT00508,EMP00001,Operations,CUST96650,2024-10-29,Chat,Starter Plan,1.1,6,5.2,Yes,No,Positive,Accuracy,North America,No
INT00509,EMP01081,Customer Success,CUST66956,2025-08-15,Email,Service Package 1,2.7,6,44.1,No,No,Positive,Accuracy,EMEA,Yes
INT00510,EMP01086,Support,CUST49915,2023-10-01,In-Person,Product A,1.4,9,52.6,Yes,No,Negative,Courtesy,LATAM,Yes
INT00511,EMP00171,Operations,CUST11370,2023-08-27,Self-Service Portal,Product C,3.6,4,46.8,Yes,No,Positive,Knowledge,North America,No
INT00512,EMP00686,Customer Success,CUST97157,2025-08-07,Self-Service Portal,Product B,1.3,3,11.0,Yes,No,Neutral,Speed,APAC,No
INT00513,EMP00213,Support,CUST61534,2022-08-11,Phone,Product A,4.7,2,31.1,No,No,Negative,Courtesy,North America,No
INT00514,EMP00597,Customer Success,CUST93991,2024-05-20,Chat,Product A,5.0,0,24.3,Yes,No,Neutral,Speed,EMEA,No
INT00515,EMP00351,Operations,CUST28366,2025-06-27,Chat,Product B,4.6,9,39.2,Yes,No,Neutral,Courtesy,LATAM,Yes
INT00516,EMP00553,Sales,CUST30303,2023-10-09,Self-Service Portal,Product C,3.0,8,26.4,Yes,No,Positive,Knowledge,APAC,No
INT00517,EMP01185,Sales,CUST39306,2023-06-08,Chat,Enterprise Plan,1.7,3,39.5,Yes,No,Positive,Knowledge,APAC,No
INT00518,EMP00900,Support,CUST66672,2025-02-24,Self-Service Portal,Starter Plan,4.0,9,45.3,Yes,No,Negative,Knowledge,LATAM,No
INT00519,EMP00066,Operations,CUST27853,2023-11-07,In-Person,Starter Plan,3.3,5,60.6,Yes,No,Positive,Courtesy,APAC,No
INT00520,EMP00385,Operations,CUST75363,2025-09-04,In-Person,Product B,1.4,10,31.3,Yes,No,Positive,Follow-Up,APAC,No
INT00521,EMP00565,Support,CUST70960,2025-07-09,Email,Service Package 1,1.5,5,23.3,No,No,Negative,Follow-Up,LATAM,No
INT00522,EMP00138,Customer Success,CUST91834,2023-08-08,Self-Service Portal,Enterprise Plan,4.4,10,14.6,Yes,No,Positive,Follow-Up,LATAM,Yes
INT00523,EMP00138,Support,CUST45609,2024-10-05,Phone,Product C,4.8,9,41.3,No,No,Negative,Speed,APAC,No
INT00524,EMP00560,Support,CUST91622,2024-01-16,Self-Service Portal,Service Package 1,1.3,0,63.1,No,No,Neutral,Speed,APAC,Yes
INT00525,EMP00292,Operations,CUST43035,2022-03-01,Chat,Product B,4.9,2,70.5,Yes,No,Positive,Knowledge,LATAM,No
INT00526,EMP00995,Sales,CUST96155,2022-05-01,Chat,Service Package 1,1.7,8,31.1,Yes,No,Positive,Knowledge,North America,No
INT00527,EMP00157,Operations,CUST43774,2025-03-18,Self-Service Portal,Product B,3.6,9,20.1,Yes,No,Neutral,Follow-Up,North America,No
INT00528,EMP00023,Support,CUST51165,2026-05-29,Chat,Service Package 1,1.2,6,66.7,No,No,Negative,Speed,EMEA,No
INT00529,EMP00855,Sales,CUST13263,2026-07-30,Chat,Starter Plan,2.6,3,16.8,No,No,Positive,Follow-Up,LATAM,No
INT00530,EMP00301,Sales,CUST68102,2022-06-24,Email,Starter Plan,4.2,8,12.8,No,No,Positive,Speed,LATAM,No
INT00531,EMP00934,Sales,CUST59000,2023-09-06,Phone,Service Package 1,3.0,4,38.9,Yes,No,Negative,Accuracy,North America,No
INT00532,EMP00443,Sales,CUST78010,2022-07-07,Email,Service Package 1,2.9,1,54.5,No,No,Negative,Accuracy,LATAM,No
INT00533,EMP00543,Sales,CUST72677,2025-01-20,Self-Service Portal,Service Package 1,1.6,2,33.3,Yes,No,Positive,Knowledge,APAC,Yes
INT00534,EMP00679,Customer Success,CUST84928,2025-07-31,Chat,Product B,1.4,4,31.8,Yes,No,Negative,Follow-Up,LATAM,No
INT00535,EMP00392,Support,CUST14705,2024-09-16,Email,Product B,3.2,4,24.9,Yes,No,Positive,Follow-Up,North America,No
INT00536,EMP00983,Customer Success,CUST14639,2025-01-28,Email,Product B,4.7,8,8.7,Yes,Yes,Positive,Accuracy,APAC,No
INT00537,EMP00984,Operations,CUST57013,2025-07-30,Self-Service Portal,Product B,1.8,7,56.1,Yes,No,Negative,Follow-Up,APAC,No
INT00538,EMP00561,Customer Success,CUST98165,2025-01-19,In-Person,Service Package 1,3.5,8,6.9,Yes,No,Negative,Speed,North America,No
INT00539,EMP00835,Operations,CUST62092,2025-10-07,Chat,Service Package 1,2.3,8,53.4,Yes,No,Neutral,Knowledge,LATAM,Yes
INT00540,EMP01062,Sales,CUST76870,2022-12-05,Email,Service Package 1,1.0,6,67.1,No,No,Neutral,Knowledge,EMEA,Yes
INT00541,EMP01091,Support,CUST33632,2025-03-31,Self-Service Portal,Product C,4.6,7,59.8,Yes,No,Positive,Knowledge,North America,No
INT00542,EMP00110,Support,CUST65411,2026-05-26,Email,Service Package 1,3.7,2,53.6,Yes,No,Neutral,Knowledge,North America,Yes
INT00543,EMP00149,Support,CUST86860,2022-07-06,Email,Starter Plan,1.7,10,45.8,No,No,Positive,Follow-Up,APAC,No
INT00544,EMP00248,Support,CUST85251,2022-11-02,In-Person,Starter Plan,3.7,10,7.6,Yes,Yes,Positive,Speed,EMEA,No
INT00545,EMP00436,Customer Success,CUST52482,2025-07-16,Email,Product A,3.7,10,39.4,No,Yes,Positive,Courtesy,EMEA,Yes
INT00546,EMP00230,Support,CUST40331,2023-10-27,Self-Service Portal,Service Package 1,4.1,0,55.6,Yes,No,Neutral,Knowledge,EMEA,No
INT00547,EMP00387,Customer Success,CUST23553,2024-05-02,Chat,Enterprise Plan,2.2,5,30.2,Yes,No,Neutral,Courtesy,North America,No
INT00548,EMP00737,Sales,CUST66639,2022-01-02,In-Person,Product C,2.7,1,54.2,Yes,Yes,Negative,Follow-Up,APAC,No
INT00549,EMP00323,Customer Success,CUST69013,2025-12-11,In-Person,Product B,3.5,9,31.5,Yes,No,Positive,Courtesy,LATAM,No
INT00550,EMP00220,Support,CUST45672,2024-05-03,Phone,Starter Plan,2.8,2,32.6,Yes,Yes,Negative,Knowledge,LATAM,No
INT00551,EMP00787,Operations,CUST95689,2023-06-01,Phone,Product A,1.4,8,51.9,Yes,No,Negative,Knowledge,LATAM,No
INT00552,EMP00749,Sales,CUST55141,2025-03-17,In-Person,Product A,2.8,1,10.6,Yes,No,Negative,Knowledge,LATAM,No
INT00553,EMP00317,Customer Success,CUST98547,2023-12-12,In-Person,Product B,1.7,4,54.9,Yes,Yes,Positive,Follow-Up,North America,No
INT00554,EMP00596,Sales,CUST69805,2022-07-31,Phone,Product C,3.9,5,46.3,Yes,No,Positive,Follow-Up,LATAM,No
INT00555,EMP00074,Customer Success,CUST69617,2023-10-08,Phone,Service Package 1,3.8,9,32.7,Yes,No,Positive,Knowledge,North America,No
INT00556,EMP00839,Operations,CUST68181,2023-09-16,Self-Service Portal,Product A,3.0,3,0.9,Yes,No,Positive,Knowledge,APAC,Yes
INT00557,EMP00870,Sales,CUST37767,2024-06-14,Phone,Enterprise Plan,4.4,1,70.2,Yes,No,Negative,Knowledge,APAC,No
INT00558,EMP00333,Operations,CUST28968,2025-01-31,In-Person,Enterprise Plan,1.4,8,56.9,Yes,Yes,Negative,Courtesy,LATAM,No
INT00559,EMP00379,Sales,CUST76759,2022-03-17,Email,Service Package 1,4.3,7,4.3,Yes,No,Positive,Follow-Up,LATAM,No
INT00560,EMP00991,Customer Success,CUST63357,2026-04-17,Chat,Product A,3.1,4,66.2,Yes,No,Negative,Follow-Up,North America,Yes
INT00561,EMP00456,Operations,CUST36224,2026-04-26,Email,Product B,3.1,10,12.1,No,Yes,Positive,Accuracy,APAC,No
INT00562,EMP00310,Customer Success,CUST84027,2024-06-07,In-Person,Product B,3.2,6,27.9,Yes,Yes,Negative,Knowledge,APAC,Yes
INT00563,EMP00909,Operations,CUST69944,2022-02-21,Email,Enterprise Plan,4.5,2,34.7,Yes,No,Positive,Follow-Up,EMEA,No
INT00564,EMP00907,Support,CUST10112,2023-12-04,Email,Product A,3.2,10,13.9,No,Yes,Positive,Courtesy,LATAM,No
INT00565,EMP00230,Support,CUST19927,2022-06-19,Self-Service Portal,Starter Plan,3.2,8,64.3,Yes,No,Positive,Accuracy,EMEA,No
INT00566,EMP00348,Support,CUST76287,2025-06-07,Phone,Product B,2.5,4,63.9,No,No,Neutral,Courtesy,LATAM,No
INT00567,EMP00810,Operations,CUST42412,2025-03-12,Chat,Product A,3.1,9,69.4,No,No,Negative,Courtesy,EMEA,No
INT00568,EMP00903,Support,CUST87707,2023-09-14,In-Person,Enterprise Plan,1.7,2,33.5,Yes,Yes,Negative,Accuracy,APAC,No
INT00569,EMP00769,Operations,CUST56532,2025-06-07,Chat,Service Package 1,4.3,10,27.6,Yes,No,Positive,Speed,EMEA,No
INT00570,EMP00243,Operations,CUST14023,2025-02-05,In-Person,Product A,2.7,0,38.1,Yes,No,Positive,Accuracy,LATAM,No
INT00571,EMP00140,Sales,CUST52880,2022-11-30,Chat,Product B,3.2,1,30.9,Yes,No,Positive,Follow-Up,APAC,No
INT00572,EMP00704,Support,CUST31265,2025-07-25,In-Person,Product B,2.1,10,62.4,Yes,No,Negative,Follow-Up,LATAM,No
INT00573,EMP01194,Sales,CUST96618,2022-03-11,Phone,Product C,4.6,8,10.8,Yes,No,Neutral,Follow-Up,EMEA,No
INT00574,EMP01173,Operations,CUST79955,2024-04-20,Chat,Product A,2.5,0,8.8,Yes,No,Neutral,Courtesy,LATAM,No
