Skill_ID,Skill_Name,Skill_Category,Skill_Subcategory,Proficiency_Level_Required,Proficiency_Level_Average_Workforce,Demand_Trend,Criticality_Score,Supply_Gap_Score,Primary_Job_Families,Preferred_Learning_Method,Avg_Time_To_Proficiency_Months,Certification_Available,Certification_Name,Adjacent_Skills,Taxonomy_Version,Last_Updated,Owned_By_Function,Active
SKL-1041,Coaching & Mentoring,Leadership,Core,Developing,Proficient,Increasing,4.56,-2.57,Legal & Compliance,External Course,24,No,PMP,People Analytics; Kubernetes; Quantitative Research,v2.4,2026-02-10,Talent Management,Yes
SKL-1043,P&L Ownership,Leadership,Core,Foundational,Proficient,Stable,7.31,2.91,Sales; Finance,Self-Study,19,No,Databricks Certified,NLP; Machine Learning; Learning & Development,v2.4,2026-04-02,People Analytics,Yes
SKL-1005,API Development,Technical,Foundational,Advanced,Expert,Decreasing,5.88,-0.1,Customer Experience; Operations,Self-Study,16,No,Azure Data Engineer,Databricks; Tableau; Healthcare Analytics,v2.4,2026-02-09,Talent Management,Yes
SKL-1033,Experimentation Design,Analytical,Specialized,Advanced,Foundational,Emerging,7.6,3.83,Legal & Compliance; Finance; Operations,Stretch Assignment,4,No,PHR,Healthcare Analytics; Facilitation; Manufacturing Ops,v2.4,2026-02-09,HRBP,Yes
SKL-1052,Customer Success,Functional,Specialized,Foundational,Foundational,Increasing,1.39,4.38,Engineering; Finance,On-the-Job,17,Yes,Google Cloud Prof.,Cloud Architecture; Regulatory Compliance; HRBP,v2.4,2026-06-18,Talent Management,Yes
SKL-1006,DevOps,Technical,Specialized,Developing,Expert,Increasing,1.12,4.21,Data Science; Sales; Engineering; People & HR,Certification,15,No,AWS Certified,Financial Modeling; Healthcare Analytics; API Development,v2.4,2026-01-19,HRBP,Yes
SKL-1027,Forecasting,Analytical,Core,Foundational,Developing,Emerging,2.71,0.26,Legal & Compliance; People & HR,Certification,19,No,Google Cloud Prof.,Regulatory Compliance; Talent Acquisition; Negotiation,v2.4,2026-06-29,Talent Management,Yes
SKL-1021,Snowflake,Technical,Emerging,Expert,Advanced,Decreasing,6.92,0.34,Operations; Legal & Compliance; Customer Experience; Product,Self-Study,15,No,CFA,Root Cause Analysis; Digital Transformation; E-Commerce,v2.4,2026-02-24,Talent Management,Yes
SKL-1046,Compensation & Benefits,Functional,Foundational,Advanced,Advanced,Increasing,7.54,4.83,Customer Experience,Formal Training,11,Yes,CPA,Data Visualization; Forecasting; Decision Making,v2.4,2026-01-06,HRBP,Yes
SKL-1012,TensorFlow,Technical,Core,Advanced,Proficient,Stable,2.25,-1.33,Finance; Marketing,External Course,11,Yes,None,Digital Transformation; Forecasting; Power BI,v2.4,2026-03-25,Talent Management,Yes
SKL-1062,Written Communication,Interpersonal,Core,Expert,Proficient,Increasing,7.58,0.76,Engineering,External Course,12,No,None,Sales Operations; Scala; Business Intelligence,v2.4,2026-06-17,L&D,No
SKL-1006,DevOps,Technical,Specialized,Expert,Foundational,Decreasing,5.86,-3.5,People & HR; Engineering,Stretch Assignment,14,No,Azure Data Engineer,Kubernetes; Data Visualization; Communication,v2.4,2026-03-16,Talent Management,Yes
SKL-1016,R,Technical,Specialized,Foundational,Advanced,Increasing,5.93,-2.37,Customer Experience; Product; People & HR; Legal & Compliance,Formal Training,17,Yes,Databricks Certified,Supply Chain; Regulatory Compliance; Statistical Modeling,v2.4,2026-05-24,People Analytics,Yes
SKL-1009,Power BI,Technical,Specialized,Advanced,Proficient,Increasing,2.01,-0.86,Operations; Finance; Legal & Compliance,Self-Study,21,Yes,CPA,Snowflake; Talent Development; Collaboration,v2.4,2026-06-09,People Analytics,No
SKL-1005,API Development,Technical,Emerging,Developing,Proficient,Stable,7.82,3.53,Engineering,Formal Training,21,Yes,CPA,SQL; P&L Ownership; Java,v2.4,2026-03-20,Talent Management,No
SKL-1002,Machine Learning,Technical,Specialized,Developing,Expert,Stable,2.83,0.23,Customer Experience; Sales; People & HR,Stretch Assignment,24,Yes,None,ESG Reporting; Healthcare Analytics; API Development,v2.4,2026-03-07,People Analytics,Yes
SKL-1036,Executive Presence,Leadership,Emerging,Expert,Proficient,Increasing,5.18,4.45,Product,Stretch Assignment,10,No,Google Cloud Prof.,Machine Learning; Change Management; HRBP,v2.4,2026-03-01,Talent Management,Yes
SKL-1040,Decision Making,Leadership,Foundational,Expert,Expert,Increasing,2.68,0.01,Customer Experience; Engineering; Legal & Compliance; Data Science,Certification,11,No,Databricks Certified,Supply Chain; Databricks; Machine Learning,v2.4,2026-03-30,HRBP,Yes
SKL-1038,Organizational Design,Leadership,Emerging,Expert,Proficient,Increasing,6.63,3.79,Customer Experience,Self-Study,9,Yes,CFA,Supply Chain; Azure; Kubernetes,v2.4,2026-04-08,People Analytics,No
SKL-1030,Root Cause Analysis,Analytical,Emerging,Advanced,Proficient,Decreasing,5.04,-3.68,Legal & Compliance; Customer Experience,Stretch Assignment,8,Yes,CPA,Healthcare Analytics; Azure; Communication,v2.4,2026-02-07,People Analytics,Yes
SKL-1008,Tableau,Technical,Core,Developing,Proficient,Stable,7.54,2.65,Product; Marketing; Sales; Operations,External Course,22,No,PMP,NLP; React; R,v2.4,2026-02-17,L&D,Yes
SKL-1072,Digital Transformation,Domain,Emerging,Expert,Developing,Stable,7.19,-1.41,People & HR; Customer Experience; Sales; Operations,Stretch Assignment,13,Yes,None,Written Communication; Active Listening; Azure,v2.4,2026-02-11,People Analytics,Yes
SKL-1004,Cloud Architecture,Technical,Foundational,Foundational,Proficient,Emerging,3.0,1.71,Finance; Data Science,Formal Training,16,No,CFA,Negotiation; Quantitative Research; Finance Business Partnering,v2.4,2026-04-14,L&D,No
SKL-1040,Decision Making,Leadership,Foundational,Expert,Expert,Increasing,5.69,-0.48,Finance,Certification,19,No,AWS Certified,SaaS GTM; HRBP; Consumer Packaged Goods,v2.4,2026-06-11,L&D,Yes
SKL-1037,Change Management,Leadership,Foundational,Advanced,Proficient,Decreasing,5.15,-0.78,Customer Experience,Formal Training,16,No,Google Cloud Prof.,Influence Without Authority; Java; Airflow,v2.4,2026-05-30,People Analytics,No
SKL-1052,Customer Success,Functional,Specialized,Advanced,Foundational,Stable,5.08,3.97,Sales; Data Science,Self-Study,12,Yes,Google Cloud Prof.,Kubernetes; Java; Conflict Resolution,v2.4,2026-06-12,HRBP,Yes
SKL-1067,Healthcare Analytics,Domain,Foundational,Expert,Expert,Stable,4.41,-1.19,Operations; People & HR,Formal Training,6,Yes,AWS Certified,Sales Operations; Stakeholder Management; Conflict Resolution,v2.4,2026-03-15,People Analytics,Yes
SKL-1016,R,Technical,Emerging,Foundational,Expert,Decreasing,1.11,-0.02,Customer Experience; Engineering; Sales; Data Science,Formal Training,20,No,Databricks Certified,Customer Success; Collaboration; Spark,v2.4,2026-06-03,L&D,Yes
SKL-1070,Manufacturing Ops,Domain,Specialized,Expert,Expert,Stable,1.44,-3.52,Engineering; People & HR; Legal & Compliance,Stretch Assignment,20,No,CFA,Kubernetes; DevOps; React,v2.4,2026-04-17,People Analytics,Yes
SKL-1036,Executive Presence,Leadership,Emerging,Advanced,Expert,Decreasing,9.38,-4.07,Operations; Legal & Compliance; Product,External Course,4,No,Azure Data Engineer,Tableau; Change Management; Active Listening,v2.4,2026-02-04,L&D,Yes
SKL-1042,Board Communication,Leadership,Foundational,Expert,Developing,Stable,6.51,-3.91,Sales,Stretch Assignment,24,No,None,Decision Making; Experimentation Design; Healthcare Analytics,v2.4,2026-05-28,HRBP,Yes
SKL-1072,Digital Transformation,Domain,Foundational,Expert,Advanced,Emerging,8.27,3.84,Marketing; Finance,On-the-Job,5,Yes,Databricks Certified,Scala; A/B Testing; Sales Operations,v2.4,2026-04-16,L&D,Yes
SKL-1044,Talent Development,Leadership,Emerging,Foundational,Developing,Decreasing,3.29,-4.32,Customer Experience; Legal & Compliance; Operations,External Course,2,Yes,CFA,P&L Ownership; Supply Chain; Digital Transformation,v2.4,2026-06-07,L&D,Yes
SKL-1024,NLP,Technical,Specialized,Proficient,Advanced,Emerging,8.18,1.46,People & HR; Sales; Operations; Finance,External Course,15,Yes,Azure Data Engineer,Organizational Design; Digital Transformation; Decision Making,v2.4,2026-05-23,L&D,Yes
SKL-1073,Regulatory Compliance,Domain,Specialized,Proficient,Foundational,Stable,3.52,-4.69,Customer Experience; People & HR; Product; Data Science,Certification,5,No,CFA,Cloud Architecture; Financial Modeling; Customer Success,v2.4,2026-01-23,Talent Management,Yes
SKL-1047,People Analytics,Functional,Foundational,Proficient,Developing,Decreasing,2.58,-1.26,Finance,On-the-Job,16,Yes,Databricks Certified,Influence Without Authority; GCP; NLP,v2.4,2026-03-29,Talent Management,Yes
SKL-1041,Coaching & Mentoring,Leadership,Emerging,Foundational,Expert,Stable,2.85,-4.63,Customer Experience; Data Science; Engineering; People & HR,On-the-Job,23,Yes,CFA,Empathy; API Development; React,v2.4,2026-05-14,HRBP,Yes
SKL-1073,Regulatory Compliance,Domain,Specialized,Developing,Proficient,Stable,2.73,-2.23,Sales; Data Science; Marketing,Formal Training,7,No,Google Cloud Prof.,SQL; SaaS GTM; Retail Banking,v2.4,2026-01-27,People Analytics,Yes
SKL-1070,Manufacturing Ops,Domain,Specialized,Proficient,Developing,Decreasing,6.17,-3.29,Legal & Compliance; Operations; Sales,On-the-Job,6,Yes,Databricks Certified,DevOps; React; HRBP,v2.4,2026-01-14,L&D,No
SKL-1050,Supply Chain,Functional,Emerging,Expert,Expert,Emerging,6.55,-1.88,Customer Experience; Data Science,External Course,16,Yes,Google Cloud Prof.,Empathy; TensorFlow; Negotiation,v2.4,2026-03-21,Talent Management,No
SKL-1029,Business Intelligence,Analytical,Emerging,Developing,Expert,Decreasing,9.22,-1.08,Operations; Sales; Customer Experience,On-the-Job,4,No,Google Cloud Prof.,Talent Development; Presentation Skills; Empathy,v2.4,2026-02-13,HRBP,Yes
SKL-1073,Regulatory Compliance,Domain,Emerging,Expert,Foundational,Emerging,8.36,2.97,Customer Experience; Data Science; Marketing,Certification,16,No,None,Root Cause Analysis; Quantitative Research; Manufacturing Ops,v2.4,2026-02-10,Talent Management,No
SKL-1008,Tableau,Technical,Specialized,Developing,Expert,Emerging,8.06,-0.65,Customer Experience; Finance; People & HR,Stretch Assignment,23,Yes,Databricks Certified,Java; Empathy; Coaching & Mentoring,v2.4,2026-05-23,L&D,No
SKL-1022,dbt,Technical,Specialized,Advanced,Foundational,Increasing,7.17,0.96,Operations; Sales; Engineering; Customer Experience,Formal Training,6,Yes,PMP,GCP; Conflict Resolution; FinTech,v2.4,2026-03-16,Talent Management,No
SKL-1025,Statistical Modeling,Analytical,Emerging,Proficient,Proficient,Decreasing,9.27,4.37,Data Science; Engineering; Product,External Course,6,No,AWS Certified,People Analytics; Manufacturing Ops; DevOps,v2.4,2026-01-01,HRBP,Yes
SKL-1036,Executive Presence,Leadership,Core,Developing,Advanced,Emerging,6.63,2.12,Product; Legal & Compliance; Finance; Operations,Formal Training,17,Yes,PHR,SaaS GTM; HRBP; Compensation & Benefits,v2.4,2026-04-17,People Analytics,Yes
SKL-1016,R,Technical,Emerging,Foundational,Foundational,Increasing,2.3,3.85,People & HR; Data Science; Legal & Compliance; Operations,External Course,15,No,None,Airflow; Negotiation; Retail Banking,v2.4,2026-04-19,Talent Management,No
SKL-1045,Talent Acquisition,Functional,Emerging,Developing,Advanced,Increasing,6.2,3.47,Customer Experience; Marketing,Mentoring,19,No,AWS Certified,Cloud Architecture; Digital Transformation; Presentation Skills,v2.4,2026-06-30,HRBP,Yes
SKL-1074,ESG Reporting,Domain,Foundational,Foundational,Developing,Decreasing,5.18,-4.22,Finance,Mentoring,22,Yes,Azure Data Engineer,ESG Reporting; Stakeholder Management; DevOps,v2.4,2026-03-29,L&D,No
SKL-1058,Negotiation,Interpersonal,Foundational,Expert,Proficient,Emerging,4.18,4.78,Marketing; People & HR; Engineering,Stretch Assignment,21,No,CPA,Cybersecurity; Active Listening; ESG Reporting,v2.4,2026-02-13,L&D,Yes
SKL-1003,Data Engineering,Technical,Specialized,Advanced,Foundational,Stable,5.55,3.51,Marketing; People & HR; Legal & Compliance,Self-Study,10,Yes,Google Cloud Prof.,dbt; GCP; Conflict Resolution,v2.4,2026-04-05,People Analytics,Yes
SKL-1030,Root Cause Analysis,Analytical,Foundational,Developing,Expert,Increasing,4.09,-4.16,Legal & Compliance; People & HR,External Course,17,No,None,Root Cause Analysis; Collaboration; Snowflake,v2.4,2026-02-23,HRBP,Yes
SKL-1033,Experimentation Design,Analytical,Core,Foundational,Developing,Emerging,4.59,-1.99,Product; Legal & Compliance,Mentoring,10,Yes,Azure Data Engineer,Communication; SQL; Executive Presence,v2.4,2026-04-25,Talent Management,Yes
SKL-1067,Healthcare Analytics,Domain,Core,Foundational,Expert,Decreasing,9.61,-0.68,Operations; Marketing; Customer Experience,External Course,5,No,None,Empathy; Root Cause Analysis; NLP,v2.4,2026-05-14,HRBP,Yes
SKL-1040,Decision Making,Leadership,Core,Foundational,Foundational,Increasing,4.7,0.25,Operations; Finance; Marketing; People & HR,Formal Training,3,Yes,Google Cloud Prof.,Cybersecurity; Forecasting; Scala,v2.4,2026-01-31,L&D,Yes
SKL-1048,Learning & Development,Functional,Emerging,Foundational,Developing,Decreasing,3.65,1.6,Sales,Self-Study,15,No,CPA,Databricks; Power BI; Strategic Planning,v2.4,2026-01-16,Talent Management,No
SKL-1042,Board Communication,Leadership,Core,Proficient,Proficient,Stable,4.97,-0.08,Legal & Compliance; Product,Formal Training,22,No,Google Cloud Prof.,AWS; E-Commerce; Communication,v2.4,2026-02-25,L&D,No
SKL-1033,Experimentation Design,Analytical,Core,Foundational,Foundational,Increasing,6.14,-2.49,Engineering; Sales; People & HR; Operations,Stretch Assignment,2,Yes,None,Financial Modeling; GCP; Board Communication,v2.4,2026-04-11,L&D,No
SKL-1061,Presentation Skills,Interpersonal,Foundational,Advanced,Foundational,Stable,1.03,4.54,Data Science; Customer Experience; Operations; People & HR,Stretch Assignment,11,No,AWS Certified,Kubernetes; Compensation & Benefits; FinTech,v2.4,2026-03-29,L&D,No
SKL-1037,Change Management,Leadership,Emerging,Developing,Expert,Increasing,9.71,1.61,Product; Data Science; Operations,Mentoring,4,No,PHR,Azure; Cloud Architecture; NLP,v2.4,2026-01-07,People Analytics,No
SKL-1049,HRBP,Functional,Core,Expert,Proficient,Emerging,5.81,3.34,Engineering; Legal & Compliance; Operations; Customer Experience,Self-Study,3,No,Google Cloud Prof.,Forecasting; Consumer Packaged Goods; Negotiation,v2.4,2026-06-23,People Analytics,Yes
SKL-1009,Power BI,Technical,Core,Developing,Advanced,Increasing,5.24,4.18,Finance,Stretch Assignment,22,Yes,AWS Certified,dbt; DevOps; Stakeholder Management,v2.4,2026-01-25,Talent Management,Yes
SKL-1008,Tableau,Technical,Core,Foundational,Advanced,Stable,1.57,-2.97,Product; Operations; Data Science,Stretch Assignment,20,Yes,CFA,Forecasting; API Development; dbt,v2.4,2026-03-27,L&D,Yes
SKL-1035,Strategic Planning,Leadership,Emerging,Advanced,Developing,Decreasing,5.98,-0.61,People & HR,On-the-Job,22,No,PMP,Machine Learning; Written Communication; Spark,v2.4,2026-01-02,L&D,Yes
SKL-1011,Kubernetes,Technical,Specialized,Advanced,Advanced,Stable,2.86,1.4,Product; Finance; People & HR; Marketing,Stretch Assignment,3,Yes,Databricks Certified,Kubernetes; Organizational Design; Talent Development,v2.4,2026-04-18,L&D,Yes
SKL-1024,NLP,Technical,Core,Expert,Foundational,Decreasing,8.76,4.87,Sales; Finance,Self-Study,3,Yes,Google Cloud Prof.,GCP; Active Listening; Facilitation,v2.4,2026-02-15,People Analytics,Yes
SKL-1006,DevOps,Technical,Specialized,Proficient,Developing,Emerging,3.26,1.17,Engineering; Data Science; Legal & Compliance; Marketing,Formal Training,7,Yes,Databricks Certified,Retail Banking; Java; Power BI,v2.4,2026-03-02,Talent Management,Yes
SKL-1053,Sales Operations,Functional,Emerging,Proficient,Developing,Increasing,3.94,-4.02,Finance; Product; Legal & Compliance; Engineering,Mentoring,20,No,AWS Certified,Communication; AWS; Forecasting,v2.4,2026-06-06,Talent Management,Yes
SKL-1049,HRBP,Functional,Specialized,Developing,Advanced,Stable,6.69,4.76,Operations; People & HR,On-the-Job,24,Yes,CPA,Azure; Java; Empathy,v2.4,2026-04-28,Talent Management,Yes
SKL-1043,P&L Ownership,Leadership,Emerging,Proficient,Expert,Stable,8.11,1.38,Legal & Compliance; Customer Experience,External Course,9,Yes,None,Consumer Packaged Goods; Written Communication; Forecasting,v2.4,2026-06-01,Talent Management,No
SKL-1035,Strategic Planning,Leadership,Core,Advanced,Developing,Stable,3.95,0.79,Legal & Compliance; Engineering,Mentoring,3,Yes,Databricks Certified,Influence Without Authority; Cloud Architecture; Finance Business Partnering,v2.4,2026-05-16,Talent Management,No
SKL-1012,TensorFlow,Technical,Foundational,Advanced,Developing,Increasing,6.03,-4.88,Finance; People & HR; Operations; Customer Experience,Formal Training,22,Yes,AWS Certified,Presentation Skills; Stakeholder Management; Databricks,v2.4,2026-06-30,Talent Management,Yes
SKL-1058,Negotiation,Interpersonal,Foundational,Developing,Advanced,Stable,8.11,-1.3,Engineering; Data Science; Product; Operations,Self-Study,18,Yes,CPA,Finance Business Partnering; Financial Modeling; E-Commerce,v2.4,2026-05-28,People Analytics,Yes
SKL-1042,Board Communication,Leadership,Core,Expert,Proficient,Increasing,2.0,-1.34,Operations,Self-Study,7,Yes,Azure Data Engineer,A/B Testing; Azure; Board Communication,v2.4,2026-03-03,L&D,No
SKL-1074,ESG Reporting,Domain,Emerging,Developing,Proficient,Decreasing,9.08,0.04,Marketing; Engineering; Data Science; People & HR,Self-Study,16,No,Azure Data Engineer,Healthcare Analytics; Scala; Active Listening,v2.4,2026-05-17,HRBP,No
SKL-1047,People Analytics,Functional,Core,Developing,Advanced,Increasing,1.72,3.98,Data Science; Legal & Compliance; People & HR,Self-Study,5,Yes,Databricks Certified,GCP; A/B Testing; Consumer Packaged Goods,v2.4,2026-06-10,L&D,Yes
SKL-1053,Sales Operations,Functional,Emerging,Advanced,Proficient,Emerging,4.99,1.45,Finance; Data Science; Engineering,External Course,9,No,None,ESG Reporting; P&L Ownership; Coaching & Mentoring,v2.4,2026-05-05,Talent Management,No
SKL-1038,Organizational Design,Leadership,Emerging,Proficient,Developing,Decreasing,3.04,-1.28,Engineering; People & HR; Operations,Self-Study,16,Yes,PMP,FinTech; Executive Presence; Airflow,v2.4,2026-02-14,People Analytics,Yes
SKL-1030,Root Cause Analysis,Analytical,Core,Foundational,Proficient,Stable,4.97,-1.3,Customer Experience; Engineering,Stretch Assignment,12,No,PMP,People Analytics; Conflict Resolution; E-Commerce,v2.4,2026-02-11,HRBP,Yes
SKL-1003,Data Engineering,Technical,Foundational,Advanced,Developing,Emerging,9.35,-3.44,Marketing; Sales; Legal & Compliance,External Course,20,Yes,Databricks Certified,P&L Ownership; Java; Presentation Skills,v2.4,2026-01-11,People Analytics,Yes
SKL-1039,Stakeholder Management,Leadership,Core,Advanced,Expert,Stable,5.01,-4.08,Legal & Compliance,Stretch Assignment,8,Yes,CPA,Statistical Modeling; Machine Learning; Spark,v2.4,2026-05-18,Talent Management,Yes
SKL-1065,Retail Banking,Domain,Foundational,Developing,Advanced,Decreasing,6.43,0.12,Operations,Mentoring,6,No,CFA,HRBP; People Analytics; SQL,v2.4,2026-03-14,HRBP,Yes
SKL-1039,Stakeholder Management,Leadership,Foundational,Expert,Foundational,Stable,7.55,-0.56,Sales; Marketing; People & HR; Product,Stretch Assignment,15,No,PMP,Kubernetes; AWS; A/B Testing,v2.4,2026-03-19,Talent Management,Yes
SKL-1008,Tableau,Technical,Foundational,Foundational,Foundational,Emerging,6.75,-2.27,Customer Experience; Sales,Stretch Assignment,20,Yes,PHR,Airflow; Learning & Development; Change Management,v2.4,2026-05-22,Talent Management,Yes
SKL-1038,Organizational Design,Leadership,Specialized,Advanced,Expert,Emerging,3.02,2.91,Marketing; Legal & Compliance,Stretch Assignment,22,No,Google Cloud Prof.,Executive Presence; Sales Operations; dbt,v2.4,2026-05-06,People Analytics,Yes
SKL-1015,Scala,Technical,Specialized,Advanced,Foundational,Decreasing,6.23,0.66,Sales; Data Science; Operations,Certification,20,Yes,CPA,Databricks; ESG Reporting; Cybersecurity,v2.4,2026-02-07,HRBP,No
SKL-1017,Azure,Technical,Specialized,Developing,Foundational,Decreasing,4.25,1.36,Engineering; Marketing; Customer Experience,Certification,22,Yes,Azure Data Engineer,NLP; Airflow; TensorFlow,v2.4,2026-06-03,People Analytics,Yes
SKL-1040,Decision Making,Leadership,Specialized,Proficient,Proficient,Increasing,5.81,-1.48,Engineering; People & HR,Certification,11,No,Databricks Certified,Customer Success; P&L Ownership; Databricks,v2.4,2026-01-27,People Analytics,Yes
SKL-1064,Influence Without Authority,Interpersonal,Emerging,Developing,Expert,Increasing,4.76,4.16,People & HR,On-the-Job,17,No,CPA,Compensation & Benefits; Azure; Collaboration,v2.4,2026-06-02,HRBP,Yes
SKL-1038,Organizational Design,Leadership,Core,Foundational,Developing,Stable,8.71,-3.58,Marketing; People & HR,Formal Training,6,Yes,None,Java; Power BI; Machine Learning,v2.4,2026-05-04,Talent Management,Yes
SKL-1025,Statistical Modeling,Analytical,Core,Foundational,Expert,Increasing,5.22,4.09,Data Science,Self-Study,23,Yes,Google Cloud Prof.,Scala; A/B Testing; Statistical Modeling,v2.4,2026-02-17,HRBP,Yes
SKL-1011,Kubernetes,Technical,Emerging,Proficient,Expert,Decreasing,4.17,3.55,Customer Experience; Data Science,On-the-Job,20,Yes,Azure Data Engineer,Forecasting; NLP; Executive Presence,v2.4,2026-02-13,L&D,Yes
SKL-1027,Forecasting,Analytical,Foundational,Proficient,Expert,Stable,4.96,4.58,Operations; Product,Mentoring,8,Yes,None,Java; Decision Making; Scala,v2.4,2026-04-30,L&D,Yes
SKL-1063,Facilitation,Interpersonal,Specialized,Proficient,Expert,Increasing,1.74,-0.06,Marketing; Sales; Legal & Compliance; Operations,External Course,16,Yes,Azure Data Engineer,Customer Success; Change Management; Finance Business Partnering,v2.4,2026-02-18,L&D,No
SKL-1047,People Analytics,Functional,Emerging,Foundational,Advanced,Increasing,4.57,0.23,Data Science,Formal Training,14,No,Google Cloud Prof.,Snowflake; Tableau; Compensation & Benefits,v2.4,2026-02-20,HRBP,Yes
SKL-1051,Marketing Analytics,Functional,Core,Developing,Advanced,Emerging,3.51,2.13,Product; Operations; Sales,Stretch Assignment,21,No,Databricks Certified,Retail Banking; Strategic Planning; AWS,v2.4,2026-04-27,L&D,Yes
SKL-1032,Predictive Analytics,Analytical,Foundational,Advanced,Developing,Stable,1.27,2.38,Sales,Stretch Assignment,2,Yes,None,Coaching & Mentoring; GCP; Organizational Design,v2.4,2026-06-09,L&D,Yes
SKL-1066,Consumer Packaged Goods,Domain,Foundational,Advanced,Developing,Decreasing,6.96,-0.1,Customer Experience; Operations; Engineering,External Course,3,No,Google Cloud Prof.,HRBP; Conflict Resolution; Decision Making,v2.4,2026-04-07,Talent Management,No
SKL-1004,Cloud Architecture,Technical,Core,Developing,Expert,Decreasing,8.96,-3.36,People & HR; Marketing; Product; Finance,External Course,5,No,Azure Data Engineer,E-Commerce; Regulatory Compliance; Active Listening,v2.4,2026-05-02,People Analytics,Yes
SKL-1050,Supply Chain,Functional,Specialized,Advanced,Expert,Emerging,6.55,-1.47,Operations; Engineering; Customer Experience,Certification,3,Yes,CFA,Talent Development; ESG Reporting; Data Engineering,v2.4,2026-06-10,HRBP,No
SKL-1012,TensorFlow,Technical,Foundational,Proficient,Proficient,Emerging,4.16,1.61,Finance; Marketing,Certification,4,Yes,CPA,Java; P&L Ownership; Snowflake,v2.4,2026-01-06,HRBP,Yes
SKL-1058,Negotiation,Interpersonal,Foundational,Expert,Expert,Emerging,3.4,1.96,Operations,Mentoring,20,No,CFA,Regulatory Compliance; TensorFlow; Written Communication,v2.4,2026-01-26,People Analytics,Yes
SKL-1063,Facilitation,Interpersonal,Specialized,Developing,Expert,Decreasing,4.27,-0.64,Data Science; Customer Experience; Finance; People & HR,Self-Study,3,No,None,Data Visualization; Kubernetes; ESG Reporting,v2.4,2026-01-25,HRBP,Yes
SKL-1008,Tableau,Technical,Foundational,Advanced,Developing,Decreasing,8.16,1.52,Customer Experience; Marketing; Product,Stretch Assignment,19,No,PHR,Sales Operations; Marketing Analytics; Predictive Analytics,v2.4,2026-06-09,Talent Management,Yes
SKL-1002,Machine Learning,Technical,Emerging,Expert,Advanced,Stable,6.95,3.24,Marketing; Customer Experience; Product; Legal & Compliance,Stretch Assignment,22,Yes,Azure Data Engineer,Statistical Modeling; Compensation & Benefits; Empathy,v2.4,2026-02-07,People Analytics,Yes
SKL-1038,Organizational Design,Leadership,Foundational,Advanced,Proficient,Increasing,6.71,3.46,Marketing; People & HR; Legal & Compliance,Stretch Assignment,21,Yes,None,Root Cause Analysis; Java; GCP,v2.4,2026-02-19,L&D,Yes
SKL-1039,Stakeholder Management,Leadership,Foundational,Advanced,Expert,Emerging,4.8,4.06,People & HR; Marketing,Formal Training,2,No,CPA,Manufacturing Ops; dbt; API Development,v2.4,2026-05-05,L&D,Yes
SKL-1010,Spark,Technical,Specialized,Expert,Proficient,Increasing,9.11,-0.93,Data Science; Product; People & HR,Formal Training,5,Yes,Azure Data Engineer,ESG Reporting; Healthcare Analytics; Predictive Analytics,v2.4,2026-05-08,L&D,Yes
SKL-1015,Scala,Technical,Specialized,Proficient,Expert,Emerging,8.25,2.44,Finance; People & HR; Data Science; Sales,Formal Training,10,No,None,Predictive Analytics; Cybersecurity; Written Communication,v2.4,2026-05-17,HRBP,Yes
SKL-1040,Decision Making,Leadership,Foundational,Advanced,Developing,Decreasing,8.91,4.37,Sales; Operations; Marketing,On-the-Job,22,Yes,AWS Certified,Root Cause Analysis; Predictive Analytics; Manufacturing Ops,v2.4,2026-04-09,HRBP,Yes
SKL-1015,Scala,Technical,Emerging,Advanced,Advanced,Increasing,9.19,-1.07,Marketing; Data Science; Finance,Self-Study,8,Yes,Databricks Certified,Decision Making; Customer Success; Cloud Architecture,v2.4,2026-03-12,L&D,No
SKL-1060,Active Listening,Interpersonal,Foundational,Proficient,Advanced,Increasing,8.42,1.98,Operations,Mentoring,21,No,Databricks Certified,Data Engineering; DevOps; Airflow,v2.4,2026-06-11,Talent Management,Yes
SKL-1000,Python,Technical,Foundational,Developing,Proficient,Decreasing,6.18,-3.89,Customer Experience; People & HR,External Course,21,No,CFA,Conflict Resolution; Presentation Skills; Azure,v2.4,2026-03-08,People Analytics,Yes
SKL-1036,Executive Presence,Leadership,Emerging,Foundational,Advanced,Decreasing,2.64,3.76,Engineering; Legal & Compliance,Certification,22,Yes,Google Cloud Prof.,Empathy; Statistical Modeling; Experimentation Design,v2.4,2026-06-29,People Analytics,Yes
SKL-1051,Marketing Analytics,Functional,Foundational,Expert,Proficient,Stable,1.8,-1.32,Engineering,Stretch Assignment,18,No,Databricks Certified,Facilitation; Scala; Data Visualization,v2.4,2026-02-22,People Analytics,Yes
SKL-1036,Executive Presence,Leadership,Foundational,Advanced,Developing,Emerging,8.71,1.0,Finance; Product; People & HR,Mentoring,6,Yes,CPA,Experimentation Design; Root Cause Analysis; Conflict Resolution,v2.4,2026-03-05,HRBP,No
SKL-1010,Spark,Technical,Core,Advanced,Developing,Decreasing,9.77,-1.02,Product; Legal & Compliance,Stretch Assignment,21,No,Google Cloud Prof.,TensorFlow; SaaS GTM; Cybersecurity,v2.4,2026-01-14,HRBP,Yes
